,Catholic,Francophone,Month,Neighbourhood Name,Neighbourhood Number,No Response,Public,Quarter,Ward,Year
232,0.0,0.0,4.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,2.0,Ward 8,2012.0
232,0.0,0.0,5.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,2.0,Ward 8,2012.0
232,0.0,0.0,6.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,2.0,Ward 8,2012.0
232,0.0,0.0,7.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,3.0,Ward 8,2012.0
232,0.0,0.0,8.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,3.0,Ward 8,2012.0
232,0.0,0.0,9.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,3.0,Ward 8,2012.0
232,0.0,0.0,10.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,4.0,Ward 8,2012.0
232,0.0,0.0,11.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,4.0,Ward 8,2012.0
232,0.0,0.0,12.0,RIVER VALLEY MAYFAIR,5370.0,0.0,0.0,4.0,Ward 8,2012.0
233,0.0,0.0,1.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,1.0,Ward 8,2012.0
233,0.0,0.0,2.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,1.0,Ward 8,2012.0
233,0.0,0.0,3.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,1.0,Ward 8,2012.0
233,0.0,0.0,4.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,2.0,Ward 8,2012.0
233,0.0,0.0,5.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,2.0,Ward 8,2012.0
233,0.0,0.0,6.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,2.0,Ward 8,2012.0
233,0.0,0.0,7.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,3.0,Ward 8,2012.0
233,0.0,0.0,8.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,3.0,Ward 8,2012.0
233,0.0,0.0,9.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,3.0,Ward 8,2012.0
233,0.0,0.0,10.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,4.0,Ward 8,2012.0
233,0.0,0.0,11.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,4.0,Ward 8,2012.0
233,0.0,0.0,12.0,RIVER VALLEY RIVERSIDE,6630.0,0.0,0.0,4.0,Ward 8,2012.0
234,0.0,0.0,1.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,1.0,Ward 8,2012.0
234,0.0,0.0,2.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,1.0,Ward 8,2012.0
234,0.0,0.0,3.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,1.0,Ward 8,2012.0
234,0.0,0.0,4.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,2.0,Ward 8,2012.0
234,0.0,0.0,5.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,2.0,Ward 8,2012.0
234,0.0,0.0,6.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,2.0,Ward 8,2012.0
234,0.0,0.0,7.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,3.0,Ward 8,2012.0
234,0.0,0.0,8.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,3.0,Ward 8,2012.0
234,0.0,0.0,9.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,3.0,Ward 8,2012.0
234,0.0,0.0,10.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,4.0,Ward 8,2012.0
234,0.0,0.0,11.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,4.0,Ward 8,2012.0
234,0.0,0.0,12.0,RIVER VALLEY WALTERDALE,5390.0,0.0,0.0,4.0,Ward 8,2012.0
235,990.0,0.0,1.0,STRATHCONA,5480.0,2640.0,5354.0,1.0,Ward 8,2012.0
235,990.0,0.0,2.0,STRATHCONA,5480.0,2640.0,5354.0,1.0,Ward 8,2012.0
235,990.0,0.0,3.0,STRATHCONA,5480.0,2640.0,5354.0,1.0,Ward 8,2012.0
235,990.0,0.0,4.0,STRATHCONA,5480.0,2640.0,5354.0,2.0,Ward 8,2012.0
235,990.0,0.0,5.0,STRATHCONA,5480.0,2640.0,5354.0,2.0,Ward 8,2012.0
235,990.0,0.0,6.0,STRATHCONA,5480.0,2640.0,5354.0,2.0,Ward 8,2012.0
235,990.0,0.0,7.0,STRATHCONA,5480.0,2640.0,5354.0,3.0,Ward 8,2012.0
235,990.0,0.0,8.0,STRATHCONA,5480.0,2640.0,5354.0,3.0,Ward 8,2012.0
235,990.0,0.0,9.0,STRATHCONA,5480.0,2640.0,5354.0,3.0,Ward 8,2012.0
235,990.0,0.0,10.0,STRATHCONA,5480.0,2640.0,5354.0,4.0,Ward 8,2012.0
235,990.0,0.0,11.0,STRATHCONA,5480.0,2640.0,5354.0,4.0,Ward 8,2012.0
235,990.0,0.0,12.0,STRATHCONA,5480.0,2640.0,5354.0,4.0,Ward 8,2012.0
236,445.0,0.0,1.0,STRATHEARN,6710.0,371.0,1806.0,1.0,Ward 8,2012.0
236,445.0,0.0,2.0,STRATHEARN,6710.0,371.0,1806.0,1.0,Ward 8,2012.0
236,445.0,0.0,3.0,STRATHEARN,6710.0,371.0,1806.0,1.0,Ward 8,2012.0
236,445.0,0.0,4.0,STRATHEARN,6710.0,371.0,1806.0,2.0,Ward 8,2012.0
236,445.0,0.0,5.0,STRATHEARN,6710.0,371.0,1806.0,2.0,Ward 8,2012.0
236,445.0,0.0,6.0,STRATHEARN,6710.0,371.0,1806.0,2.0,Ward 8,2012.0
236,445.0,0.0,7.0,STRATHEARN,6710.0,371.0,1806.0,3.0,Ward 8,2012.0
236,445.0,0.0,8.0,STRATHEARN,6710.0,371.0,1806.0,3.0,Ward 8,2012.0
236,445.0,0.0,9.0,STRATHEARN,6710.0,371.0,1806.0,3.0,Ward 8,2012.0
236,445.0,0.0,10.0,STRATHEARN,6710.0,371.0,1806.0,4.0,Ward 8,2012.0
236,445.0,0.0,11.0,STRATHEARN,6710.0,371.0,1806.0,4.0,Ward 8,2012.0
236,445.0,0.0,12.0,STRATHEARN,6710.0,371.0,1806.0,4.0,Ward 8,2012.0
237,348.0,0.0,1.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,1.0,Ward 8,2012.0
237,348.0,0.0,2.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,1.0,Ward 8,2012.0
237,348.0,0.0,3.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,1.0,Ward 8,2012.0
237,348.0,0.0,4.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,2.0,Ward 8,2012.0
237,348.0,0.0,5.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,2.0,Ward 8,2012.0
237,348.0,0.0,6.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,2.0,Ward 8,2012.0
237,348.0,0.0,7.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,3.0,Ward 8,2012.0
237,348.0,0.0,8.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,3.0,Ward 8,2012.0
237,348.0,0.0,9.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,3.0,Ward 8,2012.0
237,348.0,0.0,10.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,4.0,Ward 8,2012.0
237,348.0,0.0,11.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,4.0,Ward 8,2012.0
237,348.0,0.0,12.0,TERRACE HEIGHTS,6730.0,386.0,1598.0,4.0,Ward 8,2012.0
238,0.0,0.0,1.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,1.0,Ward 8,2012.0
238,0.0,0.0,2.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,1.0,Ward 8,2012.0
238,0.0,0.0,3.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,1.0,Ward 8,2012.0
238,0.0,0.0,4.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,2.0,Ward 8,2012.0
238,0.0,0.0,5.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,2.0,Ward 8,2012.0
238,0.0,0.0,6.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,2.0,Ward 8,2012.0
238,0.0,0.0,7.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,3.0,Ward 8,2012.0
238,0.0,0.0,8.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,3.0,Ward 8,2012.0
238,0.0,0.0,9.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,3.0,Ward 8,2012.0
238,0.0,0.0,10.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,4.0,Ward 8,2012.0
238,0.0,0.0,11.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,4.0,Ward 8,2012.0
238,0.0,0.0,12.0,UNIVERSITY OF ALBERTA,5520.0,0.0,0.0,4.0,Ward 8,2012.0
239,134.0,0.0,1.0,WINDSOR PARK,5580.0,1768.0,964.0,1.0,Ward 8,2012.0
239,134.0,0.0,2.0,WINDSOR PARK,5580.0,1768.0,964.0,1.0,Ward 8,2012.0
239,134.0,0.0,3.0,WINDSOR PARK,5580.0,1768.0,964.0,1.0,Ward 8,2012.0
239,134.0,0.0,4.0,WINDSOR PARK,5580.0,1768.0,964.0,2.0,Ward 8,2012.0
239,134.0,0.0,5.0,WINDSOR PARK,5580.0,1768.0,964.0,2.0,Ward 8,2012.0
239,134.0,0.0,6.0,WINDSOR PARK,5580.0,1768.0,964.0,2.0,Ward 8,2012.0
239,134.0,0.0,7.0,WINDSOR PARK,5580.0,1768.0,964.0,3.0,Ward 8,2012.0
239,134.0,0.0,8.0,WINDSOR PARK,5580.0,1768.0,964.0,3.0,Ward 8,2012.0
239,134.0,0.0,9.0,WINDSOR PARK,5580.0,1768.0,964.0,3.0,Ward 8,2012.0
239,134.0,0.0,10.0,WINDSOR PARK,5580.0,1768.0,964.0,4.0,Ward 8,2012.0
239,134.0,0.0,11.0,WINDSOR PARK,5580.0,1768.0,964.0,4.0,Ward 8,2012.0
239,134.0,0.0,12.0,WINDSOR PARK,5580.0,1768.0,964.0,4.0,Ward 8,2012.0
240,55.0,0.0,1.0,ALLARD,5458.0,29.0,157.0,1.0,Ward 9,2012.0
240,55.0,0.0,2.0,ALLARD,5458.0,29.0,157.0,1.0,Ward 9,2012.0
240,55.0,0.0,3.0,ALLARD,5458.0,29.0,157.0,1.0,Ward 9,2012.0
240,55.0,0.0,4.0,ALLARD,5458.0,29.0,157.0,2.0,Ward 9,2012.0
240,55.0,0.0,5.0,ALLARD,5458.0,29.0,157.0,2.0,Ward 9,2012.0
240,55.0,0.0,6.0,ALLARD,5458.0,29.0,157.0,2.0,Ward 9,2012.0
240,55.0,0.0,7.0,ALLARD,5458.0,29.0,157.0,3.0,Ward 9,2012.0
240,55.0,0.0,8.0,ALLARD,5458.0,29.0,157.0,3.0,Ward 9,2012.0
240,55.0,0.0,9.0,ALLARD,5458.0,29.0,157.0,3.0,Ward 9,2012.0
240,55.0,0.0,10.0,ALLARD,5458.0,29.0,157.0,4.0,Ward 9,2012.0
240,55.0,0.0,11.0,ALLARD,5458.0,29.0,157.0,4.0,Ward 9,2012.0
240,55.0,0.0,12.0,ALLARD,5458.0,29.0,157.0,4.0,Ward 9,2012.0
241,473.0,0.0,1.0,AMBLESIDE,5505.0,323.0,1532.0,1.0,Ward 9,2012.0
241,473.0,0.0,2.0,AMBLESIDE,5505.0,323.0,1532.0,1.0,Ward 9,2012.0
241,473.0,0.0,3.0,AMBLESIDE,5505.0,323.0,1532.0,1.0,Ward 9,2012.0
241,473.0,0.0,4.0,AMBLESIDE,5505.0,323.0,1532.0,2.0,Ward 9,2012.0
241,473.0,0.0,5.0,AMBLESIDE,5505.0,323.0,1532.0,2.0,Ward 9,2012.0
241,473.0,0.0,6.0,AMBLESIDE,5505.0,323.0,1532.0,2.0,Ward 9,2012.0
241,473.0,0.0,7.0,AMBLESIDE,5505.0,323.0,1532.0,3.0,Ward 9,2012.0
241,473.0,0.0,8.0,AMBLESIDE,5505.0,323.0,1532.0,3.0,Ward 9,2012.0
241,473.0,0.0,9.0,AMBLESIDE,5505.0,323.0,1532.0,3.0,Ward 9,2012.0
241,473.0,0.0,10.0,AMBLESIDE,5505.0,323.0,1532.0,4.0,Ward 9,2012.0
241,473.0,0.0,11.0,AMBLESIDE,5505.0,323.0,1532.0,4.0,Ward 9,2012.0
241,473.0,0.0,12.0,AMBLESIDE,5505.0,323.0,1532.0,4.0,Ward 9,2012.0
242,0.0,0.0,1.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,1.0,Ward 9,2012.0
242,0.0,0.0,2.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,1.0,Ward 9,2012.0
242,0.0,0.0,3.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,1.0,Ward 9,2012.0
242,0.0,0.0,4.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,2.0,Ward 9,2012.0
242,0.0,0.0,5.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,2.0,Ward 9,2012.0
242,0.0,0.0,6.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,2.0,Ward 9,2012.0
242,0.0,0.0,7.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,3.0,Ward 9,2012.0
242,0.0,0.0,8.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,3.0,Ward 9,2012.0
242,0.0,0.0,9.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,3.0,Ward 9,2012.0
242,0.0,0.0,10.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,4.0,Ward 9,2012.0
242,0.0,0.0,11.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,4.0,Ward 9,2012.0
242,0.0,0.0,12.0,ANTHONY HENDAY SOUTH,4014.0,0.0,0.0,4.0,Ward 9,2012.0
243,0.0,0.0,1.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,1.0,Ward 9,2012.0
243,0.0,0.0,2.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,1.0,Ward 9,2012.0
243,0.0,0.0,3.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,1.0,Ward 9,2012.0
243,0.0,0.0,4.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,2.0,Ward 9,2012.0
243,0.0,0.0,5.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,2.0,Ward 9,2012.0
243,0.0,0.0,6.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,2.0,Ward 9,2012.0
243,0.0,0.0,7.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,3.0,Ward 9,2012.0
243,0.0,0.0,8.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,3.0,Ward 9,2012.0
243,0.0,0.0,9.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,3.0,Ward 9,2012.0
243,0.0,0.0,10.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,4.0,Ward 9,2012.0
243,0.0,0.0,11.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,4.0,Ward 9,2012.0
243,0.0,0.0,12.0,ANTHONY HENDAY TERWILLEGAR,4013.0,0.0,0.0,4.0,Ward 9,2012.0
244,433.0,0.0,1.0,BLACKBURNE,5590.0,123.0,964.0,1.0,Ward 9,2012.0
244,433.0,0.0,2.0,BLACKBURNE,5590.0,123.0,964.0,1.0,Ward 9,2012.0
244,433.0,0.0,3.0,BLACKBURNE,5590.0,123.0,964.0,1.0,Ward 9,2012.0
244,433.0,0.0,4.0,BLACKBURNE,5590.0,123.0,964.0,2.0,Ward 9,2012.0
244,433.0,0.0,5.0,BLACKBURNE,5590.0,123.0,964.0,2.0,Ward 9,2012.0
244,433.0,0.0,6.0,BLACKBURNE,5590.0,123.0,964.0,2.0,Ward 9,2012.0
244,433.0,0.0,7.0,BLACKBURNE,5590.0,123.0,964.0,3.0,Ward 9,2012.0
244,433.0,0.0,8.0,BLACKBURNE,5590.0,123.0,964.0,3.0,Ward 9,2012.0
244,433.0,0.0,9.0,BLACKBURNE,5590.0,123.0,964.0,3.0,Ward 9,2012.0
244,433.0,0.0,10.0,BLACKBURNE,5590.0,123.0,964.0,4.0,Ward 9,2012.0
244,433.0,0.0,11.0,BLACKBURNE,5590.0,123.0,964.0,4.0,Ward 9,2012.0
244,433.0,0.0,12.0,BLACKBURNE,5590.0,123.0,964.0,4.0,Ward 9,2012.0
245,609.0,0.0,1.0,BLACKMUD CREEK,5453.0,87.0,1881.0,1.0,Ward 9,2012.0
245,609.0,0.0,2.0,BLACKMUD CREEK,5453.0,87.0,1881.0,1.0,Ward 9,2012.0
245,609.0,0.0,3.0,BLACKMUD CREEK,5453.0,87.0,1881.0,1.0,Ward 9,2012.0
245,609.0,0.0,4.0,BLACKMUD CREEK,5453.0,87.0,1881.0,2.0,Ward 9,2012.0
245,609.0,0.0,5.0,BLACKMUD CREEK,5453.0,87.0,1881.0,2.0,Ward 9,2012.0
245,609.0,0.0,6.0,BLACKMUD CREEK,5453.0,87.0,1881.0,2.0,Ward 9,2012.0
245,609.0,0.0,7.0,BLACKMUD CREEK,5453.0,87.0,1881.0,3.0,Ward 9,2012.0
245,609.0,0.0,8.0,BLACKMUD CREEK,5453.0,87.0,1881.0,3.0,Ward 9,2012.0
245,609.0,0.0,9.0,BLACKMUD CREEK,5453.0,87.0,1881.0,3.0,Ward 9,2012.0
245,609.0,0.0,10.0,BLACKMUD CREEK,5453.0,87.0,1881.0,4.0,Ward 9,2012.0
245,609.0,0.0,11.0,BLACKMUD CREEK,5453.0,87.0,1881.0,4.0,Ward 9,2012.0
245,609.0,0.0,12.0,BLACKMUD CREEK,5453.0,87.0,1881.0,4.0,Ward 9,2012.0
246,416.0,0.0,1.0,BRANDER GARDENS,5080.0,406.0,1613.0,1.0,Ward 9,2012.0
246,416.0,0.0,2.0,BRANDER GARDENS,5080.0,406.0,1613.0,1.0,Ward 9,2012.0
246,416.0,0.0,3.0,BRANDER GARDENS,5080.0,406.0,1613.0,1.0,Ward 9,2012.0
246,416.0,0.0,4.0,BRANDER GARDENS,5080.0,406.0,1613.0,2.0,Ward 9,2012.0
246,416.0,0.0,5.0,BRANDER GARDENS,5080.0,406.0,1613.0,2.0,Ward 9,2012.0
246,416.0,0.0,6.0,BRANDER GARDENS,5080.0,406.0,1613.0,2.0,Ward 9,2012.0
246,416.0,0.0,7.0,BRANDER GARDENS,5080.0,406.0,1613.0,3.0,Ward 9,2012.0
246,416.0,0.0,8.0,BRANDER GARDENS,5080.0,406.0,1613.0,3.0,Ward 9,2012.0
246,416.0,0.0,9.0,BRANDER GARDENS,5080.0,406.0,1613.0,3.0,Ward 9,2012.0
246,416.0,0.0,10.0,BRANDER GARDENS,5080.0,406.0,1613.0,4.0,Ward 9,2012.0
246,416.0,0.0,11.0,BRANDER GARDENS,5080.0,406.0,1613.0,4.0,Ward 9,2012.0
246,416.0,0.0,12.0,BRANDER GARDENS,5080.0,406.0,1613.0,4.0,Ward 9,2012.0
247,278.0,0.0,1.0,BROOKSIDE,5090.0,369.0,1269.0,1.0,Ward 9,2012.0
247,278.0,0.0,2.0,BROOKSIDE,5090.0,369.0,1269.0,1.0,Ward 9,2012.0
247,278.0,0.0,3.0,BROOKSIDE,5090.0,369.0,1269.0,1.0,Ward 9,2012.0
247,278.0,0.0,4.0,BROOKSIDE,5090.0,369.0,1269.0,2.0,Ward 9,2012.0
247,278.0,0.0,5.0,BROOKSIDE,5090.0,369.0,1269.0,2.0,Ward 9,2012.0
247,278.0,0.0,6.0,BROOKSIDE,5090.0,369.0,1269.0,2.0,Ward 9,2012.0
247,278.0,0.0,7.0,BROOKSIDE,5090.0,369.0,1269.0,3.0,Ward 9,2012.0
247,278.0,0.0,8.0,BROOKSIDE,5090.0,369.0,1269.0,3.0,Ward 9,2012.0
247,278.0,0.0,9.0,BROOKSIDE,5090.0,369.0,1269.0,3.0,Ward 9,2012.0
247,278.0,0.0,10.0,BROOKSIDE,5090.0,369.0,1269.0,4.0,Ward 9,2012.0
247,278.0,0.0,11.0,BROOKSIDE,5090.0,369.0,1269.0,4.0,Ward 9,2012.0
247,278.0,0.0,12.0,BROOKSIDE,5090.0,369.0,1269.0,4.0,Ward 9,2012.0
248,667.0,0.0,1.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,1.0,Ward 9,2012.0
248,667.0,0.0,2.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,1.0,Ward 9,2012.0
248,667.0,0.0,3.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,1.0,Ward 9,2012.0
248,667.0,0.0,4.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,2.0,Ward 9,2012.0
248,667.0,0.0,5.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,2.0,Ward 9,2012.0
248,667.0,0.0,6.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,2.0,Ward 9,2012.0
248,667.0,0.0,7.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,3.0,Ward 9,2012.0
248,667.0,0.0,8.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,3.0,Ward 9,2012.0
248,667.0,0.0,9.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,3.0,Ward 9,2012.0
248,667.0,0.0,10.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,4.0,Ward 9,2012.0
248,667.0,0.0,11.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,4.0,Ward 9,2012.0
248,667.0,0.0,12.0,BULYEA HEIGHTS,5100.0,154.0,2770.0,4.0,Ward 9,2012.0
249,278.0,0.0,1.0,CALLAGHAN,5457.0,84.0,815.0,1.0,Ward 9,2012.0
249,278.0,0.0,2.0,CALLAGHAN,5457.0,84.0,815.0,1.0,Ward 9,2012.0
249,278.0,0.0,3.0,CALLAGHAN,5457.0,84.0,815.0,1.0,Ward 9,2012.0
249,278.0,0.0,4.0,CALLAGHAN,5457.0,84.0,815.0,2.0,Ward 9,2012.0
249,278.0,0.0,5.0,CALLAGHAN,5457.0,84.0,815.0,2.0,Ward 9,2012.0
249,278.0,0.0,6.0,CALLAGHAN,5457.0,84.0,815.0,2.0,Ward 9,2012.0
249,278.0,0.0,7.0,CALLAGHAN,5457.0,84.0,815.0,3.0,Ward 9,2012.0
249,278.0,0.0,8.0,CALLAGHAN,5457.0,84.0,815.0,3.0,Ward 9,2012.0
249,278.0,0.0,9.0,CALLAGHAN,5457.0,84.0,815.0,3.0,Ward 9,2012.0
249,278.0,0.0,10.0,CALLAGHAN,5457.0,84.0,815.0,4.0,Ward 9,2012.0
249,278.0,0.0,11.0,CALLAGHAN,5457.0,84.0,815.0,4.0,Ward 9,2012.0
249,278.0,0.0,12.0,CALLAGHAN,5457.0,84.0,815.0,4.0,Ward 9,2012.0
250,427.0,0.0,1.0,CARTER CREST,5130.0,277.0,1020.0,1.0,Ward 9,2012.0
250,427.0,0.0,2.0,CARTER CREST,5130.0,277.0,1020.0,1.0,Ward 9,2012.0
250,427.0,0.0,3.0,CARTER CREST,5130.0,277.0,1020.0,1.0,Ward 9,2012.0
250,427.0,0.0,4.0,CARTER CREST,5130.0,277.0,1020.0,2.0,Ward 9,2012.0
250,427.0,0.0,5.0,CARTER CREST,5130.0,277.0,1020.0,2.0,Ward 9,2012.0
250,427.0,0.0,6.0,CARTER CREST,5130.0,277.0,1020.0,2.0,Ward 9,2012.0
250,427.0,0.0,7.0,CARTER CREST,5130.0,277.0,1020.0,3.0,Ward 9,2012.0
250,427.0,0.0,8.0,CARTER CREST,5130.0,277.0,1020.0,3.0,Ward 9,2012.0
250,427.0,0.0,9.0,CARTER CREST,5130.0,277.0,1020.0,3.0,Ward 9,2012.0
250,427.0,0.0,10.0,CARTER CREST,5130.0,277.0,1020.0,4.0,Ward 9,2012.0
250,427.0,0.0,11.0,CARTER CREST,5130.0,277.0,1020.0,4.0,Ward 9,2012.0
250,427.0,0.0,12.0,CARTER CREST,5130.0,277.0,1020.0,4.0,Ward 9,2012.0
251,55.0,0.0,1.0,CHAPPELLE AREA,5462.0,3.0,93.0,1.0,Ward 9,2012.0
251,55.0,0.0,2.0,CHAPPELLE AREA,5462.0,3.0,93.0,1.0,Ward 9,2012.0
251,55.0,0.0,3.0,CHAPPELLE AREA,5462.0,3.0,93.0,1.0,Ward 9,2012.0
251,55.0,0.0,4.0,CHAPPELLE AREA,5462.0,3.0,93.0,2.0,Ward 9,2012.0
251,55.0,0.0,5.0,CHAPPELLE AREA,5462.0,3.0,93.0,2.0,Ward 9,2012.0
251,55.0,0.0,6.0,CHAPPELLE AREA,5462.0,3.0,93.0,2.0,Ward 9,2012.0
251,55.0,0.0,7.0,CHAPPELLE AREA,5462.0,3.0,93.0,3.0,Ward 9,2012.0
251,55.0,0.0,8.0,CHAPPELLE AREA,5462.0,3.0,93.0,3.0,Ward 9,2012.0
251,55.0,0.0,9.0,CHAPPELLE AREA,5462.0,3.0,93.0,3.0,Ward 9,2012.0
251,55.0,0.0,10.0,CHAPPELLE AREA,5462.0,3.0,93.0,4.0,Ward 9,2012.0
251,55.0,0.0,11.0,CHAPPELLE AREA,5462.0,3.0,93.0,4.0,Ward 9,2012.0
251,55.0,0.0,12.0,CHAPPELLE AREA,5462.0,3.0,93.0,4.0,Ward 9,2012.0
252,0.0,0.0,1.0,DESROCHERS AREA,5463.0,0.0,0.0,1.0,Ward 9,2012.0
252,0.0,0.0,2.0,DESROCHERS AREA,5463.0,0.0,0.0,1.0,Ward 9,2012.0
252,0.0,0.0,3.0,DESROCHERS AREA,5463.0,0.0,0.0,1.0,Ward 9,2012.0
252,0.0,0.0,4.0,DESROCHERS AREA,5463.0,0.0,0.0,2.0,Ward 9,2012.0
252,0.0,0.0,5.0,DESROCHERS AREA,5463.0,0.0,0.0,2.0,Ward 9,2012.0
252,0.0,0.0,6.0,DESROCHERS AREA,5463.0,0.0,0.0,2.0,Ward 9,2012.0
252,0.0,0.0,7.0,DESROCHERS AREA,5463.0,0.0,0.0,3.0,Ward 9,2012.0
252,0.0,0.0,8.0,DESROCHERS AREA,5463.0,0.0,0.0,3.0,Ward 9,2012.0
252,0.0,0.0,9.0,DESROCHERS AREA,5463.0,0.0,0.0,3.0,Ward 9,2012.0
252,0.0,0.0,10.0,DESROCHERS AREA,5463.0,0.0,0.0,4.0,Ward 9,2012.0
252,0.0,0.0,11.0,DESROCHERS AREA,5463.0,0.0,0.0,4.0,Ward 9,2012.0
252,0.0,0.0,12.0,DESROCHERS AREA,5463.0,0.0,0.0,4.0,Ward 9,2012.0
253,471.0,0.0,1.0,FALCONER HEIGHTS,5190.0,208.0,1391.0,1.0,Ward 9,2012.0
253,471.0,0.0,2.0,FALCONER HEIGHTS,5190.0,208.0,1391.0,1.0,Ward 9,2012.0
253,471.0,0.0,3.0,FALCONER HEIGHTS,5190.0,208.0,1391.0,1.0,Ward 9,2012.0
253,471.0,0.0,4.0,FALCONER HEIGHTS,5190.0,208.0,1391.0,2.0,Ward 9,2012.0
253,471.0,0.0,5.0,FALCONER HEIGHTS,5190.0,208.0,1391.0,2.0,Ward 9,2012.0
253,471.0,0.0,6.0,FALCONER HEIGHTS,5190.0,208.0,1391.0,2.0,Ward 9,2012.0
