,Month,Neighbourhood Name,Neighbourhood Number,No Response,Owned,Quarter,Rented,Year,﻿Ward
62,9,UNIVERSITY OF ALBERTA,5520,0,0,3,0,2016,WARD 8
62,10,UNIVERSITY OF ALBERTA,5520,0,0,4,0,2016,WARD 8
62,11,UNIVERSITY OF ALBERTA,5520,0,0,4,0,2016,WARD 8
62,12,UNIVERSITY OF ALBERTA,5520,0,0,4,0,2016,WARD 8
63,1,ALLARD,5458,433,585,1,40,2016,WARD 9
63,2,ALLARD,5458,433,585,1,40,2016,WARD 9
63,3,ALLARD,5458,433,585,1,40,2016,WARD 9
63,4,ALLARD,5458,433,585,2,40,2016,WARD 9
63,5,ALLARD,5458,433,585,2,40,2016,WARD 9
63,6,ALLARD,5458,433,585,2,40,2016,WARD 9
63,7,ALLARD,5458,433,585,3,40,2016,WARD 9
63,8,ALLARD,5458,433,585,3,40,2016,WARD 9
63,9,ALLARD,5458,433,585,3,40,2016,WARD 9
63,10,ALLARD,5458,433,585,4,40,2016,WARD 9
63,11,ALLARD,5458,433,585,4,40,2016,WARD 9
63,12,ALLARD,5458,433,585,4,40,2016,WARD 9
64,1,GLENWOOD,4180,212,924,1,1048,2016,WARD 1
64,2,GLENWOOD,4180,212,924,1,1048,2016,WARD 1
64,3,GLENWOOD,4180,212,924,1,1048,2016,WARD 1
64,4,GLENWOOD,4180,212,924,2,1048,2016,WARD 1
64,5,GLENWOOD,4180,212,924,2,1048,2016,WARD 1
64,6,GLENWOOD,4180,212,924,2,1048,2016,WARD 1
64,7,GLENWOOD,4180,212,924,3,1048,2016,WARD 1
64,8,GLENWOOD,4180,212,924,3,1048,2016,WARD 1
64,9,GLENWOOD,4180,212,924,3,1048,2016,WARD 1
64,10,GLENWOOD,4180,212,924,4,1048,2016,WARD 1
64,11,GLENWOOD,4180,212,924,4,1048,2016,WARD 1
64,12,GLENWOOD,4180,212,924,4,1048,2016,WARD 1
65,1,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,2016,WARD 1
65,2,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,2016,WARD 1
65,3,SUNWAPTA INDUSTRIAL,4530,0,0,1,0,2016,WARD 1
65,4,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,2016,WARD 1
65,5,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,2016,WARD 1
65,6,SUNWAPTA INDUSTRIAL,4530,0,0,2,0,2016,WARD 1
65,7,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,2016,WARD 1
65,8,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,2016,WARD 1
65,9,SUNWAPTA INDUSTRIAL,4530,0,0,3,0,2016,WARD 1
65,10,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,2016,WARD 1
65,11,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,2016,WARD 1
65,12,SUNWAPTA INDUSTRIAL,4530,0,0,4,0,2016,WARD 1
66,1,DOWNTOWN,1090,2462,1433,1,4795,2016,WARD 6
66,2,DOWNTOWN,1090,2462,1433,1,4795,2016,WARD 6
66,3,DOWNTOWN,1090,2462,1433,1,4795,2016,WARD 6
66,4,DOWNTOWN,1090,2462,1433,2,4795,2016,WARD 6
66,5,DOWNTOWN,1090,2462,1433,2,4795,2016,WARD 6
66,6,DOWNTOWN,1090,2462,1433,2,4795,2016,WARD 6
66,7,DOWNTOWN,1090,2462,1433,3,4795,2016,WARD 6
66,8,DOWNTOWN,1090,2462,1433,3,4795,2016,WARD 6
66,9,DOWNTOWN,1090,2462,1433,3,4795,2016,WARD 6
66,10,DOWNTOWN,1090,2462,1433,4,4795,2016,WARD 6
66,11,DOWNTOWN,1090,2462,1433,4,4795,2016,WARD 6
66,12,DOWNTOWN,1090,2462,1433,4,4795,2016,WARD 6
67,1,ALDERGROVE,4020,122,1096,1,693,2016,WARD 1
67,2,ALDERGROVE,4020,122,1096,1,693,2016,WARD 1
67,3,ALDERGROVE,4020,122,1096,1,693,2016,WARD 1
67,4,ALDERGROVE,4020,122,1096,2,693,2016,WARD 1
67,5,ALDERGROVE,4020,122,1096,2,693,2016,WARD 1
67,6,ALDERGROVE,4020,122,1096,2,693,2016,WARD 1
67,7,ALDERGROVE,4020,122,1096,3,693,2016,WARD 1
67,8,ALDERGROVE,4020,122,1096,3,693,2016,WARD 1
67,9,ALDERGROVE,4020,122,1096,3,693,2016,WARD 1
67,10,ALDERGROVE,4020,122,1096,4,693,2016,WARD 1
67,11,ALDERGROVE,4020,122,1096,4,693,2016,WARD 1
67,12,ALDERGROVE,4020,122,1096,4,693,2016,WARD 1
68,1,OTTEWELL,6550,455,1579,1,455,2016,WARD 8
68,2,OTTEWELL,6550,455,1579,1,455,2016,WARD 8
68,3,OTTEWELL,6550,455,1579,1,455,2016,WARD 8
68,4,OTTEWELL,6550,455,1579,2,455,2016,WARD 8
68,5,OTTEWELL,6550,455,1579,2,455,2016,WARD 8
68,6,OTTEWELL,6550,455,1579,2,455,2016,WARD 8
68,7,OTTEWELL,6550,455,1579,3,455,2016,WARD 8
68,8,OTTEWELL,6550,455,1579,3,455,2016,WARD 8
68,9,OTTEWELL,6550,455,1579,3,455,2016,WARD 8
68,10,OTTEWELL,6550,455,1579,4,455,2016,WARD 8
68,11,OTTEWELL,6550,455,1579,4,455,2016,WARD 8
68,12,OTTEWELL,6550,455,1579,4,455,2016,WARD 8
69,1,KEHEEWIN,5250,452,660,1,103,2016,WARD 10
69,2,KEHEEWIN,5250,452,660,1,103,2016,WARD 10
69,3,KEHEEWIN,5250,452,660,1,103,2016,WARD 10
69,4,KEHEEWIN,5250,452,660,2,103,2016,WARD 10
69,5,KEHEEWIN,5250,452,660,2,103,2016,WARD 10
69,6,KEHEEWIN,5250,452,660,2,103,2016,WARD 10
69,7,KEHEEWIN,5250,452,660,3,103,2016,WARD 10
69,8,KEHEEWIN,5250,452,660,3,103,2016,WARD 10
69,9,KEHEEWIN,5250,452,660,3,103,2016,WARD 10
69,10,KEHEEWIN,5250,452,660,4,103,2016,WARD 10
69,11,KEHEEWIN,5250,452,660,4,103,2016,WARD 10
69,12,KEHEEWIN,5250,452,660,4,103,2016,WARD 10
70,1,MEADOWS AREA,6440,0,0,1,0,2016,WARD 12
70,2,MEADOWS AREA,6440,0,0,1,0,2016,WARD 12
70,3,MEADOWS AREA,6440,0,0,1,0,2016,WARD 12
70,4,MEADOWS AREA,6440,0,0,2,0,2016,WARD 12
70,5,MEADOWS AREA,6440,0,0,2,0,2016,WARD 12
70,6,MEADOWS AREA,6440,0,0,2,0,2016,WARD 12
70,7,MEADOWS AREA,6440,0,0,3,0,2016,WARD 12
70,8,MEADOWS AREA,6440,0,0,3,0,2016,WARD 12
70,9,MEADOWS AREA,6440,0,0,3,0,2016,WARD 12
70,10,MEADOWS AREA,6440,0,0,4,0,2016,WARD 12
70,11,MEADOWS AREA,6440,0,0,4,0,2016,WARD 12
70,12,MEADOWS AREA,6440,0,0,4,0,2016,WARD 12
71,1,DOMINION INDUSTRIAL,3160,0,0,1,0,2016,WARD 2
71,2,DOMINION INDUSTRIAL,3160,0,0,1,0,2016,WARD 2
71,3,DOMINION INDUSTRIAL,3160,0,0,1,0,2016,WARD 2
71,4,DOMINION INDUSTRIAL,3160,0,0,2,0,2016,WARD 2
71,5,DOMINION INDUSTRIAL,3160,0,0,2,0,2016,WARD 2
71,6,DOMINION INDUSTRIAL,3160,0,0,2,0,2016,WARD 2
71,7,DOMINION INDUSTRIAL,3160,0,0,3,0,2016,WARD 2
71,8,DOMINION INDUSTRIAL,3160,0,0,3,0,2016,WARD 2
71,9,DOMINION INDUSTRIAL,3160,0,0,3,0,2016,WARD 2
71,10,DOMINION INDUSTRIAL,3160,0,0,4,0,2016,WARD 2
71,11,DOMINION INDUSTRIAL,3160,0,0,4,0,2016,WARD 2
71,12,DOMINION INDUSTRIAL,3160,0,0,4,0,2016,WARD 2
72,1,GREENVIEW,6280,104,679,1,172,2016,WARD 11
72,2,GREENVIEW,6280,104,679,1,172,2016,WARD 11
72,3,GREENVIEW,6280,104,679,1,172,2016,WARD 11
72,4,GREENVIEW,6280,104,679,2,172,2016,WARD 11
72,5,GREENVIEW,6280,104,679,2,172,2016,WARD 11
72,6,GREENVIEW,6280,104,679,2,172,2016,WARD 11
72,7,GREENVIEW,6280,104,679,3,172,2016,WARD 11
72,8,GREENVIEW,6280,104,679,3,172,2016,WARD 11
72,9,GREENVIEW,6280,104,679,3,172,2016,WARD 11
72,10,GREENVIEW,6280,104,679,4,172,2016,WARD 11
72,11,GREENVIEW,6280,104,679,4,172,2016,WARD 11
72,12,GREENVIEW,6280,104,679,4,172,2016,WARD 11
73,1,CALDER,3070,521,624,1,604,2016,WARD 2
73,2,CALDER,3070,521,624,1,604,2016,WARD 2
73,3,CALDER,3070,521,624,1,604,2016,WARD 2
73,4,CALDER,3070,521,624,2,604,2016,WARD 2
73,5,CALDER,3070,521,624,2,604,2016,WARD 2
73,6,CALDER,3070,521,624,2,604,2016,WARD 2
73,7,CALDER,3070,521,624,3,604,2016,WARD 2
73,8,CALDER,3070,521,624,3,604,2016,WARD 2
73,9,CALDER,3070,521,624,3,604,2016,WARD 2
73,10,CALDER,3070,521,624,4,604,2016,WARD 2
73,11,CALDER,3070,521,624,4,604,2016,WARD 2
73,12,CALDER,3070,521,624,4,604,2016,WARD 2
74,1,HAZELDEAN,6290,237,685,1,426,2016,WARD 11
74,2,HAZELDEAN,6290,237,685,1,426,2016,WARD 11
74,3,HAZELDEAN,6290,237,685,1,426,2016,WARD 11
74,4,HAZELDEAN,6290,237,685,2,426,2016,WARD 11
74,5,HAZELDEAN,6290,237,685,2,426,2016,WARD 11
74,6,HAZELDEAN,6290,237,685,2,426,2016,WARD 11
74,7,HAZELDEAN,6290,237,685,3,426,2016,WARD 11
74,8,HAZELDEAN,6290,237,685,3,426,2016,WARD 11
74,9,HAZELDEAN,6290,237,685,3,426,2016,WARD 11
74,10,HAZELDEAN,6290,237,685,4,426,2016,WARD 11
74,11,HAZELDEAN,6290,237,685,4,426,2016,WARD 11
74,12,HAZELDEAN,6290,237,685,4,426,2016,WARD 11
75,1,BELGRAVIA,5040,74,636,1,210,2016,WARD 8
75,2,BELGRAVIA,5040,74,636,1,210,2016,WARD 8
75,3,BELGRAVIA,5040,74,636,1,210,2016,WARD 8
75,4,BELGRAVIA,5040,74,636,2,210,2016,WARD 8
75,5,BELGRAVIA,5040,74,636,2,210,2016,WARD 8
75,6,BELGRAVIA,5040,74,636,2,210,2016,WARD 8
75,7,BELGRAVIA,5040,74,636,3,210,2016,WARD 8
75,8,BELGRAVIA,5040,74,636,3,210,2016,WARD 8
75,9,BELGRAVIA,5040,74,636,3,210,2016,WARD 8
75,10,BELGRAVIA,5040,74,636,4,210,2016,WARD 8
75,11,BELGRAVIA,5040,74,636,4,210,2016,WARD 8
75,12,BELGRAVIA,5040,74,636,4,210,2016,WARD 8
76,1,INDUSTRIAL HEIGHTS,2360,0,0,1,0,2016,WARD 7
76,2,INDUSTRIAL HEIGHTS,2360,0,0,1,0,2016,WARD 7
76,3,INDUSTRIAL HEIGHTS,2360,0,0,1,0,2016,WARD 7
76,4,INDUSTRIAL HEIGHTS,2360,0,0,2,0,2016,WARD 7
76,5,INDUSTRIAL HEIGHTS,2360,0,0,2,0,2016,WARD 7
76,6,INDUSTRIAL HEIGHTS,2360,0,0,2,0,2016,WARD 7
76,7,INDUSTRIAL HEIGHTS,2360,0,0,3,0,2016,WARD 7
76,8,INDUSTRIAL HEIGHTS,2360,0,0,3,0,2016,WARD 7
76,9,INDUSTRIAL HEIGHTS,2360,0,0,3,0,2016,WARD 7
76,10,INDUSTRIAL HEIGHTS,2360,0,0,4,0,2016,WARD 7
76,11,INDUSTRIAL HEIGHTS,2360,0,0,4,0,2016,WARD 7
76,12,INDUSTRIAL HEIGHTS,2360,0,0,4,0,2016,WARD 7
77,1,MCQUEEN,3300,164,303,1,324,2016,WARD 6
77,2,MCQUEEN,3300,164,303,1,324,2016,WARD 6
77,3,MCQUEEN,3300,164,303,1,324,2016,WARD 6
77,4,MCQUEEN,3300,164,303,2,324,2016,WARD 6
77,5,MCQUEEN,3300,164,303,2,324,2016,WARD 6
77,6,MCQUEEN,3300,164,303,2,324,2016,WARD 6
77,7,MCQUEEN,3300,164,303,3,324,2016,WARD 6
77,8,MCQUEEN,3300,164,303,3,324,2016,WARD 6
77,9,MCQUEEN,3300,164,303,3,324,2016,WARD 6
77,10,MCQUEEN,3300,164,303,4,324,2016,WARD 6
77,11,MCQUEEN,3300,164,303,4,324,2016,WARD 6
77,12,MCQUEEN,3300,164,303,4,324,2016,WARD 6
78,1,CUMBERLAND,3150,318,1518,1,213,2016,WARD 2
78,2,CUMBERLAND,3150,318,1518,1,213,2016,WARD 2
78,3,CUMBERLAND,3150,318,1518,1,213,2016,WARD 2
78,4,CUMBERLAND,3150,318,1518,2,213,2016,WARD 2
78,5,CUMBERLAND,3150,318,1518,2,213,2016,WARD 2
78,6,CUMBERLAND,3150,318,1518,2,213,2016,WARD 2
78,7,CUMBERLAND,3150,318,1518,3,213,2016,WARD 2
78,8,CUMBERLAND,3150,318,1518,3,213,2016,WARD 2
78,9,CUMBERLAND,3150,318,1518,3,213,2016,WARD 2
78,10,CUMBERLAND,3150,318,1518,4,213,2016,WARD 2
78,11,CUMBERLAND,3150,318,1518,4,213,2016,WARD 2
78,12,CUMBERLAND,3150,318,1518,4,213,2016,WARD 2
79,1,EDMONTON MUNICIPAL AIRPORT,1110,0,0,1,0,2016,WARD 2
79,2,EDMONTON MUNICIPAL AIRPORT,1110,0,0,1,0,2016,WARD 2
79,3,EDMONTON MUNICIPAL AIRPORT,1110,0,0,1,0,2016,WARD 2
79,4,EDMONTON MUNICIPAL AIRPORT,1110,0,0,2,0,2016,WARD 2
79,5,EDMONTON MUNICIPAL AIRPORT,1110,0,0,2,0,2016,WARD 2
79,6,EDMONTON MUNICIPAL AIRPORT,1110,0,0,2,0,2016,WARD 2
79,7,EDMONTON MUNICIPAL AIRPORT,1110,0,0,3,0,2016,WARD 2
79,8,EDMONTON MUNICIPAL AIRPORT,1110,0,0,3,0,2016,WARD 2
79,9,EDMONTON MUNICIPAL AIRPORT,1110,0,0,3,0,2016,WARD 2
79,10,EDMONTON MUNICIPAL AIRPORT,1110,0,0,4,0,2016,WARD 2
79,11,EDMONTON MUNICIPAL AIRPORT,1110,0,0,4,0,2016,WARD 2
79,12,EDMONTON MUNICIPAL AIRPORT,1110,0,0,4,0,2016,WARD 2
80,1,CY BECKER,2611,30,193,1,2,2016,WARD 4
80,2,CY BECKER,2611,30,193,1,2,2016,WARD 4
80,3,CY BECKER,2611,30,193,1,2,2016,WARD 4
80,4,CY BECKER,2611,30,193,2,2,2016,WARD 4
80,5,CY BECKER,2611,30,193,2,2,2016,WARD 4
80,6,CY BECKER,2611,30,193,2,2,2016,WARD 4
80,7,CY BECKER,2611,30,193,3,2,2016,WARD 4
80,8,CY BECKER,2611,30,193,3,2,2016,WARD 4
80,9,CY BECKER,2611,30,193,3,2,2016,WARD 4
80,10,CY BECKER,2611,30,193,4,2,2016,WARD 4
80,11,CY BECKER,2611,30,193,4,2,2016,WARD 4
80,12,CY BECKER,2611,30,193,4,2,2016,WARD 4
81,1,GLENRIDDING AREA,5577,119,321,1,73,2016,WARD 9
81,2,GLENRIDDING AREA,5577,119,321,1,73,2016,WARD 9
81,3,GLENRIDDING AREA,5577,119,321,1,73,2016,WARD 9
81,4,GLENRIDDING AREA,5577,119,321,2,73,2016,WARD 9
81,5,GLENRIDDING AREA,5577,119,321,2,73,2016,WARD 9
81,6,GLENRIDDING AREA,5577,119,321,2,73,2016,WARD 9
81,7,GLENRIDDING AREA,5577,119,321,3,73,2016,WARD 9
81,8,GLENRIDDING AREA,5577,119,321,3,73,2016,WARD 9
81,9,GLENRIDDING AREA,5577,119,321,3,73,2016,WARD 9
81,10,GLENRIDDING AREA,5577,119,321,4,73,2016,WARD 9
81,11,GLENRIDDING AREA,5577,119,321,4,73,2016,WARD 9
81,12,GLENRIDDING AREA,5577,119,321,4,73,2016,WARD 9
82,1,WHITE INDUSTRIAL,4630,0,0,1,0,2016,WARD 1
82,2,WHITE INDUSTRIAL,4630,0,0,1,0,2016,WARD 1
82,3,WHITE INDUSTRIAL,4630,0,0,1,0,2016,WARD 1
82,4,WHITE INDUSTRIAL,4630,0,0,2,0,2016,WARD 1
82,5,WHITE INDUSTRIAL,4630,0,0,2,0,2016,WARD 1
82,6,WHITE INDUSTRIAL,4630,0,0,2,0,2016,WARD 1
82,7,WHITE INDUSTRIAL,4630,0,0,3,0,2016,WARD 1
82,8,WHITE INDUSTRIAL,4630,0,0,3,0,2016,WARD 1
82,9,WHITE INDUSTRIAL,4630,0,0,3,0,2016,WARD 1
82,10,WHITE INDUSTRIAL,4630,0,0,4,0,2016,WARD 1
82,11,WHITE INDUSTRIAL,4630,0,0,4,0,2016,WARD 1
82,12,WHITE INDUSTRIAL,4630,0,0,4,0,2016,WARD 1
83,1,MINCHAU,6530,564,450,1,63,2016,WARD 12
83,2,MINCHAU,6530,564,450,1,63,2016,WARD 12
83,3,MINCHAU,6530,564,450,1,63,2016,WARD 12
83,4,MINCHAU,6530,564,450,2,63,2016,WARD 12
83,5,MINCHAU,6530,564,450,2,63,2016,WARD 12
83,6,MINCHAU,6530,564,450,2,63,2016,WARD 12
83,7,MINCHAU,6530,564,450,3,63,2016,WARD 12
83,8,MINCHAU,6530,564,450,3,63,2016,WARD 12
83,9,MINCHAU,6530,564,450,3,63,2016,WARD 12
83,10,MINCHAU,6530,564,450,4,63,2016,WARD 12
83,11,MINCHAU,6530,564,450,4,63,2016,WARD 12
83,12,MINCHAU,6530,564,450,4,63,2016,WARD 12
84,1,WEBBER GREENS,4740,223,438,1,23,2016,WARD 1
84,2,WEBBER GREENS,4740,223,438,1,23,2016,WARD 1
84,3,WEBBER GREENS,4740,223,438,1,23,2016,WARD 1
84,4,WEBBER GREENS,4740,223,438,2,23,2016,WARD 1
84,5,WEBBER GREENS,4740,223,438,2,23,2016,WARD 1
84,6,WEBBER GREENS,4740,223,438,2,23,2016,WARD 1
84,7,WEBBER GREENS,4740,223,438,3,23,2016,WARD 1
84,8,WEBBER GREENS,4740,223,438,3,23,2016,WARD 1
84,9,WEBBER GREENS,4740,223,438,3,23,2016,WARD 1
84,10,WEBBER GREENS,4740,223,438,4,23,2016,WARD 1
84,11,WEBBER GREENS,4740,223,438,4,23,2016,WARD 1
84,12,WEBBER GREENS,4740,223,438,4,23,2016,WARD 1
85,1,BELLEVUE,2060,92,314,1,75,2016,WARD 7
85,2,BELLEVUE,2060,92,314,1,75,2016,WARD 7
85,3,BELLEVUE,2060,92,314,1,75,2016,WARD 7
85,4,BELLEVUE,2060,92,314,2,75,2016,WARD 7
85,5,BELLEVUE,2060,92,314,2,75,2016,WARD 7
85,6,BELLEVUE,2060,92,314,2,75,2016,WARD 7
85,7,BELLEVUE,2060,92,314,3,75,2016,WARD 7
85,8,BELLEVUE,2060,92,314,3,75,2016,WARD 7
85,9,BELLEVUE,2060,92,314,3,75,2016,WARD 7
85,10,BELLEVUE,2060,92,314,4,75,2016,WARD 7
85,11,BELLEVUE,2060,92,314,4,75,2016,WARD 7
85,12,BELLEVUE,2060,92,314,4,75,2016,WARD 7
86,1,DUGGAN,5160,215,877,1,596,2016,WARD 10
86,2,DUGGAN,5160,215,877,1,596,2016,WARD 10
86,3,DUGGAN,5160,215,877,1,596,2016,WARD 10
86,4,DUGGAN,5160,215,877,2,596,2016,WARD 10
86,5,DUGGAN,5160,215,877,2,596,2016,WARD 10
86,6,DUGGAN,5160,215,877,2,596,2016,WARD 10
86,7,DUGGAN,5160,215,877,3,596,2016,WARD 10
86,8,DUGGAN,5160,215,877,3,596,2016,WARD 10
86,9,DUGGAN,5160,215,877,3,596,2016,WARD 10
86,10,DUGGAN,5160,215,877,4,596,2016,WARD 10
86,11,DUGGAN,5160,215,877,4,596,2016,WARD 10
86,12,DUGGAN,5160,215,877,4,596,2016,WARD 10
87,1,RIVER VALLEY KINNAIRD,1190,0,0,1,0,2016,WARD 7
87,2,RIVER VALLEY KINNAIRD,1190,0,0,1,0,2016,WARD 7
87,3,RIVER VALLEY KINNAIRD,1190,0,0,1,0,2016,WARD 7
87,4,RIVER VALLEY KINNAIRD,1190,0,0,2,0,2016,WARD 7
87,5,RIVER VALLEY KINNAIRD,1190,0,0,2,0,2016,WARD 7
87,6,RIVER VALLEY KINNAIRD,1190,0,0,2,0,2016,WARD 7
87,7,RIVER VALLEY KINNAIRD,1190,0,0,3,0,2016,WARD 7
87,8,RIVER VALLEY KINNAIRD,1190,0,0,3,0,2016,WARD 7
87,9,RIVER VALLEY KINNAIRD,1190,0,0,3,0,2016,WARD 7
87,10,RIVER VALLEY KINNAIRD,1190,0,0,4,0,2016,WARD 7
87,11,RIVER VALLEY KINNAIRD,1190,0,0,4,0,2016,WARD 7
87,12,RIVER VALLEY KINNAIRD,1190,0,0,4,0,2016,WARD 7
88,1,SKYRATTLER,5460,237,413,1,448,2016,WARD 10
88,2,SKYRATTLER,5460,237,413,1,448,2016,WARD 10
88,3,SKYRATTLER,5460,237,413,1,448,2016,WARD 10
88,4,SKYRATTLER,5460,237,413,2,448,2016,WARD 10
88,5,SKYRATTLER,5460,237,413,2,448,2016,WARD 10
88,6,SKYRATTLER,5460,237,413,2,448,2016,WARD 10
88,7,SKYRATTLER,5460,237,413,3,448,2016,WARD 10
88,8,SKYRATTLER,5460,237,413,3,448,2016,WARD 10
88,9,SKYRATTLER,5460,237,413,3,448,2016,WARD 10
88,10,SKYRATTLER,5460,237,413,4,448,2016,WARD 10
88,11,SKYRATTLER,5460,237,413,4,448,2016,WARD 10
88,12,SKYRATTLER,5460,237,413,4,448,2016,WARD 10
89,1,KENSINGTON,3250,505,736,1,398,2016,WARD 2
89,2,KENSINGTON,3250,505,736,1,398,2016,WARD 2
89,3,KENSINGTON,3250,505,736,1,398,2016,WARD 2
89,4,KENSINGTON,3250,505,736,2,398,2016,WARD 2
89,5,KENSINGTON,3250,505,736,2,398,2016,WARD 2
89,6,KENSINGTON,3250,505,736,2,398,2016,WARD 2
89,7,KENSINGTON,3250,505,736,3,398,2016,WARD 2
89,8,KENSINGTON,3250,505,736,3,398,2016,WARD 2
89,9,KENSINGTON,3250,505,736,3,398,2016,WARD 2
89,10,KENSINGTON,3250,505,736,4,398,2016,WARD 2
89,11,KENSINGTON,3250,505,736,4,398,2016,WARD 2
89,12,KENSINGTON,3250,505,736,4,398,2016,WARD 2
90,1,JAMIESON PLACE,4220,533,746,1,40,2016,WARD 5
90,2,JAMIESON PLACE,4220,533,746,1,40,2016,WARD 5
90,3,JAMIESON PLACE,4220,533,746,1,40,2016,WARD 5
90,4,JAMIESON PLACE,4220,533,746,2,40,2016,WARD 5
90,5,JAMIESON PLACE,4220,533,746,2,40,2016,WARD 5
90,6,JAMIESON PLACE,4220,533,746,2,40,2016,WARD 5
90,7,JAMIESON PLACE,4220,533,746,3,40,2016,WARD 5
90,8,JAMIESON PLACE,4220,533,746,3,40,2016,WARD 5
90,9,JAMIESON PLACE,4220,533,746,3,40,2016,WARD 5
90,10,JAMIESON PLACE,4220,533,746,4,40,2016,WARD 5
90,11,JAMIESON PLACE,4220,533,746,4,40,2016,WARD 5
90,12,JAMIESON PLACE,4220,533,746,4,40,2016,WARD 5
91,1,WOODCROFT,3450,407,326,1,447,2016,WARD 2
91,2,WOODCROFT,3450,407,326,1,447,2016,WARD 2
91,3,WOODCROFT,3450,407,326,1,447,2016,WARD 2
91,4,WOODCROFT,3450,407,326,2,447,2016,WARD 2
91,5,WOODCROFT,3450,407,326,2,447,2016,WARD 2
91,6,WOODCROFT,3450,407,326,2,447,2016,WARD 2
91,7,WOODCROFT,3450,407,326,3,447,2016,WARD 2
91,8,WOODCROFT,3450,407,326,3,447,2016,WARD 2
91,9,WOODCROFT,3450,407,326,3,447,2016,WARD 2
91,10,WOODCROFT,3450,407,326,4,447,2016,WARD 2
91,11,WOODCROFT,3450,407,326,4,447,2016,WARD 2
91,12,WOODCROFT,3450,407,326,4,447,2016,WARD 2
92,1,MAPLE RIDGE INDUSTRIAL,6420,20,2,1,5,2016,WARD 11
92,2,MAPLE RIDGE INDUSTRIAL,6420,20,2,1,5,2016,WARD 11
92,3,MAPLE RIDGE INDUSTRIAL,6420,20,2,1,5,2016,WARD 11
92,4,MAPLE RIDGE INDUSTRIAL,6420,20,2,2,5,2016,WARD 11
92,5,MAPLE RIDGE INDUSTRIAL,6420,20,2,2,5,2016,WARD 11
92,6,MAPLE RIDGE INDUSTRIAL,6420,20,2,2,5,2016,WARD 11
92,7,MAPLE RIDGE INDUSTRIAL,6420,20,2,3,5,2016,WARD 11
92,8,MAPLE RIDGE INDUSTRIAL,6420,20,2,3,5,2016,WARD 11
92,9,MAPLE RIDGE INDUSTRIAL,6420,20,2,3,5,2016,WARD 11
92,10,MAPLE RIDGE INDUSTRIAL,6420,20,2,4,5,2016,WARD 11
92,11,MAPLE RIDGE INDUSTRIAL,6420,20,2,4,5,2016,WARD 11
92,12,MAPLE RIDGE INDUSTRIAL,6420,20,2,4,5,2016,WARD 11
93,1,TERRA LOSA,4540,275,781,1,246,2016,WARD 1
93,2,TERRA LOSA,4540,275,781,1,246,2016,WARD 1
93,3,TERRA LOSA,4540,275,781,1,246,2016,WARD 1
93,4,TERRA LOSA,4540,275,781,2,246,2016,WARD 1
93,5,TERRA LOSA,4540,275,781,2,246,2016,WARD 1
93,6,TERRA LOSA,4540,275,781,2,246,2016,WARD 1
93,7,TERRA LOSA,4540,275,781,3,246,2016,WARD 1
93,8,TERRA LOSA,4540,275,781,3,246,2016,WARD 1
93,9,TERRA LOSA,4540,275,781,3,246,2016,WARD 1
93,10,TERRA LOSA,4540,275,781,4,246,2016,WARD 1
93,11,TERRA LOSA,4540,275,781,4,246,2016,WARD 1
93,12,TERRA LOSA,4540,275,781,4,246,2016,WARD 1
94,1,OXFORD,3320,163,1038,1,132,2016,WARD 2
94,2,OXFORD,3320,163,1038,1,132,2016,WARD 2
94,3,OXFORD,3320,163,1038,1,132,2016,WARD 2
94,4,OXFORD,3320,163,1038,2,132,2016,WARD 2
94,5,OXFORD,3320,163,1038,2,132,2016,WARD 2
94,6,OXFORD,3320,163,1038,2,132,2016,WARD 2
94,7,OXFORD,3320,163,1038,3,132,2016,WARD 2
94,8,OXFORD,3320,163,1038,3,132,2016,WARD 2
94,9,OXFORD,3320,163,1038,3,132,2016,WARD 2
94,10,OXFORD,3320,163,1038,4,132,2016,WARD 2
94,11,OXFORD,3320,163,1038,4,132,2016,WARD 2
94,12,OXFORD,3320,163,1038,4,132,2016,WARD 2
95,1,CENTRAL MCDOUGALL,1030,295,227,1,2471,2016,WARD 6
95,2,CENTRAL MCDOUGALL,1030,295,227,1,2471,2016,WARD 6
95,3,CENTRAL MCDOUGALL,1030,295,227,1,2471,2016,WARD 6
95,4,CENTRAL MCDOUGALL,1030,295,227,2,2471,2016,WARD 6
95,5,CENTRAL MCDOUGALL,1030,295,227,2,2471,2016,WARD 6
95,6,CENTRAL MCDOUGALL,1030,295,227,2,2471,2016,WARD 6
95,7,CENTRAL MCDOUGALL,1030,295,227,3,2471,2016,WARD 6
95,8,CENTRAL MCDOUGALL,1030,295,227,3,2471,2016,WARD 6
95,9,CENTRAL MCDOUGALL,1030,295,227,3,2471,2016,WARD 6
95,10,CENTRAL MCDOUGALL,1030,295,227,4,2471,2016,WARD 6
95,11,CENTRAL MCDOUGALL,1030,295,227,4,2471,2016,WARD 6
95,12,CENTRAL MCDOUGALL,1030,295,227,4,2471,2016,WARD 6
