,Catholic,Month,Neighbourhood Name,Neighbourhood Number,No Response(School),Public,Quarter,Year,﻿Ward
207,0,4,RIVER VALLEY HIGHLANDS,2640,0,0,2,2012,Ward 7
207,0,5,RIVER VALLEY HIGHLANDS,2640,0,0,2,2012,Ward 7
207,0,6,RIVER VALLEY HIGHLANDS,2640,0,0,2,2012,Ward 7
207,0,7,RIVER VALLEY HIGHLANDS,2640,0,0,3,2012,Ward 7
207,0,8,RIVER VALLEY HIGHLANDS,2640,0,0,3,2012,Ward 7
207,0,9,RIVER VALLEY HIGHLANDS,2640,0,0,3,2012,Ward 7
207,0,10,RIVER VALLEY HIGHLANDS,2640,0,0,4,2012,Ward 7
207,0,11,RIVER VALLEY HIGHLANDS,2640,0,0,4,2012,Ward 7
207,0,12,RIVER VALLEY HIGHLANDS,2640,0,0,4,2012,Ward 7
208,0,1,RIVER VALLEY KINNAIRD,1190,0,0,1,2012,Ward 7
208,0,2,RIVER VALLEY KINNAIRD,1190,0,0,1,2012,Ward 7
208,0,3,RIVER VALLEY KINNAIRD,1190,0,0,1,2012,Ward 7
208,0,4,RIVER VALLEY KINNAIRD,1190,0,0,2,2012,Ward 7
208,0,5,RIVER VALLEY KINNAIRD,1190,0,0,2,2012,Ward 7
208,0,6,RIVER VALLEY KINNAIRD,1190,0,0,2,2012,Ward 7
208,0,7,RIVER VALLEY KINNAIRD,1190,0,0,3,2012,Ward 7
208,0,8,RIVER VALLEY KINNAIRD,1190,0,0,3,2012,Ward 7
208,0,9,RIVER VALLEY KINNAIRD,1190,0,0,3,2012,Ward 7
208,0,10,RIVER VALLEY KINNAIRD,1190,0,0,4,2012,Ward 7
208,0,11,RIVER VALLEY KINNAIRD,1190,0,0,4,2012,Ward 7
208,0,12,RIVER VALLEY KINNAIRD,1190,0,0,4,2012,Ward 7
209,0,1,RIVER VALLEY RUNDLE,2650,0,0,1,2012,Ward 7
209,0,2,RIVER VALLEY RUNDLE,2650,0,0,1,2012,Ward 7
209,0,3,RIVER VALLEY RUNDLE,2650,0,0,1,2012,Ward 7
209,0,4,RIVER VALLEY RUNDLE,2650,0,0,2,2012,Ward 7
209,0,5,RIVER VALLEY RUNDLE,2650,0,0,2,2012,Ward 7
209,0,6,RIVER VALLEY RUNDLE,2650,0,0,2,2012,Ward 7
209,0,7,RIVER VALLEY RUNDLE,2650,0,0,3,2012,Ward 7
209,0,8,RIVER VALLEY RUNDLE,2650,0,0,3,2012,Ward 7
209,0,9,RIVER VALLEY RUNDLE,2650,0,0,3,2012,Ward 7
209,0,10,RIVER VALLEY RUNDLE,2650,0,0,4,2012,Ward 7
209,0,11,RIVER VALLEY RUNDLE,2650,0,0,4,2012,Ward 7
209,0,12,RIVER VALLEY RUNDLE,2650,0,0,4,2012,Ward 7
210,653,1,RUNDLE HEIGHTS,2660,660,2046,1,2012,Ward 7
210,653,2,RUNDLE HEIGHTS,2660,660,2046,1,2012,Ward 7
210,653,3,RUNDLE HEIGHTS,2660,660,2046,1,2012,Ward 7
210,653,4,RUNDLE HEIGHTS,2660,660,2046,2,2012,Ward 7
210,653,5,RUNDLE HEIGHTS,2660,660,2046,2,2012,Ward 7
210,653,6,RUNDLE HEIGHTS,2660,660,2046,2,2012,Ward 7
210,653,7,RUNDLE HEIGHTS,2660,660,2046,3,2012,Ward 7
210,653,8,RUNDLE HEIGHTS,2660,660,2046,3,2012,Ward 7
210,653,9,RUNDLE HEIGHTS,2660,660,2046,3,2012,Ward 7
210,653,10,RUNDLE HEIGHTS,2660,660,2046,4,2012,Ward 7
210,653,11,RUNDLE HEIGHTS,2660,660,2046,4,2012,Ward 7
210,653,12,RUNDLE HEIGHTS,2660,660,2046,4,2012,Ward 7
211,124,1,VIRGINIA PARK,1240,195,474,1,2012,Ward 7
211,124,2,VIRGINIA PARK,1240,195,474,1,2012,Ward 7
211,124,3,VIRGINIA PARK,1240,195,474,1,2012,Ward 7
211,124,4,VIRGINIA PARK,1240,195,474,2,2012,Ward 7
211,124,5,VIRGINIA PARK,1240,195,474,2,2012,Ward 7
211,124,6,VIRGINIA PARK,1240,195,474,2,2012,Ward 7
211,124,7,VIRGINIA PARK,1240,195,474,3,2012,Ward 7
211,124,8,VIRGINIA PARK,1240,195,474,3,2012,Ward 7
211,124,9,VIRGINIA PARK,1240,195,474,3,2012,Ward 7
211,124,10,VIRGINIA PARK,1240,195,474,4,2012,Ward 7
211,124,11,VIRGINIA PARK,1240,195,474,4,2012,Ward 7
211,124,12,VIRGINIA PARK,1240,195,474,4,2012,Ward 7
212,0,1,YELLOWHEAD CORRIDOR EAST,1270,0,0,1,2012,Ward 7
212,0,2,YELLOWHEAD CORRIDOR EAST,1270,0,0,1,2012,Ward 7
212,0,3,YELLOWHEAD CORRIDOR EAST,1270,0,0,1,2012,Ward 7
212,0,4,YELLOWHEAD CORRIDOR EAST,1270,0,0,2,2012,Ward 7
212,0,5,YELLOWHEAD CORRIDOR EAST,1270,0,0,2,2012,Ward 7
212,0,6,YELLOWHEAD CORRIDOR EAST,1270,0,0,2,2012,Ward 7
212,0,7,YELLOWHEAD CORRIDOR EAST,1270,0,0,3,2012,Ward 7
212,0,8,YELLOWHEAD CORRIDOR EAST,1270,0,0,3,2012,Ward 7
212,0,9,YELLOWHEAD CORRIDOR EAST,1270,0,0,3,2012,Ward 7
212,0,10,YELLOWHEAD CORRIDOR EAST,1270,0,0,4,2012,Ward 7
212,0,11,YELLOWHEAD CORRIDOR EAST,1270,0,0,4,2012,Ward 7
212,0,12,YELLOWHEAD CORRIDOR EAST,1270,0,0,4,2012,Ward 7
213,188,1,BELGRAVIA,5040,269,1684,1,2012,Ward 8
213,188,2,BELGRAVIA,5040,269,1684,1,2012,Ward 8
213,188,3,BELGRAVIA,5040,269,1684,1,2012,Ward 8
213,188,4,BELGRAVIA,5040,269,1684,2,2012,Ward 8
213,188,5,BELGRAVIA,5040,269,1684,2,2012,Ward 8
213,188,6,BELGRAVIA,5040,269,1684,2,2012,Ward 8
213,188,7,BELGRAVIA,5040,269,1684,3,2012,Ward 8
213,188,8,BELGRAVIA,5040,269,1684,3,2012,Ward 8
213,188,9,BELGRAVIA,5040,269,1684,3,2012,Ward 8
213,188,10,BELGRAVIA,5040,269,1684,4,2012,Ward 8
213,188,11,BELGRAVIA,5040,269,1684,4,2012,Ward 8
213,188,12,BELGRAVIA,5040,269,1684,4,2012,Ward 8
214,1133,1,BONNIE DOON,6040,620,2797,1,2012,Ward 8
214,1133,2,BONNIE DOON,6040,620,2797,1,2012,Ward 8
214,1133,3,BONNIE DOON,6040,620,2797,1,2012,Ward 8
214,1133,4,BONNIE DOON,6040,620,2797,2,2012,Ward 8
214,1133,5,BONNIE DOON,6040,620,2797,2,2012,Ward 8
214,1133,6,BONNIE DOON,6040,620,2797,2,2012,Ward 8
214,1133,7,BONNIE DOON,6040,620,2797,3,2012,Ward 8
214,1133,8,BONNIE DOON,6040,620,2797,3,2012,Ward 8
214,1133,9,BONNIE DOON,6040,620,2797,3,2012,Ward 8
214,1133,10,BONNIE DOON,6040,620,2797,4,2012,Ward 8
214,1133,11,BONNIE DOON,6040,620,2797,4,2012,Ward 8
214,1133,12,BONNIE DOON,6040,620,2797,4,2012,Ward 8
215,533,1,CAPILANO,6061,259,1900,1,2012,Ward 8
215,533,2,CAPILANO,6061,259,1900,1,2012,Ward 8
215,533,3,CAPILANO,6061,259,1900,1,2012,Ward 8
215,533,4,CAPILANO,6061,259,1900,2,2012,Ward 8
215,533,5,CAPILANO,6061,259,1900,2,2012,Ward 8
215,533,6,CAPILANO,6061,259,1900,2,2012,Ward 8
215,533,7,CAPILANO,6061,259,1900,3,2012,Ward 8
215,533,8,CAPILANO,6061,259,1900,3,2012,Ward 8
215,533,9,CAPILANO,6061,259,1900,3,2012,Ward 8
215,533,10,CAPILANO,6061,259,1900,4,2012,Ward 8
215,533,11,CAPILANO,6061,259,1900,4,2012,Ward 8
215,533,12,CAPILANO,6061,259,1900,4,2012,Ward 8
216,192,1,CLOVERDALE,6070,70,623,1,2012,Ward 8
216,192,2,CLOVERDALE,6070,70,623,1,2012,Ward 8
216,192,3,CLOVERDALE,6070,70,623,1,2012,Ward 8
216,192,4,CLOVERDALE,6070,70,623,2,2012,Ward 8
216,192,5,CLOVERDALE,6070,70,623,2,2012,Ward 8
216,192,6,CLOVERDALE,6070,70,623,2,2012,Ward 8
216,192,7,CLOVERDALE,6070,70,623,3,2012,Ward 8
216,192,8,CLOVERDALE,6070,70,623,3,2012,Ward 8
216,192,9,CLOVERDALE,6070,70,623,3,2012,Ward 8
216,192,10,CLOVERDALE,6070,70,623,4,2012,Ward 8
216,192,11,CLOVERDALE,6070,70,623,4,2012,Ward 8
216,192,12,CLOVERDALE,6070,70,623,4,2012,Ward 8
217,0,1,CPR WEST,5150,0,0,1,2012,Ward 8
217,0,2,CPR WEST,5150,0,0,1,2012,Ward 8
217,0,3,CPR WEST,5150,0,0,1,2012,Ward 8
217,0,4,CPR WEST,5150,0,0,2,2012,Ward 8
217,0,5,CPR WEST,5150,0,0,2,2012,Ward 8
217,0,6,CPR WEST,5150,0,0,2,2012,Ward 8
217,0,7,CPR WEST,5150,0,0,3,2012,Ward 8
217,0,8,CPR WEST,5150,0,0,3,2012,Ward 8
217,0,9,CPR WEST,5150,0,0,3,2012,Ward 8
217,0,10,CPR WEST,5150,0,0,4,2012,Ward 8
217,0,11,CPR WEST,5150,0,0,4,2012,Ward 8
217,0,12,CPR WEST,5150,0,0,4,2012,Ward 8
218,0,1,EASTGATE BUSINESS PARK,6180,0,0,1,2012,Ward 8
218,0,2,EASTGATE BUSINESS PARK,6180,0,0,1,2012,Ward 8
218,0,3,EASTGATE BUSINESS PARK,6180,0,0,1,2012,Ward 8
218,0,4,EASTGATE BUSINESS PARK,6180,0,0,2,2012,Ward 8
218,0,5,EASTGATE BUSINESS PARK,6180,0,0,2,2012,Ward 8
218,0,6,EASTGATE BUSINESS PARK,6180,0,0,2,2012,Ward 8
218,0,7,EASTGATE BUSINESS PARK,6180,0,0,3,2012,Ward 8
218,0,8,EASTGATE BUSINESS PARK,6180,0,0,3,2012,Ward 8
218,0,9,EASTGATE BUSINESS PARK,6180,0,0,3,2012,Ward 8
218,0,10,EASTGATE BUSINESS PARK,6180,0,0,4,2012,Ward 8
218,0,11,EASTGATE BUSINESS PARK,6180,0,0,4,2012,Ward 8
218,0,12,EASTGATE BUSINESS PARK,6180,0,0,4,2012,Ward 8
219,656,1,FOREST HEIGHTS,6230,1575,1764,1,2012,Ward 8
219,656,2,FOREST HEIGHTS,6230,1575,1764,1,2012,Ward 8
219,656,3,FOREST HEIGHTS,6230,1575,1764,1,2012,Ward 8
219,656,4,FOREST HEIGHTS,6230,1575,1764,2,2012,Ward 8
219,656,5,FOREST HEIGHTS,6230,1575,1764,2,2012,Ward 8
219,656,6,FOREST HEIGHTS,6230,1575,1764,2,2012,Ward 8
219,656,7,FOREST HEIGHTS,6230,1575,1764,3,2012,Ward 8
219,656,8,FOREST HEIGHTS,6230,1575,1764,3,2012,Ward 8
219,656,9,FOREST HEIGHTS,6230,1575,1764,3,2012,Ward 8
219,656,10,FOREST HEIGHTS,6230,1575,1764,4,2012,Ward 8
219,656,11,FOREST HEIGHTS,6230,1575,1764,4,2012,Ward 8
219,656,12,FOREST HEIGHTS,6230,1575,1764,4,2012,Ward 8
220,343,1,FULTON PLACE,6240,42,1859,1,2012,Ward 8
220,343,2,FULTON PLACE,6240,42,1859,1,2012,Ward 8
220,343,3,FULTON PLACE,6240,42,1859,1,2012,Ward 8
220,343,4,FULTON PLACE,6240,42,1859,2,2012,Ward 8
220,343,5,FULTON PLACE,6240,42,1859,2,2012,Ward 8
220,343,6,FULTON PLACE,6240,42,1859,2,2012,Ward 8
220,343,7,FULTON PLACE,6240,42,1859,3,2012,Ward 8
220,343,8,FULTON PLACE,6240,42,1859,3,2012,Ward 8
220,343,9,FULTON PLACE,6240,42,1859,3,2012,Ward 8
220,343,10,FULTON PLACE,6240,42,1859,4,2012,Ward 8
220,343,11,FULTON PLACE,6240,42,1859,4,2012,Ward 8
220,343,12,FULTON PLACE,6240,42,1859,4,2012,Ward 8
221,872,1,GARNEAU,5200,2546,6230,1,2012,Ward 8
221,872,2,GARNEAU,5200,2546,6230,1,2012,Ward 8
221,872,3,GARNEAU,5200,2546,6230,1,2012,Ward 8
221,872,4,GARNEAU,5200,2546,6230,2,2012,Ward 8
221,872,5,GARNEAU,5200,2546,6230,2,2012,Ward 8
221,872,6,GARNEAU,5200,2546,6230,2,2012,Ward 8
221,872,7,GARNEAU,5200,2546,6230,3,2012,Ward 8
221,872,8,GARNEAU,5200,2546,6230,3,2012,Ward 8
221,872,9,GARNEAU,5200,2546,6230,3,2012,Ward 8
221,872,10,GARNEAU,5200,2546,6230,4,2012,Ward 8
221,872,11,GARNEAU,5200,2546,6230,4,2012,Ward 8
221,872,12,GARNEAU,5200,2546,6230,4,2012,Ward 8
222,553,1,GOLD BAR,6270,62,2225,1,2012,Ward 8
222,553,2,GOLD BAR,6270,62,2225,1,2012,Ward 8
222,553,3,GOLD BAR,6270,62,2225,1,2012,Ward 8
222,553,4,GOLD BAR,6270,62,2225,2,2012,Ward 8
222,553,5,GOLD BAR,6270,62,2225,2,2012,Ward 8
222,553,6,GOLD BAR,6270,62,2225,2,2012,Ward 8
222,553,7,GOLD BAR,6270,62,2225,3,2012,Ward 8
222,553,8,GOLD BAR,6270,62,2225,3,2012,Ward 8
222,553,9,GOLD BAR,6270,62,2225,3,2012,Ward 8
222,553,10,GOLD BAR,6270,62,2225,4,2012,Ward 8
222,553,11,GOLD BAR,6270,62,2225,4,2012,Ward 8
222,553,12,GOLD BAR,6270,62,2225,4,2012,Ward 8
223,501,1,HOLYROOD,6310,378,2456,1,2012,Ward 8
223,501,2,HOLYROOD,6310,378,2456,1,2012,Ward 8
223,501,3,HOLYROOD,6310,378,2456,1,2012,Ward 8
223,501,4,HOLYROOD,6310,378,2456,2,2012,Ward 8
223,501,5,HOLYROOD,6310,378,2456,2,2012,Ward 8
223,501,6,HOLYROOD,6310,378,2456,2,2012,Ward 8
223,501,7,HOLYROOD,6310,378,2456,3,2012,Ward 8
223,501,8,HOLYROOD,6310,378,2456,3,2012,Ward 8
223,501,9,HOLYROOD,6310,378,2456,3,2012,Ward 8
223,501,10,HOLYROOD,6310,378,2456,4,2012,Ward 8
223,501,11,HOLYROOD,6310,378,2456,4,2012,Ward 8
223,501,12,HOLYROOD,6310,378,2456,4,2012,Ward 8
224,336,1,IDYLWYLDE,6320,163,1279,1,2012,Ward 8
224,336,2,IDYLWYLDE,6320,163,1279,1,2012,Ward 8
224,336,3,IDYLWYLDE,6320,163,1279,1,2012,Ward 8
224,336,4,IDYLWYLDE,6320,163,1279,2,2012,Ward 8
224,336,5,IDYLWYLDE,6320,163,1279,2,2012,Ward 8
224,336,6,IDYLWYLDE,6320,163,1279,2,2012,Ward 8
224,336,7,IDYLWYLDE,6320,163,1279,3,2012,Ward 8
224,336,8,IDYLWYLDE,6320,163,1279,3,2012,Ward 8
224,336,9,IDYLWYLDE,6320,163,1279,3,2012,Ward 8
224,336,10,IDYLWYLDE,6320,163,1279,4,2012,Ward 8
224,336,11,IDYLWYLDE,6320,163,1279,4,2012,Ward 8
224,336,12,IDYLWYLDE,6320,163,1279,4,2012,Ward 8
225,478,1,KENILWORTH,6350,346,1683,1,2012,Ward 8
225,478,2,KENILWORTH,6350,346,1683,1,2012,Ward 8
225,478,3,KENILWORTH,6350,346,1683,1,2012,Ward 8
225,478,4,KENILWORTH,6350,346,1683,2,2012,Ward 8
225,478,5,KENILWORTH,6350,346,1683,2,2012,Ward 8
225,478,6,KENILWORTH,6350,346,1683,2,2012,Ward 8
225,478,7,KENILWORTH,6350,346,1683,3,2012,Ward 8
225,478,8,KENILWORTH,6350,346,1683,3,2012,Ward 8
225,478,9,KENILWORTH,6350,346,1683,3,2012,Ward 8
225,478,10,KENILWORTH,6350,346,1683,4,2012,Ward 8
225,478,11,KENILWORTH,6350,346,1683,4,2012,Ward 8
225,478,12,KENILWORTH,6350,346,1683,4,2012,Ward 8
226,0,1,LAMBTON INDUSTRIAL,6380,187,0,1,2012,Ward 8
226,0,2,LAMBTON INDUSTRIAL,6380,187,0,1,2012,Ward 8
226,0,3,LAMBTON INDUSTRIAL,6380,187,0,1,2012,Ward 8
226,0,4,LAMBTON INDUSTRIAL,6380,187,0,2,2012,Ward 8
226,0,5,LAMBTON INDUSTRIAL,6380,187,0,2,2012,Ward 8
226,0,6,LAMBTON INDUSTRIAL,6380,187,0,2,2012,Ward 8
226,0,7,LAMBTON INDUSTRIAL,6380,187,0,3,2012,Ward 8
226,0,8,LAMBTON INDUSTRIAL,6380,187,0,3,2012,Ward 8
226,0,9,LAMBTON INDUSTRIAL,6380,187,0,3,2012,Ward 8
226,0,10,LAMBTON INDUSTRIAL,6380,187,0,4,2012,Ward 8
226,0,11,LAMBTON INDUSTRIAL,6380,187,0,4,2012,Ward 8
226,0,12,LAMBTON INDUSTRIAL,6380,187,0,4,2012,Ward 8
227,228,1,MCKERNAN,5290,697,1892,1,2012,Ward 8
227,228,2,MCKERNAN,5290,697,1892,1,2012,Ward 8
227,228,3,MCKERNAN,5290,697,1892,1,2012,Ward 8
227,228,4,MCKERNAN,5290,697,1892,2,2012,Ward 8
227,228,5,MCKERNAN,5290,697,1892,2,2012,Ward 8
227,228,6,MCKERNAN,5290,697,1892,2,2012,Ward 8
227,228,7,MCKERNAN,5290,697,1892,3,2012,Ward 8
227,228,8,MCKERNAN,5290,697,1892,3,2012,Ward 8
227,228,9,MCKERNAN,5290,697,1892,3,2012,Ward 8
227,228,10,MCKERNAN,5290,697,1892,4,2012,Ward 8
227,228,11,MCKERNAN,5290,697,1892,4,2012,Ward 8
227,228,12,MCKERNAN,5290,697,1892,4,2012,Ward 8
228,0,1,MILL CREEK RAVINE NORTH,6491,0,0,1,2012,Ward 8
228,0,2,MILL CREEK RAVINE NORTH,6491,0,0,1,2012,Ward 8
228,0,3,MILL CREEK RAVINE NORTH,6491,0,0,1,2012,Ward 8
228,0,4,MILL CREEK RAVINE NORTH,6491,0,0,2,2012,Ward 8
228,0,5,MILL CREEK RAVINE NORTH,6491,0,0,2,2012,Ward 8
228,0,6,MILL CREEK RAVINE NORTH,6491,0,0,2,2012,Ward 8
228,0,7,MILL CREEK RAVINE NORTH,6491,0,0,3,2012,Ward 8
228,0,8,MILL CREEK RAVINE NORTH,6491,0,0,3,2012,Ward 8
228,0,9,MILL CREEK RAVINE NORTH,6491,0,0,3,2012,Ward 8
228,0,10,MILL CREEK RAVINE NORTH,6491,0,0,4,2012,Ward 8
228,0,11,MILL CREEK RAVINE NORTH,6491,0,0,4,2012,Ward 8
228,0,12,MILL CREEK RAVINE NORTH,6491,0,0,4,2012,Ward 8
229,1178,1,OTTEWELL,6550,567,4124,1,2012,Ward 8
229,1178,2,OTTEWELL,6550,567,4124,1,2012,Ward 8
229,1178,3,OTTEWELL,6550,567,4124,1,2012,Ward 8
229,1178,4,OTTEWELL,6550,567,4124,2,2012,Ward 8
229,1178,5,OTTEWELL,6550,567,4124,2,2012,Ward 8
229,1178,6,OTTEWELL,6550,567,4124,2,2012,Ward 8
229,1178,7,OTTEWELL,6550,567,4124,3,2012,Ward 8
229,1178,8,OTTEWELL,6550,567,4124,3,2012,Ward 8
229,1178,9,OTTEWELL,6550,567,4124,3,2012,Ward 8
229,1178,10,OTTEWELL,6550,567,4124,4,2012,Ward 8
229,1178,11,OTTEWELL,6550,567,4124,4,2012,Ward 8
229,1178,12,OTTEWELL,6550,567,4124,4,2012,Ward 8
230,369,1,QUEEN ALEXANDRA,5330,976,3349,1,2012,Ward 8
230,369,2,QUEEN ALEXANDRA,5330,976,3349,1,2012,Ward 8
230,369,3,QUEEN ALEXANDRA,5330,976,3349,1,2012,Ward 8
230,369,4,QUEEN ALEXANDRA,5330,976,3349,2,2012,Ward 8
230,369,5,QUEEN ALEXANDRA,5330,976,3349,2,2012,Ward 8
230,369,6,QUEEN ALEXANDRA,5330,976,3349,2,2012,Ward 8
230,369,7,QUEEN ALEXANDRA,5330,976,3349,3,2012,Ward 8
230,369,8,QUEEN ALEXANDRA,5330,976,3349,3,2012,Ward 8
230,369,9,QUEEN ALEXANDRA,5330,976,3349,3,2012,Ward 8
230,369,10,QUEEN ALEXANDRA,5330,976,3349,4,2012,Ward 8
230,369,11,QUEEN ALEXANDRA,5330,976,3349,4,2012,Ward 8
230,369,12,QUEEN ALEXANDRA,5330,976,3349,4,2012,Ward 8
231,0,1,RIVER VALLEY GOLD BAR,6620,0,0,1,2012,Ward 8
231,0,2,RIVER VALLEY GOLD BAR,6620,0,0,1,2012,Ward 8
231,0,3,RIVER VALLEY GOLD BAR,6620,0,0,1,2012,Ward 8
231,0,4,RIVER VALLEY GOLD BAR,6620,0,0,2,2012,Ward 8
231,0,5,RIVER VALLEY GOLD BAR,6620,0,0,2,2012,Ward 8
231,0,6,RIVER VALLEY GOLD BAR,6620,0,0,2,2012,Ward 8
231,0,7,RIVER VALLEY GOLD BAR,6620,0,0,3,2012,Ward 8
231,0,8,RIVER VALLEY GOLD BAR,6620,0,0,3,2012,Ward 8
231,0,9,RIVER VALLEY GOLD BAR,6620,0,0,3,2012,Ward 8
231,0,10,RIVER VALLEY GOLD BAR,6620,0,0,4,2012,Ward 8
231,0,11,RIVER VALLEY GOLD BAR,6620,0,0,4,2012,Ward 8
231,0,12,RIVER VALLEY GOLD BAR,6620,0,0,4,2012,Ward 8
232,0,1,RIVER VALLEY MAYFAIR,5370,0,0,1,2012,Ward 8
232,0,2,RIVER VALLEY MAYFAIR,5370,0,0,1,2012,Ward 8
232,0,3,RIVER VALLEY MAYFAIR,5370,0,0,1,2012,Ward 8
232,0,4,RIVER VALLEY MAYFAIR,5370,0,0,2,2012,Ward 8
232,0,5,RIVER VALLEY MAYFAIR,5370,0,0,2,2012,Ward 8
232,0,6,RIVER VALLEY MAYFAIR,5370,0,0,2,2012,Ward 8
232,0,7,RIVER VALLEY MAYFAIR,5370,0,0,3,2012,Ward 8
232,0,8,RIVER VALLEY MAYFAIR,5370,0,0,3,2012,Ward 8
232,0,9,RIVER VALLEY MAYFAIR,5370,0,0,3,2012,Ward 8
232,0,10,RIVER VALLEY MAYFAIR,5370,0,0,4,2012,Ward 8
232,0,11,RIVER VALLEY MAYFAIR,5370,0,0,4,2012,Ward 8
232,0,12,RIVER VALLEY MAYFAIR,5370,0,0,4,2012,Ward 8
233,0,1,RIVER VALLEY RIVERSIDE,6630,0,0,1,2012,Ward 8
233,0,2,RIVER VALLEY RIVERSIDE,6630,0,0,1,2012,Ward 8
233,0,3,RIVER VALLEY RIVERSIDE,6630,0,0,1,2012,Ward 8
233,0,4,RIVER VALLEY RIVERSIDE,6630,0,0,2,2012,Ward 8
233,0,5,RIVER VALLEY RIVERSIDE,6630,0,0,2,2012,Ward 8
233,0,6,RIVER VALLEY RIVERSIDE,6630,0,0,2,2012,Ward 8
233,0,7,RIVER VALLEY RIVERSIDE,6630,0,0,3,2012,Ward 8
233,0,8,RIVER VALLEY RIVERSIDE,6630,0,0,3,2012,Ward 8
233,0,9,RIVER VALLEY RIVERSIDE,6630,0,0,3,2012,Ward 8
233,0,10,RIVER VALLEY RIVERSIDE,6630,0,0,4,2012,Ward 8
233,0,11,RIVER VALLEY RIVERSIDE,6630,0,0,4,2012,Ward 8
233,0,12,RIVER VALLEY RIVERSIDE,6630,0,0,4,2012,Ward 8
234,0,1,RIVER VALLEY WALTERDALE,5390,0,0,1,2012,Ward 8
234,0,2,RIVER VALLEY WALTERDALE,5390,0,0,1,2012,Ward 8
234,0,3,RIVER VALLEY WALTERDALE,5390,0,0,1,2012,Ward 8
234,0,4,RIVER VALLEY WALTERDALE,5390,0,0,2,2012,Ward 8
234,0,5,RIVER VALLEY WALTERDALE,5390,0,0,2,2012,Ward 8
234,0,6,RIVER VALLEY WALTERDALE,5390,0,0,2,2012,Ward 8
234,0,7,RIVER VALLEY WALTERDALE,5390,0,0,3,2012,Ward 8
234,0,8,RIVER VALLEY WALTERDALE,5390,0,0,3,2012,Ward 8
234,0,9,RIVER VALLEY WALTERDALE,5390,0,0,3,2012,Ward 8
234,0,10,RIVER VALLEY WALTERDALE,5390,0,0,4,2012,Ward 8
234,0,11,RIVER VALLEY WALTERDALE,5390,0,0,4,2012,Ward 8
234,0,12,RIVER VALLEY WALTERDALE,5390,0,0,4,2012,Ward 8
235,990,1,STRATHCONA,5480,2640,5354,1,2012,Ward 8
235,990,2,STRATHCONA,5480,2640,5354,1,2012,Ward 8
235,990,3,STRATHCONA,5480,2640,5354,1,2012,Ward 8
235,990,4,STRATHCONA,5480,2640,5354,2,2012,Ward 8
235,990,5,STRATHCONA,5480,2640,5354,2,2012,Ward 8
235,990,6,STRATHCONA,5480,2640,5354,2,2012,Ward 8
235,990,7,STRATHCONA,5480,2640,5354,3,2012,Ward 8
235,990,8,STRATHCONA,5480,2640,5354,3,2012,Ward 8
235,990,9,STRATHCONA,5480,2640,5354,3,2012,Ward 8
235,990,10,STRATHCONA,5480,2640,5354,4,2012,Ward 8
235,990,11,STRATHCONA,5480,2640,5354,4,2012,Ward 8
235,990,12,STRATHCONA,5480,2640,5354,4,2012,Ward 8
236,445,1,STRATHEARN,6710,371,1806,1,2012,Ward 8
236,445,2,STRATHEARN,6710,371,1806,1,2012,Ward 8
236,445,3,STRATHEARN,6710,371,1806,1,2012,Ward 8
236,445,4,STRATHEARN,6710,371,1806,2,2012,Ward 8
236,445,5,STRATHEARN,6710,371,1806,2,2012,Ward 8
236,445,6,STRATHEARN,6710,371,1806,2,2012,Ward 8
236,445,7,STRATHEARN,6710,371,1806,3,2012,Ward 8
236,445,8,STRATHEARN,6710,371,1806,3,2012,Ward 8
236,445,9,STRATHEARN,6710,371,1806,3,2012,Ward 8
236,445,10,STRATHEARN,6710,371,1806,4,2012,Ward 8
236,445,11,STRATHEARN,6710,371,1806,4,2012,Ward 8
236,445,12,STRATHEARN,6710,371,1806,4,2012,Ward 8
237,348,1,TERRACE HEIGHTS,6730,386,1598,1,2012,Ward 8
237,348,2,TERRACE HEIGHTS,6730,386,1598,1,2012,Ward 8
237,348,3,TERRACE HEIGHTS,6730,386,1598,1,2012,Ward 8
237,348,4,TERRACE HEIGHTS,6730,386,1598,2,2012,Ward 8
237,348,5,TERRACE HEIGHTS,6730,386,1598,2,2012,Ward 8
237,348,6,TERRACE HEIGHTS,6730,386,1598,2,2012,Ward 8
237,348,7,TERRACE HEIGHTS,6730,386,1598,3,2012,Ward 8
237,348,8,TERRACE HEIGHTS,6730,386,1598,3,2012,Ward 8
237,348,9,TERRACE HEIGHTS,6730,386,1598,3,2012,Ward 8
237,348,10,TERRACE HEIGHTS,6730,386,1598,4,2012,Ward 8
237,348,11,TERRACE HEIGHTS,6730,386,1598,4,2012,Ward 8
237,348,12,TERRACE HEIGHTS,6730,386,1598,4,2012,Ward 8
238,0,1,UNIVERSITY OF ALBERTA,5520,0,0,1,2012,Ward 8
238,0,2,UNIVERSITY OF ALBERTA,5520,0,0,1,2012,Ward 8
238,0,3,UNIVERSITY OF ALBERTA,5520,0,0,1,2012,Ward 8
238,0,4,UNIVERSITY OF ALBERTA,5520,0,0,2,2012,Ward 8
238,0,5,UNIVERSITY OF ALBERTA,5520,0,0,2,2012,Ward 8
238,0,6,UNIVERSITY OF ALBERTA,5520,0,0,2,2012,Ward 8
238,0,7,UNIVERSITY OF ALBERTA,5520,0,0,3,2012,Ward 8
238,0,8,UNIVERSITY OF ALBERTA,5520,0,0,3,2012,Ward 8
238,0,9,UNIVERSITY OF ALBERTA,5520,0,0,3,2012,Ward 8
