,Catholic,Month,Neighbourhood Name,Neighbourhood Number,No Response(School),Public,Quarter,Year,﻿Ward
238,0,10,UNIVERSITY OF ALBERTA,5520,0,0,4,2012,Ward 8
238,0,11,UNIVERSITY OF ALBERTA,5520,0,0,4,2012,Ward 8
238,0,12,UNIVERSITY OF ALBERTA,5520,0,0,4,2012,Ward 8
239,134,1,WINDSOR PARK,5580,1768,964,1,2012,Ward 8
239,134,2,WINDSOR PARK,5580,1768,964,1,2012,Ward 8
239,134,3,WINDSOR PARK,5580,1768,964,1,2012,Ward 8
239,134,4,WINDSOR PARK,5580,1768,964,2,2012,Ward 8
239,134,5,WINDSOR PARK,5580,1768,964,2,2012,Ward 8
239,134,6,WINDSOR PARK,5580,1768,964,2,2012,Ward 8
239,134,7,WINDSOR PARK,5580,1768,964,3,2012,Ward 8
239,134,8,WINDSOR PARK,5580,1768,964,3,2012,Ward 8
239,134,9,WINDSOR PARK,5580,1768,964,3,2012,Ward 8
239,134,10,WINDSOR PARK,5580,1768,964,4,2012,Ward 8
239,134,11,WINDSOR PARK,5580,1768,964,4,2012,Ward 8
239,134,12,WINDSOR PARK,5580,1768,964,4,2012,Ward 8
240,55,1,ALLARD,5458,29,157,1,2012,Ward 9
240,55,2,ALLARD,5458,29,157,1,2012,Ward 9
240,55,3,ALLARD,5458,29,157,1,2012,Ward 9
240,55,4,ALLARD,5458,29,157,2,2012,Ward 9
240,55,5,ALLARD,5458,29,157,2,2012,Ward 9
240,55,6,ALLARD,5458,29,157,2,2012,Ward 9
240,55,7,ALLARD,5458,29,157,3,2012,Ward 9
240,55,8,ALLARD,5458,29,157,3,2012,Ward 9
240,55,9,ALLARD,5458,29,157,3,2012,Ward 9
240,55,10,ALLARD,5458,29,157,4,2012,Ward 9
240,55,11,ALLARD,5458,29,157,4,2012,Ward 9
240,55,12,ALLARD,5458,29,157,4,2012,Ward 9
241,473,1,AMBLESIDE,5505,323,1532,1,2012,Ward 9
241,473,2,AMBLESIDE,5505,323,1532,1,2012,Ward 9
241,473,3,AMBLESIDE,5505,323,1532,1,2012,Ward 9
241,473,4,AMBLESIDE,5505,323,1532,2,2012,Ward 9
241,473,5,AMBLESIDE,5505,323,1532,2,2012,Ward 9
241,473,6,AMBLESIDE,5505,323,1532,2,2012,Ward 9
241,473,7,AMBLESIDE,5505,323,1532,3,2012,Ward 9
241,473,8,AMBLESIDE,5505,323,1532,3,2012,Ward 9
241,473,9,AMBLESIDE,5505,323,1532,3,2012,Ward 9
241,473,10,AMBLESIDE,5505,323,1532,4,2012,Ward 9
241,473,11,AMBLESIDE,5505,323,1532,4,2012,Ward 9
241,473,12,AMBLESIDE,5505,323,1532,4,2012,Ward 9
242,0,1,ANTHONY HENDAY SOUTH,4014,0,0,1,2012,Ward 9
242,0,2,ANTHONY HENDAY SOUTH,4014,0,0,1,2012,Ward 9
242,0,3,ANTHONY HENDAY SOUTH,4014,0,0,1,2012,Ward 9
242,0,4,ANTHONY HENDAY SOUTH,4014,0,0,2,2012,Ward 9
242,0,5,ANTHONY HENDAY SOUTH,4014,0,0,2,2012,Ward 9
242,0,6,ANTHONY HENDAY SOUTH,4014,0,0,2,2012,Ward 9
242,0,7,ANTHONY HENDAY SOUTH,4014,0,0,3,2012,Ward 9
242,0,8,ANTHONY HENDAY SOUTH,4014,0,0,3,2012,Ward 9
242,0,9,ANTHONY HENDAY SOUTH,4014,0,0,3,2012,Ward 9
242,0,10,ANTHONY HENDAY SOUTH,4014,0,0,4,2012,Ward 9
242,0,11,ANTHONY HENDAY SOUTH,4014,0,0,4,2012,Ward 9
242,0,12,ANTHONY HENDAY SOUTH,4014,0,0,4,2012,Ward 9
243,0,1,ANTHONY HENDAY TERWILLEGAR,4013,0,0,1,2012,Ward 9
243,0,2,ANTHONY HENDAY TERWILLEGAR,4013,0,0,1,2012,Ward 9
243,0,3,ANTHONY HENDAY TERWILLEGAR,4013,0,0,1,2012,Ward 9
243,0,4,ANTHONY HENDAY TERWILLEGAR,4013,0,0,2,2012,Ward 9
243,0,5,ANTHONY HENDAY TERWILLEGAR,4013,0,0,2,2012,Ward 9
243,0,6,ANTHONY HENDAY TERWILLEGAR,4013,0,0,2,2012,Ward 9
243,0,7,ANTHONY HENDAY TERWILLEGAR,4013,0,0,3,2012,Ward 9
243,0,8,ANTHONY HENDAY TERWILLEGAR,4013,0,0,3,2012,Ward 9
243,0,9,ANTHONY HENDAY TERWILLEGAR,4013,0,0,3,2012,Ward 9
243,0,10,ANTHONY HENDAY TERWILLEGAR,4013,0,0,4,2012,Ward 9
243,0,11,ANTHONY HENDAY TERWILLEGAR,4013,0,0,4,2012,Ward 9
243,0,12,ANTHONY HENDAY TERWILLEGAR,4013,0,0,4,2012,Ward 9
244,433,1,BLACKBURNE,5590,123,964,1,2012,Ward 9
244,433,2,BLACKBURNE,5590,123,964,1,2012,Ward 9
244,433,3,BLACKBURNE,5590,123,964,1,2012,Ward 9
244,433,4,BLACKBURNE,5590,123,964,2,2012,Ward 9
244,433,5,BLACKBURNE,5590,123,964,2,2012,Ward 9
244,433,6,BLACKBURNE,5590,123,964,2,2012,Ward 9
244,433,7,BLACKBURNE,5590,123,964,3,2012,Ward 9
244,433,8,BLACKBURNE,5590,123,964,3,2012,Ward 9
244,433,9,BLACKBURNE,5590,123,964,3,2012,Ward 9
244,433,10,BLACKBURNE,5590,123,964,4,2012,Ward 9
244,433,11,BLACKBURNE,5590,123,964,4,2012,Ward 9
244,433,12,BLACKBURNE,5590,123,964,4,2012,Ward 9
245,609,1,BLACKMUD CREEK,5453,87,1881,1,2012,Ward 9
245,609,2,BLACKMUD CREEK,5453,87,1881,1,2012,Ward 9
245,609,3,BLACKMUD CREEK,5453,87,1881,1,2012,Ward 9
245,609,4,BLACKMUD CREEK,5453,87,1881,2,2012,Ward 9
245,609,5,BLACKMUD CREEK,5453,87,1881,2,2012,Ward 9
245,609,6,BLACKMUD CREEK,5453,87,1881,2,2012,Ward 9
245,609,7,BLACKMUD CREEK,5453,87,1881,3,2012,Ward 9
245,609,8,BLACKMUD CREEK,5453,87,1881,3,2012,Ward 9
245,609,9,BLACKMUD CREEK,5453,87,1881,3,2012,Ward 9
245,609,10,BLACKMUD CREEK,5453,87,1881,4,2012,Ward 9
245,609,11,BLACKMUD CREEK,5453,87,1881,4,2012,Ward 9
245,609,12,BLACKMUD CREEK,5453,87,1881,4,2012,Ward 9
246,416,1,BRANDER GARDENS,5080,406,1613,1,2012,Ward 9
246,416,2,BRANDER GARDENS,5080,406,1613,1,2012,Ward 9
246,416,3,BRANDER GARDENS,5080,406,1613,1,2012,Ward 9
246,416,4,BRANDER GARDENS,5080,406,1613,2,2012,Ward 9
246,416,5,BRANDER GARDENS,5080,406,1613,2,2012,Ward 9
246,416,6,BRANDER GARDENS,5080,406,1613,2,2012,Ward 9
246,416,7,BRANDER GARDENS,5080,406,1613,3,2012,Ward 9
246,416,8,BRANDER GARDENS,5080,406,1613,3,2012,Ward 9
246,416,9,BRANDER GARDENS,5080,406,1613,3,2012,Ward 9
246,416,10,BRANDER GARDENS,5080,406,1613,4,2012,Ward 9
246,416,11,BRANDER GARDENS,5080,406,1613,4,2012,Ward 9
246,416,12,BRANDER GARDENS,5080,406,1613,4,2012,Ward 9
247,278,1,BROOKSIDE,5090,369,1269,1,2012,Ward 9
247,278,2,BROOKSIDE,5090,369,1269,1,2012,Ward 9
247,278,3,BROOKSIDE,5090,369,1269,1,2012,Ward 9
247,278,4,BROOKSIDE,5090,369,1269,2,2012,Ward 9
247,278,5,BROOKSIDE,5090,369,1269,2,2012,Ward 9
247,278,6,BROOKSIDE,5090,369,1269,2,2012,Ward 9
247,278,7,BROOKSIDE,5090,369,1269,3,2012,Ward 9
247,278,8,BROOKSIDE,5090,369,1269,3,2012,Ward 9
247,278,9,BROOKSIDE,5090,369,1269,3,2012,Ward 9
247,278,10,BROOKSIDE,5090,369,1269,4,2012,Ward 9
247,278,11,BROOKSIDE,5090,369,1269,4,2012,Ward 9
247,278,12,BROOKSIDE,5090,369,1269,4,2012,Ward 9
248,667,1,BULYEA HEIGHTS,5100,154,2770,1,2012,Ward 9
248,667,2,BULYEA HEIGHTS,5100,154,2770,1,2012,Ward 9
248,667,3,BULYEA HEIGHTS,5100,154,2770,1,2012,Ward 9
248,667,4,BULYEA HEIGHTS,5100,154,2770,2,2012,Ward 9
248,667,5,BULYEA HEIGHTS,5100,154,2770,2,2012,Ward 9
248,667,6,BULYEA HEIGHTS,5100,154,2770,2,2012,Ward 9
248,667,7,BULYEA HEIGHTS,5100,154,2770,3,2012,Ward 9
248,667,8,BULYEA HEIGHTS,5100,154,2770,3,2012,Ward 9
248,667,9,BULYEA HEIGHTS,5100,154,2770,3,2012,Ward 9
248,667,10,BULYEA HEIGHTS,5100,154,2770,4,2012,Ward 9
248,667,11,BULYEA HEIGHTS,5100,154,2770,4,2012,Ward 9
248,667,12,BULYEA HEIGHTS,5100,154,2770,4,2012,Ward 9
249,278,1,CALLAGHAN,5457,84,815,1,2012,Ward 9
249,278,2,CALLAGHAN,5457,84,815,1,2012,Ward 9
249,278,3,CALLAGHAN,5457,84,815,1,2012,Ward 9
249,278,4,CALLAGHAN,5457,84,815,2,2012,Ward 9
249,278,5,CALLAGHAN,5457,84,815,2,2012,Ward 9
249,278,6,CALLAGHAN,5457,84,815,2,2012,Ward 9
249,278,7,CALLAGHAN,5457,84,815,3,2012,Ward 9
249,278,8,CALLAGHAN,5457,84,815,3,2012,Ward 9
249,278,9,CALLAGHAN,5457,84,815,3,2012,Ward 9
249,278,10,CALLAGHAN,5457,84,815,4,2012,Ward 9
249,278,11,CALLAGHAN,5457,84,815,4,2012,Ward 9
249,278,12,CALLAGHAN,5457,84,815,4,2012,Ward 9
250,427,1,CARTER CREST,5130,277,1020,1,2012,Ward 9
250,427,2,CARTER CREST,5130,277,1020,1,2012,Ward 9
250,427,3,CARTER CREST,5130,277,1020,1,2012,Ward 9
250,427,4,CARTER CREST,5130,277,1020,2,2012,Ward 9
250,427,5,CARTER CREST,5130,277,1020,2,2012,Ward 9
250,427,6,CARTER CREST,5130,277,1020,2,2012,Ward 9
250,427,7,CARTER CREST,5130,277,1020,3,2012,Ward 9
250,427,8,CARTER CREST,5130,277,1020,3,2012,Ward 9
250,427,9,CARTER CREST,5130,277,1020,3,2012,Ward 9
250,427,10,CARTER CREST,5130,277,1020,4,2012,Ward 9
250,427,11,CARTER CREST,5130,277,1020,4,2012,Ward 9
250,427,12,CARTER CREST,5130,277,1020,4,2012,Ward 9
251,55,1,CHAPPELLE AREA,5462,3,93,1,2012,Ward 9
251,55,2,CHAPPELLE AREA,5462,3,93,1,2012,Ward 9
251,55,3,CHAPPELLE AREA,5462,3,93,1,2012,Ward 9
251,55,4,CHAPPELLE AREA,5462,3,93,2,2012,Ward 9
251,55,5,CHAPPELLE AREA,5462,3,93,2,2012,Ward 9
251,55,6,CHAPPELLE AREA,5462,3,93,2,2012,Ward 9
251,55,7,CHAPPELLE AREA,5462,3,93,3,2012,Ward 9
251,55,8,CHAPPELLE AREA,5462,3,93,3,2012,Ward 9
251,55,9,CHAPPELLE AREA,5462,3,93,3,2012,Ward 9
251,55,10,CHAPPELLE AREA,5462,3,93,4,2012,Ward 9
251,55,11,CHAPPELLE AREA,5462,3,93,4,2012,Ward 9
251,55,12,CHAPPELLE AREA,5462,3,93,4,2012,Ward 9
252,0,1,DESROCHERS AREA,5463,0,0,1,2012,Ward 9
252,0,2,DESROCHERS AREA,5463,0,0,1,2012,Ward 9
252,0,3,DESROCHERS AREA,5463,0,0,1,2012,Ward 9
252,0,4,DESROCHERS AREA,5463,0,0,2,2012,Ward 9
252,0,5,DESROCHERS AREA,5463,0,0,2,2012,Ward 9
252,0,6,DESROCHERS AREA,5463,0,0,2,2012,Ward 9
252,0,7,DESROCHERS AREA,5463,0,0,3,2012,Ward 9
252,0,8,DESROCHERS AREA,5463,0,0,3,2012,Ward 9
252,0,9,DESROCHERS AREA,5463,0,0,3,2012,Ward 9
252,0,10,DESROCHERS AREA,5463,0,0,4,2012,Ward 9
252,0,11,DESROCHERS AREA,5463,0,0,4,2012,Ward 9
252,0,12,DESROCHERS AREA,5463,0,0,4,2012,Ward 9
253,471,1,FALCONER HEIGHTS,5190,208,1391,1,2012,Ward 9
253,471,2,FALCONER HEIGHTS,5190,208,1391,1,2012,Ward 9
253,471,3,FALCONER HEIGHTS,5190,208,1391,1,2012,Ward 9
253,471,4,FALCONER HEIGHTS,5190,208,1391,2,2012,Ward 9
253,471,5,FALCONER HEIGHTS,5190,208,1391,2,2012,Ward 9
253,471,6,FALCONER HEIGHTS,5190,208,1391,2,2012,Ward 9
253,471,7,FALCONER HEIGHTS,5190,208,1391,3,2012,Ward 9
253,471,8,FALCONER HEIGHTS,5190,208,1391,3,2012,Ward 9
253,471,9,FALCONER HEIGHTS,5190,208,1391,3,2012,Ward 9
253,471,10,FALCONER HEIGHTS,5190,208,1391,4,2012,Ward 9
253,471,11,FALCONER HEIGHTS,5190,208,1391,4,2012,Ward 9
253,471,12,FALCONER HEIGHTS,5190,208,1391,4,2012,Ward 9
254,1171,1,HADDOW,5610,288,2883,1,2012,Ward 9
254,1171,2,HADDOW,5610,288,2883,1,2012,Ward 9
254,1171,3,HADDOW,5610,288,2883,1,2012,Ward 9
254,1171,4,HADDOW,5610,288,2883,2,2012,Ward 9
254,1171,5,HADDOW,5610,288,2883,2,2012,Ward 9
254,1171,6,HADDOW,5610,288,2883,2,2012,Ward 9
254,1171,7,HADDOW,5610,288,2883,3,2012,Ward 9
254,1171,8,HADDOW,5610,288,2883,3,2012,Ward 9
254,1171,9,HADDOW,5610,288,2883,3,2012,Ward 9
254,1171,10,HADDOW,5610,288,2883,4,2012,Ward 9
254,1171,11,HADDOW,5610,288,2883,4,2012,Ward 9
254,1171,12,HADDOW,5610,288,2883,4,2012,Ward 9
255,444,1,HENDERSON ESTATES,5230,195,1254,1,2012,Ward 9
255,444,2,HENDERSON ESTATES,5230,195,1254,1,2012,Ward 9
255,444,3,HENDERSON ESTATES,5230,195,1254,1,2012,Ward 9
255,444,4,HENDERSON ESTATES,5230,195,1254,2,2012,Ward 9
255,444,5,HENDERSON ESTATES,5230,195,1254,2,2012,Ward 9
255,444,6,HENDERSON ESTATES,5230,195,1254,2,2012,Ward 9
255,444,7,HENDERSON ESTATES,5230,195,1254,3,2012,Ward 9
255,444,8,HENDERSON ESTATES,5230,195,1254,3,2012,Ward 9
255,444,9,HENDERSON ESTATES,5230,195,1254,3,2012,Ward 9
255,444,10,HENDERSON ESTATES,5230,195,1254,4,2012,Ward 9
255,444,11,HENDERSON ESTATES,5230,195,1254,4,2012,Ward 9
255,444,12,HENDERSON ESTATES,5230,195,1254,4,2012,Ward 9
256,0,1,HERITAGE VALLEY AREA,5456,0,0,1,2012,Ward 9
256,0,2,HERITAGE VALLEY AREA,5456,0,0,1,2012,Ward 9
256,0,3,HERITAGE VALLEY AREA,5456,0,0,1,2012,Ward 9
256,0,4,HERITAGE VALLEY AREA,5456,0,0,2,2012,Ward 9
256,0,5,HERITAGE VALLEY AREA,5456,0,0,2,2012,Ward 9
256,0,6,HERITAGE VALLEY AREA,5456,0,0,2,2012,Ward 9
256,0,7,HERITAGE VALLEY AREA,5456,0,0,3,2012,Ward 9
256,0,8,HERITAGE VALLEY AREA,5456,0,0,3,2012,Ward 9
256,0,9,HERITAGE VALLEY AREA,5456,0,0,3,2012,Ward 9
256,0,10,HERITAGE VALLEY AREA,5456,0,0,4,2012,Ward 9
256,0,11,HERITAGE VALLEY AREA,5456,0,0,4,2012,Ward 9
256,0,12,HERITAGE VALLEY AREA,5456,0,0,4,2012,Ward 9
257,0,1,HERITAGE VALLEY AREA EAST,5461,0,0,1,2012,Ward 9
257,0,2,HERITAGE VALLEY AREA EAST,5461,0,0,1,2012,Ward 9
257,0,3,HERITAGE VALLEY AREA EAST,5461,0,0,1,2012,Ward 9
257,0,4,HERITAGE VALLEY AREA EAST,5461,0,0,2,2012,Ward 9
257,0,5,HERITAGE VALLEY AREA EAST,5461,0,0,2,2012,Ward 9
257,0,6,HERITAGE VALLEY AREA EAST,5461,0,0,2,2012,Ward 9
257,0,7,HERITAGE VALLEY AREA EAST,5461,0,0,3,2012,Ward 9
257,0,8,HERITAGE VALLEY AREA EAST,5461,0,0,3,2012,Ward 9
257,0,9,HERITAGE VALLEY AREA EAST,5461,0,0,3,2012,Ward 9
257,0,10,HERITAGE VALLEY AREA EAST,5461,0,0,4,2012,Ward 9
257,0,11,HERITAGE VALLEY AREA EAST,5461,0,0,4,2012,Ward 9
257,0,12,HERITAGE VALLEY AREA EAST,5461,0,0,4,2012,Ward 9
258,0,1,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,2012,Ward 9
258,0,2,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,2012,Ward 9
258,0,3,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,2012,Ward 9
258,0,4,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,2012,Ward 9
258,0,5,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,2012,Ward 9
258,0,6,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,2012,Ward 9
258,0,7,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,2012,Ward 9
258,0,8,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,2012,Ward 9
258,0,9,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,2012,Ward 9
258,0,10,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,2012,Ward 9
258,0,11,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,2012,Ward 9
258,0,12,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,2012,Ward 9
259,412,1,HODGSON,5620,242,2000,1,2012,Ward 9
259,412,2,HODGSON,5620,242,2000,1,2012,Ward 9
259,412,3,HODGSON,5620,242,2000,1,2012,Ward 9
259,412,4,HODGSON,5620,242,2000,2,2012,Ward 9
259,412,5,HODGSON,5620,242,2000,2,2012,Ward 9
259,412,6,HODGSON,5620,242,2000,2,2012,Ward 9
259,412,7,HODGSON,5620,242,2000,3,2012,Ward 9
259,412,8,HODGSON,5620,242,2000,3,2012,Ward 9
259,412,9,HODGSON,5620,242,2000,3,2012,Ward 9
259,412,10,HODGSON,5620,242,2000,4,2012,Ward 9
259,412,11,HODGSON,5620,242,2000,4,2012,Ward 9
259,412,12,HODGSON,5620,242,2000,4,2012,Ward 9
260,667,1,LEGER,5630,207,1690,1,2012,Ward 9
260,667,2,LEGER,5630,207,1690,1,2012,Ward 9
260,667,3,LEGER,5630,207,1690,1,2012,Ward 9
260,667,4,LEGER,5630,207,1690,2,2012,Ward 9
260,667,5,LEGER,5630,207,1690,2,2012,Ward 9
260,667,6,LEGER,5630,207,1690,2,2012,Ward 9
260,667,7,LEGER,5630,207,1690,3,2012,Ward 9
260,667,8,LEGER,5630,207,1690,3,2012,Ward 9
260,667,9,LEGER,5630,207,1690,3,2012,Ward 9
260,667,10,LEGER,5630,207,1690,4,2012,Ward 9
260,667,11,LEGER,5630,207,1690,4,2012,Ward 9
260,667,12,LEGER,5630,207,1690,4,2012,Ward 9
261,1039,1,MACEWAN,5452,402,4188,1,2012,Ward 9
261,1039,2,MACEWAN,5452,402,4188,1,2012,Ward 9
261,1039,3,MACEWAN,5452,402,4188,1,2012,Ward 9
261,1039,4,MACEWAN,5452,402,4188,2,2012,Ward 9
261,1039,5,MACEWAN,5452,402,4188,2,2012,Ward 9
261,1039,6,MACEWAN,5452,402,4188,2,2012,Ward 9
261,1039,7,MACEWAN,5452,402,4188,3,2012,Ward 9
261,1039,8,MACEWAN,5452,402,4188,3,2012,Ward 9
261,1039,9,MACEWAN,5452,402,4188,3,2012,Ward 9
261,1039,10,MACEWAN,5452,402,4188,4,2012,Ward 9
261,1039,11,MACEWAN,5452,402,4188,4,2012,Ward 9
261,1039,12,MACEWAN,5452,402,4188,4,2012,Ward 9
262,400,1,MACTAGGART,5477,209,1078,1,2012,Ward 9
262,400,2,MACTAGGART,5477,209,1078,1,2012,Ward 9
262,400,3,MACTAGGART,5477,209,1078,1,2012,Ward 9
262,400,4,MACTAGGART,5477,209,1078,2,2012,Ward 9
262,400,5,MACTAGGART,5477,209,1078,2,2012,Ward 9
262,400,6,MACTAGGART,5477,209,1078,2,2012,Ward 9
262,400,7,MACTAGGART,5477,209,1078,3,2012,Ward 9
262,400,8,MACTAGGART,5477,209,1078,3,2012,Ward 9
262,400,9,MACTAGGART,5477,209,1078,3,2012,Ward 9
262,400,10,MACTAGGART,5477,209,1078,4,2012,Ward 9
262,400,11,MACTAGGART,5477,209,1078,4,2012,Ward 9
262,400,12,MACTAGGART,5477,209,1078,4,2012,Ward 9
263,602,1,MAGRATH HEIGHTS,5476,308,1900,1,2012,Ward 9
263,602,2,MAGRATH HEIGHTS,5476,308,1900,1,2012,Ward 9
263,602,3,MAGRATH HEIGHTS,5476,308,1900,1,2012,Ward 9
263,602,4,MAGRATH HEIGHTS,5476,308,1900,2,2012,Ward 9
263,602,5,MAGRATH HEIGHTS,5476,308,1900,2,2012,Ward 9
263,602,6,MAGRATH HEIGHTS,5476,308,1900,2,2012,Ward 9
263,602,7,MAGRATH HEIGHTS,5476,308,1900,3,2012,Ward 9
263,602,8,MAGRATH HEIGHTS,5476,308,1900,3,2012,Ward 9
263,602,9,MAGRATH HEIGHTS,5476,308,1900,3,2012,Ward 9
263,602,10,MAGRATH HEIGHTS,5476,308,1900,4,2012,Ward 9
263,602,11,MAGRATH HEIGHTS,5476,308,1900,4,2012,Ward 9
263,602,12,MAGRATH HEIGHTS,5476,308,1900,4,2012,Ward 9
264,192,1,OGILVIE RIDGE,5300,126,683,1,2012,Ward 9
264,192,2,OGILVIE RIDGE,5300,126,683,1,2012,Ward 9
264,192,3,OGILVIE RIDGE,5300,126,683,1,2012,Ward 9
264,192,4,OGILVIE RIDGE,5300,126,683,2,2012,Ward 9
264,192,5,OGILVIE RIDGE,5300,126,683,2,2012,Ward 9
264,192,6,OGILVIE RIDGE,5300,126,683,2,2012,Ward 9
264,192,7,OGILVIE RIDGE,5300,126,683,3,2012,Ward 9
264,192,8,OGILVIE RIDGE,5300,126,683,3,2012,Ward 9
264,192,9,OGILVIE RIDGE,5300,126,683,3,2012,Ward 9
264,192,10,OGILVIE RIDGE,5300,126,683,4,2012,Ward 9
264,192,11,OGILVIE RIDGE,5300,126,683,4,2012,Ward 9
264,192,12,OGILVIE RIDGE,5300,126,683,4,2012,Ward 9
265,783,1,RAMSAY HEIGHTS,5340,126,2440,1,2012,Ward 9
265,783,2,RAMSAY HEIGHTS,5340,126,2440,1,2012,Ward 9
265,783,3,RAMSAY HEIGHTS,5340,126,2440,1,2012,Ward 9
265,783,4,RAMSAY HEIGHTS,5340,126,2440,2,2012,Ward 9
265,783,5,RAMSAY HEIGHTS,5340,126,2440,2,2012,Ward 9
265,783,6,RAMSAY HEIGHTS,5340,126,2440,2,2012,Ward 9
265,783,7,RAMSAY HEIGHTS,5340,126,2440,3,2012,Ward 9
265,783,8,RAMSAY HEIGHTS,5340,126,2440,3,2012,Ward 9
265,783,9,RAMSAY HEIGHTS,5340,126,2440,3,2012,Ward 9
265,783,10,RAMSAY HEIGHTS,5340,126,2440,4,2012,Ward 9
265,783,11,RAMSAY HEIGHTS,5340,126,2440,4,2012,Ward 9
265,783,12,RAMSAY HEIGHTS,5340,126,2440,4,2012,Ward 9
266,883,1,RHATIGAN RIDGE,5350,190,2179,1,2012,Ward 9
266,883,2,RHATIGAN RIDGE,5350,190,2179,1,2012,Ward 9
266,883,3,RHATIGAN RIDGE,5350,190,2179,1,2012,Ward 9
266,883,4,RHATIGAN RIDGE,5350,190,2179,2,2012,Ward 9
266,883,5,RHATIGAN RIDGE,5350,190,2179,2,2012,Ward 9
266,883,6,RHATIGAN RIDGE,5350,190,2179,2,2012,Ward 9
266,883,7,RHATIGAN RIDGE,5350,190,2179,3,2012,Ward 9
266,883,8,RHATIGAN RIDGE,5350,190,2179,3,2012,Ward 9
266,883,9,RHATIGAN RIDGE,5350,190,2179,3,2012,Ward 9
266,883,10,RHATIGAN RIDGE,5350,190,2179,4,2012,Ward 9
266,883,11,RHATIGAN RIDGE,5350,190,2179,4,2012,Ward 9
266,883,12,RHATIGAN RIDGE,5350,190,2179,4,2012,Ward 9
267,60,1,RICHFORD,5451,98,372,1,2012,Ward 9
267,60,2,RICHFORD,5451,98,372,1,2012,Ward 9
267,60,3,RICHFORD,5451,98,372,1,2012,Ward 9
267,60,4,RICHFORD,5451,98,372,2,2012,Ward 9
267,60,5,RICHFORD,5451,98,372,2,2012,Ward 9
267,60,6,RICHFORD,5451,98,372,2,2012,Ward 9
267,60,7,RICHFORD,5451,98,372,3,2012,Ward 9
267,60,8,RICHFORD,5451,98,372,3,2012,Ward 9
267,60,9,RICHFORD,5451,98,372,3,2012,Ward 9
267,60,10,RICHFORD,5451,98,372,4,2012,Ward 9
267,60,11,RICHFORD,5451,98,372,4,2012,Ward 9
267,60,12,RICHFORD,5451,98,372,4,2012,Ward 9
268,0,1,RIVER VALLEY FORT EDMONTON,5401,0,0,1,2012,Ward 9
268,0,2,RIVER VALLEY FORT EDMONTON,5401,0,0,1,2012,Ward 9
268,0,3,RIVER VALLEY FORT EDMONTON,5401,0,0,1,2012,Ward 9
268,0,4,RIVER VALLEY FORT EDMONTON,5401,0,0,2,2012,Ward 9
268,0,5,RIVER VALLEY FORT EDMONTON,5401,0,0,2,2012,Ward 9
268,0,6,RIVER VALLEY FORT EDMONTON,5401,0,0,2,2012,Ward 9
268,0,7,RIVER VALLEY FORT EDMONTON,5401,0,0,3,2012,Ward 9
268,0,8,RIVER VALLEY FORT EDMONTON,5401,0,0,3,2012,Ward 9
268,0,9,RIVER VALLEY FORT EDMONTON,5401,0,0,3,2012,Ward 9
268,0,10,RIVER VALLEY FORT EDMONTON,5401,0,0,4,2012,Ward 9
268,0,11,RIVER VALLEY FORT EDMONTON,5401,0,0,4,2012,Ward 9
268,0,12,RIVER VALLEY FORT EDMONTON,5401,0,0,4,2012,Ward 9
269,0,1,RIVER VALLEY TERWILLEGAR,5380,0,0,1,2012,Ward 9
269,0,2,RIVER VALLEY TERWILLEGAR,5380,0,0,1,2012,Ward 9
269,0,3,RIVER VALLEY TERWILLEGAR,5380,0,0,1,2012,Ward 9
269,0,4,RIVER VALLEY TERWILLEGAR,5380,0,0,2,2012,Ward 9
269,0,5,RIVER VALLEY TERWILLEGAR,5380,0,0,2,2012,Ward 9
269,0,6,RIVER VALLEY TERWILLEGAR,5380,0,0,2,2012,Ward 9
269,0,7,RIVER VALLEY TERWILLEGAR,5380,0,0,3,2012,Ward 9
269,0,8,RIVER VALLEY TERWILLEGAR,5380,0,0,3,2012,Ward 9
269,0,9,RIVER VALLEY TERWILLEGAR,5380,0,0,3,2012,Ward 9
269,0,10,RIVER VALLEY TERWILLEGAR,5380,0,0,4,2012,Ward 9
269,0,11,RIVER VALLEY TERWILLEGAR,5380,0,0,4,2012,Ward 9
269,0,12,RIVER VALLEY TERWILLEGAR,5380,0,0,4,2012,Ward 9
270,0,1,RIVER VALLEY WINDERMERE,5405,0,0,1,2012,Ward 9
270,0,2,RIVER VALLEY WINDERMERE,5405,0,0,1,2012,Ward 9
270,0,3,RIVER VALLEY WINDERMERE,5405,0,0,1,2012,Ward 9
270,0,4,RIVER VALLEY WINDERMERE,5405,0,0,2,2012,Ward 9
270,0,5,RIVER VALLEY WINDERMERE,5405,0,0,2,2012,Ward 9
