,Month,Neighbourhood Name,Neighbourhood Number,No Longer In Use,Occupied,Quarter,Unoccupied,Year,﻿Ward
285,4,CALGARY TRAIL SOUTH,5120,0,0,2,0,2012,Ward 10
285,5,CALGARY TRAIL SOUTH,5120,0,0,2,0,2012,Ward 10
285,6,CALGARY TRAIL SOUTH,5120,0,0,2,0,2012,Ward 10
285,7,CALGARY TRAIL SOUTH,5120,0,0,3,0,2012,Ward 10
285,8,CALGARY TRAIL SOUTH,5120,0,0,3,0,2012,Ward 10
285,9,CALGARY TRAIL SOUTH,5120,0,0,3,0,2012,Ward 10
285,10,CALGARY TRAIL SOUTH,5120,0,0,4,0,2012,Ward 10
285,11,CALGARY TRAIL SOUTH,5120,0,0,4,0,2012,Ward 10
285,12,CALGARY TRAIL SOUTH,5120,0,0,4,0,2012,Ward 10
286,1,DUGGAN,5160,19,1712,1,56,2012,Ward 10
286,2,DUGGAN,5160,19,1712,1,56,2012,Ward 10
286,3,DUGGAN,5160,19,1712,1,56,2012,Ward 10
286,4,DUGGAN,5160,19,1712,2,56,2012,Ward 10
286,5,DUGGAN,5160,19,1712,2,56,2012,Ward 10
286,6,DUGGAN,5160,19,1712,2,56,2012,Ward 10
286,7,DUGGAN,5160,19,1712,3,56,2012,Ward 10
286,8,DUGGAN,5160,19,1712,3,56,2012,Ward 10
286,9,DUGGAN,5160,19,1712,3,56,2012,Ward 10
286,10,DUGGAN,5160,19,1712,4,56,2012,Ward 10
286,11,DUGGAN,5160,19,1712,4,56,2012,Ward 10
286,12,DUGGAN,5160,19,1712,4,56,2012,Ward 10
287,1,EMPIRE PARK,5170,6,2401,1,60,2012,Ward 10
287,2,EMPIRE PARK,5170,6,2401,1,60,2012,Ward 10
287,3,EMPIRE PARK,5170,6,2401,1,60,2012,Ward 10
287,4,EMPIRE PARK,5170,6,2401,2,60,2012,Ward 10
287,5,EMPIRE PARK,5170,6,2401,2,60,2012,Ward 10
287,6,EMPIRE PARK,5170,6,2401,2,60,2012,Ward 10
287,7,EMPIRE PARK,5170,6,2401,3,60,2012,Ward 10
287,8,EMPIRE PARK,5170,6,2401,3,60,2012,Ward 10
287,9,EMPIRE PARK,5170,6,2401,3,60,2012,Ward 10
287,10,EMPIRE PARK,5170,6,2401,4,60,2012,Ward 10
287,11,EMPIRE PARK,5170,6,2401,4,60,2012,Ward 10
287,12,EMPIRE PARK,5170,6,2401,4,60,2012,Ward 10
288,1,ERMINESKIN,5180,42,2499,1,208,2012,Ward 10
288,2,ERMINESKIN,5180,42,2499,1,208,2012,Ward 10
288,3,ERMINESKIN,5180,42,2499,1,208,2012,Ward 10
288,4,ERMINESKIN,5180,42,2499,2,208,2012,Ward 10
288,5,ERMINESKIN,5180,42,2499,2,208,2012,Ward 10
288,6,ERMINESKIN,5180,42,2499,2,208,2012,Ward 10
288,7,ERMINESKIN,5180,42,2499,3,208,2012,Ward 10
288,8,ERMINESKIN,5180,42,2499,3,208,2012,Ward 10
288,9,ERMINESKIN,5180,42,2499,3,208,2012,Ward 10
288,10,ERMINESKIN,5180,42,2499,4,208,2012,Ward 10
288,11,ERMINESKIN,5180,42,2499,4,208,2012,Ward 10
288,12,ERMINESKIN,5180,42,2499,4,208,2012,Ward 10
289,1,GRANDVIEW HEIGHTS,5210,1,352,1,13,2012,Ward 10
289,2,GRANDVIEW HEIGHTS,5210,1,352,1,13,2012,Ward 10
289,3,GRANDVIEW HEIGHTS,5210,1,352,1,13,2012,Ward 10
289,4,GRANDVIEW HEIGHTS,5210,1,352,2,13,2012,Ward 10
289,5,GRANDVIEW HEIGHTS,5210,1,352,2,13,2012,Ward 10
289,6,GRANDVIEW HEIGHTS,5210,1,352,2,13,2012,Ward 10
289,7,GRANDVIEW HEIGHTS,5210,1,352,3,13,2012,Ward 10
289,8,GRANDVIEW HEIGHTS,5210,1,352,3,13,2012,Ward 10
289,9,GRANDVIEW HEIGHTS,5210,1,352,3,13,2012,Ward 10
289,10,GRANDVIEW HEIGHTS,5210,1,352,4,13,2012,Ward 10
289,11,GRANDVIEW HEIGHTS,5210,1,352,4,13,2012,Ward 10
289,12,GRANDVIEW HEIGHTS,5210,1,352,4,13,2012,Ward 10
290,1,GREENFIELD,5220,2,1356,1,72,2012,Ward 10
290,2,GREENFIELD,5220,2,1356,1,72,2012,Ward 10
290,3,GREENFIELD,5220,2,1356,1,72,2012,Ward 10
290,4,GREENFIELD,5220,2,1356,2,72,2012,Ward 10
290,5,GREENFIELD,5220,2,1356,2,72,2012,Ward 10
290,6,GREENFIELD,5220,2,1356,2,72,2012,Ward 10
290,7,GREENFIELD,5220,2,1356,3,72,2012,Ward 10
290,8,GREENFIELD,5220,2,1356,3,72,2012,Ward 10
290,9,GREENFIELD,5220,2,1356,3,72,2012,Ward 10
290,10,GREENFIELD,5220,2,1356,4,72,2012,Ward 10
290,11,GREENFIELD,5220,2,1356,4,72,2012,Ward 10
290,12,GREENFIELD,5220,2,1356,4,72,2012,Ward 10
291,1,KEHEEWIN,5250,12,1191,1,48,2012,Ward 10
291,2,KEHEEWIN,5250,12,1191,1,48,2012,Ward 10
291,3,KEHEEWIN,5250,12,1191,1,48,2012,Ward 10
291,4,KEHEEWIN,5250,12,1191,2,48,2012,Ward 10
291,5,KEHEEWIN,5250,12,1191,2,48,2012,Ward 10
291,6,KEHEEWIN,5250,12,1191,2,48,2012,Ward 10
291,7,KEHEEWIN,5250,12,1191,3,48,2012,Ward 10
291,8,KEHEEWIN,5250,12,1191,3,48,2012,Ward 10
291,9,KEHEEWIN,5250,12,1191,3,48,2012,Ward 10
291,10,KEHEEWIN,5250,12,1191,4,48,2012,Ward 10
291,11,KEHEEWIN,5250,12,1191,4,48,2012,Ward 10
291,12,KEHEEWIN,5250,12,1191,4,48,2012,Ward 10
292,1,LANSDOWNE,5260,7,530,1,15,2012,Ward 10
292,2,LANSDOWNE,5260,7,530,1,15,2012,Ward 10
292,3,LANSDOWNE,5260,7,530,1,15,2012,Ward 10
292,4,LANSDOWNE,5260,7,530,2,15,2012,Ward 10
292,5,LANSDOWNE,5260,7,530,2,15,2012,Ward 10
292,6,LANSDOWNE,5260,7,530,2,15,2012,Ward 10
292,7,LANSDOWNE,5260,7,530,3,15,2012,Ward 10
292,8,LANSDOWNE,5260,7,530,3,15,2012,Ward 10
292,9,LANSDOWNE,5260,7,530,3,15,2012,Ward 10
292,10,LANSDOWNE,5260,7,530,4,15,2012,Ward 10
292,11,LANSDOWNE,5260,7,530,4,15,2012,Ward 10
292,12,LANSDOWNE,5260,7,530,4,15,2012,Ward 10
293,1,LENDRUM PLACE,5270,10,805,1,31,2012,Ward 10
293,2,LENDRUM PLACE,5270,10,805,1,31,2012,Ward 10
293,3,LENDRUM PLACE,5270,10,805,1,31,2012,Ward 10
293,4,LENDRUM PLACE,5270,10,805,2,31,2012,Ward 10
293,5,LENDRUM PLACE,5270,10,805,2,31,2012,Ward 10
293,6,LENDRUM PLACE,5270,10,805,2,31,2012,Ward 10
293,7,LENDRUM PLACE,5270,10,805,3,31,2012,Ward 10
293,8,LENDRUM PLACE,5270,10,805,3,31,2012,Ward 10
293,9,LENDRUM PLACE,5270,10,805,3,31,2012,Ward 10
293,10,LENDRUM PLACE,5270,10,805,4,31,2012,Ward 10
293,11,LENDRUM PLACE,5270,10,805,4,31,2012,Ward 10
293,12,LENDRUM PLACE,5270,10,805,4,31,2012,Ward 10
294,1,MALMO PLAINS,5280,18,1258,1,29,2012,Ward 10
294,2,MALMO PLAINS,5280,18,1258,1,29,2012,Ward 10
294,3,MALMO PLAINS,5280,18,1258,1,29,2012,Ward 10
294,4,MALMO PLAINS,5280,18,1258,2,29,2012,Ward 10
294,5,MALMO PLAINS,5280,18,1258,2,29,2012,Ward 10
294,6,MALMO PLAINS,5280,18,1258,2,29,2012,Ward 10
294,7,MALMO PLAINS,5280,18,1258,3,29,2012,Ward 10
294,8,MALMO PLAINS,5280,18,1258,3,29,2012,Ward 10
294,9,MALMO PLAINS,5280,18,1258,3,29,2012,Ward 10
294,10,MALMO PLAINS,5280,18,1258,4,29,2012,Ward 10
294,11,MALMO PLAINS,5280,18,1258,4,29,2012,Ward 10
294,12,MALMO PLAINS,5280,18,1258,4,29,2012,Ward 10
295,1,PARKALLEN,5310,38,1027,1,74,2012,Ward 10
295,2,PARKALLEN,5310,38,1027,1,74,2012,Ward 10
295,3,PARKALLEN,5310,38,1027,1,74,2012,Ward 10
295,4,PARKALLEN,5310,38,1027,2,74,2012,Ward 10
295,5,PARKALLEN,5310,38,1027,2,74,2012,Ward 10
295,6,PARKALLEN,5310,38,1027,2,74,2012,Ward 10
295,7,PARKALLEN,5310,38,1027,3,74,2012,Ward 10
295,8,PARKALLEN,5310,38,1027,3,74,2012,Ward 10
295,9,PARKALLEN,5310,38,1027,3,74,2012,Ward 10
295,10,PARKALLEN,5310,38,1027,4,74,2012,Ward 10
295,11,PARKALLEN,5310,38,1027,4,74,2012,Ward 10
295,12,PARKALLEN,5310,38,1027,4,74,2012,Ward 10
296,1,PLEASANTVIEW,5320,37,1783,1,256,2012,Ward 10
296,2,PLEASANTVIEW,5320,37,1783,1,256,2012,Ward 10
296,3,PLEASANTVIEW,5320,37,1783,1,256,2012,Ward 10
296,4,PLEASANTVIEW,5320,37,1783,2,256,2012,Ward 10
296,5,PLEASANTVIEW,5320,37,1783,2,256,2012,Ward 10
296,6,PLEASANTVIEW,5320,37,1783,2,256,2012,Ward 10
296,7,PLEASANTVIEW,5320,37,1783,3,256,2012,Ward 10
296,8,PLEASANTVIEW,5320,37,1783,3,256,2012,Ward 10
296,9,PLEASANTVIEW,5320,37,1783,3,256,2012,Ward 10
296,10,PLEASANTVIEW,5320,37,1783,4,256,2012,Ward 10
296,11,PLEASANTVIEW,5320,37,1783,4,256,2012,Ward 10
296,12,PLEASANTVIEW,5320,37,1783,4,256,2012,Ward 10
297,1,RIDEAU PARK,5360,6,1119,1,11,2012,Ward 10
297,2,RIDEAU PARK,5360,6,1119,1,11,2012,Ward 10
297,3,RIDEAU PARK,5360,6,1119,1,11,2012,Ward 10
297,4,RIDEAU PARK,5360,6,1119,2,11,2012,Ward 10
297,5,RIDEAU PARK,5360,6,1119,2,11,2012,Ward 10
297,6,RIDEAU PARK,5360,6,1119,2,11,2012,Ward 10
297,7,RIDEAU PARK,5360,6,1119,3,11,2012,Ward 10
297,8,RIDEAU PARK,5360,6,1119,3,11,2012,Ward 10
297,9,RIDEAU PARK,5360,6,1119,3,11,2012,Ward 10
297,10,RIDEAU PARK,5360,6,1119,4,11,2012,Ward 10
297,11,RIDEAU PARK,5360,6,1119,4,11,2012,Ward 10
297,12,RIDEAU PARK,5360,6,1119,4,11,2012,Ward 10
298,1,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2012,Ward 10
298,2,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2012,Ward 10
298,3,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2012,Ward 10
298,4,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2012,Ward 10
298,5,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2012,Ward 10
298,6,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2012,Ward 10
298,7,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2012,Ward 10
298,8,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2012,Ward 10
298,9,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2012,Ward 10
298,10,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2012,Ward 10
298,11,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2012,Ward 10
298,12,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2012,Ward 10
299,1,ROSEDALE INDUSTRIAL,6650,0,0,1,0,2012,Ward 10
299,2,ROSEDALE INDUSTRIAL,6650,0,0,1,0,2012,Ward 10
299,3,ROSEDALE INDUSTRIAL,6650,0,0,1,0,2012,Ward 10
299,4,ROSEDALE INDUSTRIAL,6650,0,0,2,0,2012,Ward 10
299,5,ROSEDALE INDUSTRIAL,6650,0,0,2,0,2012,Ward 10
299,6,ROSEDALE INDUSTRIAL,6650,0,0,2,0,2012,Ward 10
299,7,ROSEDALE INDUSTRIAL,6650,0,0,3,0,2012,Ward 10
299,8,ROSEDALE INDUSTRIAL,6650,0,0,3,0,2012,Ward 10
299,9,ROSEDALE INDUSTRIAL,6650,0,0,3,0,2012,Ward 10
299,10,ROSEDALE INDUSTRIAL,6650,0,0,4,0,2012,Ward 10
299,11,ROSEDALE INDUSTRIAL,6650,0,0,4,0,2012,Ward 10
299,12,ROSEDALE INDUSTRIAL,6650,0,0,4,0,2012,Ward 10
300,1,ROYAL GARDENS,5430,16,1404,1,41,2012,Ward 10
300,2,ROYAL GARDENS,5430,16,1404,1,41,2012,Ward 10
300,3,ROYAL GARDENS,5430,16,1404,1,41,2012,Ward 10
300,4,ROYAL GARDENS,5430,16,1404,2,41,2012,Ward 10
300,5,ROYAL GARDENS,5430,16,1404,2,41,2012,Ward 10
300,6,ROYAL GARDENS,5430,16,1404,2,41,2012,Ward 10
300,7,ROYAL GARDENS,5430,16,1404,3,41,2012,Ward 10
300,8,ROYAL GARDENS,5430,16,1404,3,41,2012,Ward 10
300,9,ROYAL GARDENS,5430,16,1404,3,41,2012,Ward 10
300,10,ROYAL GARDENS,5430,16,1404,4,41,2012,Ward 10
300,11,ROYAL GARDENS,5430,16,1404,4,41,2012,Ward 10
300,12,ROYAL GARDENS,5430,16,1404,4,41,2012,Ward 10
301,1,SKYRATTLER,5460,104,1051,1,17,2012,Ward 10
301,2,SKYRATTLER,5460,104,1051,1,17,2012,Ward 10
301,3,SKYRATTLER,5460,104,1051,1,17,2012,Ward 10
301,4,SKYRATTLER,5460,104,1051,2,17,2012,Ward 10
301,5,SKYRATTLER,5460,104,1051,2,17,2012,Ward 10
301,6,SKYRATTLER,5460,104,1051,2,17,2012,Ward 10
301,7,SKYRATTLER,5460,104,1051,3,17,2012,Ward 10
301,8,SKYRATTLER,5460,104,1051,3,17,2012,Ward 10
301,9,SKYRATTLER,5460,104,1051,3,17,2012,Ward 10
301,10,SKYRATTLER,5460,104,1051,4,17,2012,Ward 10
301,11,SKYRATTLER,5460,104,1051,4,17,2012,Ward 10
301,12,SKYRATTLER,5460,104,1051,4,17,2012,Ward 10
302,1,STEINHAUER,5470,2,775,1,11,2012,Ward 10
302,2,STEINHAUER,5470,2,775,1,11,2012,Ward 10
302,3,STEINHAUER,5470,2,775,1,11,2012,Ward 10
302,4,STEINHAUER,5470,2,775,2,11,2012,Ward 10
302,5,STEINHAUER,5470,2,775,2,11,2012,Ward 10
302,6,STEINHAUER,5470,2,775,2,11,2012,Ward 10
302,7,STEINHAUER,5470,2,775,3,11,2012,Ward 10
302,8,STEINHAUER,5470,2,775,3,11,2012,Ward 10
302,9,STEINHAUER,5470,2,775,3,11,2012,Ward 10
302,10,STEINHAUER,5470,2,775,4,11,2012,Ward 10
302,11,STEINHAUER,5470,2,775,4,11,2012,Ward 10
302,12,STEINHAUER,5470,2,775,4,11,2012,Ward 10
303,1,SWEET GRASS,5490,3,1039,1,14,2012,Ward 10
303,2,SWEET GRASS,5490,3,1039,1,14,2012,Ward 10
303,3,SWEET GRASS,5490,3,1039,1,14,2012,Ward 10
303,4,SWEET GRASS,5490,3,1039,2,14,2012,Ward 10
303,5,SWEET GRASS,5490,3,1039,2,14,2012,Ward 10
303,6,SWEET GRASS,5490,3,1039,2,14,2012,Ward 10
303,7,SWEET GRASS,5490,3,1039,3,14,2012,Ward 10
303,8,SWEET GRASS,5490,3,1039,3,14,2012,Ward 10
303,9,SWEET GRASS,5490,3,1039,3,14,2012,Ward 10
303,10,SWEET GRASS,5490,3,1039,4,14,2012,Ward 10
303,11,SWEET GRASS,5490,3,1039,4,14,2012,Ward 10
303,12,SWEET GRASS,5490,3,1039,4,14,2012,Ward 10
304,1,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2012,Ward 10
304,2,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2012,Ward 10
304,3,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2012,Ward 10
304,4,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2012,Ward 10
304,5,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2012,Ward 10
304,6,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2012,Ward 10
304,7,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,2012,Ward 10
304,8,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,2012,Ward 10
304,9,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,2012,Ward 10
304,10,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,2012,Ward 10
304,11,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,2012,Ward 10
304,12,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,2012,Ward 10
305,1,WESTBROOK ESTATES,5540,3,478,1,18,2012,Ward 10
305,2,WESTBROOK ESTATES,5540,3,478,1,18,2012,Ward 10
305,3,WESTBROOK ESTATES,5540,3,478,1,18,2012,Ward 10
305,4,WESTBROOK ESTATES,5540,3,478,2,18,2012,Ward 10
305,5,WESTBROOK ESTATES,5540,3,478,2,18,2012,Ward 10
305,6,WESTBROOK ESTATES,5540,3,478,2,18,2012,Ward 10
305,7,WESTBROOK ESTATES,5540,3,478,3,18,2012,Ward 10
305,8,WESTBROOK ESTATES,5540,3,478,3,18,2012,Ward 10
305,9,WESTBROOK ESTATES,5540,3,478,3,18,2012,Ward 10
305,10,WESTBROOK ESTATES,5540,3,478,4,18,2012,Ward 10
305,11,WESTBROOK ESTATES,5540,3,478,4,18,2012,Ward 10
305,12,WESTBROOK ESTATES,5540,3,478,4,18,2012,Ward 10
306,1,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,2012,Ward 10
306,2,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,2012,Ward 10
306,3,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,2012,Ward 10
306,4,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,2012,Ward 10
306,5,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,2012,Ward 10
306,6,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,2012,Ward 10
306,7,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,2012,Ward 10
306,8,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,2012,Ward 10
306,9,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,2012,Ward 10
306,10,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,2012,Ward 10
306,11,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,2012,Ward 10
306,12,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,2012,Ward 10
307,1,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,2012,Ward 10
307,2,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,2012,Ward 10
307,3,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,2012,Ward 10
307,4,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,0,2012,Ward 10
307,5,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,0,2012,Ward 10
307,6,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,0,2012,Ward 10
307,7,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,0,2012,Ward 10
307,8,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,0,2012,Ward 10
307,9,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,0,2012,Ward 10
307,10,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,0,2012,Ward 10
307,11,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,0,2012,Ward 10
307,12,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,0,2012,Ward 10
308,1,ARGYLL,6010,8,344,1,2,2012,Ward 11
308,2,ARGYLL,6010,8,344,1,2,2012,Ward 11
308,3,ARGYLL,6010,8,344,1,2,2012,Ward 11
308,4,ARGYLL,6010,8,344,2,2,2012,Ward 11
308,5,ARGYLL,6010,8,344,2,2,2012,Ward 11
308,6,ARGYLL,6010,8,344,2,2,2012,Ward 11
308,7,ARGYLL,6010,8,344,3,2,2012,Ward 11
308,8,ARGYLL,6010,8,344,3,2,2012,Ward 11
308,9,ARGYLL,6010,8,344,3,2,2012,Ward 11
308,10,ARGYLL,6010,8,344,4,2,2012,Ward 11
308,11,ARGYLL,6010,8,344,4,2,2012,Ward 11
308,12,ARGYLL,6010,8,344,4,2,2012,Ward 11
309,1,AVONMORE,6020,15,972,1,30,2012,Ward 11
309,2,AVONMORE,6020,15,972,1,30,2012,Ward 11
309,3,AVONMORE,6020,15,972,1,30,2012,Ward 11
309,4,AVONMORE,6020,15,972,2,30,2012,Ward 11
309,5,AVONMORE,6020,15,972,2,30,2012,Ward 11
309,6,AVONMORE,6020,15,972,2,30,2012,Ward 11
309,7,AVONMORE,6020,15,972,3,30,2012,Ward 11
309,8,AVONMORE,6020,15,972,3,30,2012,Ward 11
309,9,AVONMORE,6020,15,972,3,30,2012,Ward 11
309,10,AVONMORE,6020,15,972,4,30,2012,Ward 11
309,11,AVONMORE,6020,15,972,4,30,2012,Ward 11
309,12,AVONMORE,6020,15,972,4,30,2012,Ward 11
310,1,CORONET ADDITION INDUSTRIAL,6090,0,0,1,0,2012,Ward 11
310,2,CORONET ADDITION INDUSTRIAL,6090,0,0,1,0,2012,Ward 11
310,3,CORONET ADDITION INDUSTRIAL,6090,0,0,1,0,2012,Ward 11
310,4,CORONET ADDITION INDUSTRIAL,6090,0,0,2,0,2012,Ward 11
310,5,CORONET ADDITION INDUSTRIAL,6090,0,0,2,0,2012,Ward 11
310,6,CORONET ADDITION INDUSTRIAL,6090,0,0,2,0,2012,Ward 11
310,7,CORONET ADDITION INDUSTRIAL,6090,0,0,3,0,2012,Ward 11
310,8,CORONET ADDITION INDUSTRIAL,6090,0,0,3,0,2012,Ward 11
310,9,CORONET ADDITION INDUSTRIAL,6090,0,0,3,0,2012,Ward 11
310,10,CORONET ADDITION INDUSTRIAL,6090,0,0,4,0,2012,Ward 11
310,11,CORONET ADDITION INDUSTRIAL,6090,0,0,4,0,2012,Ward 11
310,12,CORONET ADDITION INDUSTRIAL,6090,0,0,4,0,2012,Ward 11
311,1,CORONET INDUSTRIAL,6100,0,0,1,0,2012,Ward 11
311,2,CORONET INDUSTRIAL,6100,0,0,1,0,2012,Ward 11
311,3,CORONET INDUSTRIAL,6100,0,0,1,0,2012,Ward 11
311,4,CORONET INDUSTRIAL,6100,0,0,2,0,2012,Ward 11
311,5,CORONET INDUSTRIAL,6100,0,0,2,0,2012,Ward 11
311,6,CORONET INDUSTRIAL,6100,0,0,2,0,2012,Ward 11
311,7,CORONET INDUSTRIAL,6100,0,0,3,0,2012,Ward 11
311,8,CORONET INDUSTRIAL,6100,0,0,3,0,2012,Ward 11
311,9,CORONET INDUSTRIAL,6100,0,0,3,0,2012,Ward 11
311,10,CORONET INDUSTRIAL,6100,0,0,4,0,2012,Ward 11
311,11,CORONET INDUSTRIAL,6100,0,0,4,0,2012,Ward 11
311,12,CORONET INDUSTRIAL,6100,0,0,4,0,2012,Ward 11
312,1,CPR IRVINE,6110,0,0,1,0,2012,Ward 11
312,2,CPR IRVINE,6110,0,0,1,0,2012,Ward 11
312,3,CPR IRVINE,6110,0,0,1,0,2012,Ward 11
312,4,CPR IRVINE,6110,0,0,2,0,2012,Ward 11
312,5,CPR IRVINE,6110,0,0,2,0,2012,Ward 11
312,6,CPR IRVINE,6110,0,0,2,0,2012,Ward 11
312,7,CPR IRVINE,6110,0,0,3,0,2012,Ward 11
312,8,CPR IRVINE,6110,0,0,3,0,2012,Ward 11
312,9,CPR IRVINE,6110,0,0,3,0,2012,Ward 11
312,10,CPR IRVINE,6110,0,0,4,0,2012,Ward 11
312,11,CPR IRVINE,6110,0,0,4,0,2012,Ward 11
312,12,CPR IRVINE,6110,0,0,4,0,2012,Ward 11
313,1,DAVIES INDUSTRIAL EAST,6160,0,0,1,0,2012,Ward 11
313,2,DAVIES INDUSTRIAL EAST,6160,0,0,1,0,2012,Ward 11
313,3,DAVIES INDUSTRIAL EAST,6160,0,0,1,0,2012,Ward 11
313,4,DAVIES INDUSTRIAL EAST,6160,0,0,2,0,2012,Ward 11
313,5,DAVIES INDUSTRIAL EAST,6160,0,0,2,0,2012,Ward 11
313,6,DAVIES INDUSTRIAL EAST,6160,0,0,2,0,2012,Ward 11
313,7,DAVIES INDUSTRIAL EAST,6160,0,0,3,0,2012,Ward 11
313,8,DAVIES INDUSTRIAL EAST,6160,0,0,3,0,2012,Ward 11
313,9,DAVIES INDUSTRIAL EAST,6160,0,0,3,0,2012,Ward 11
313,10,DAVIES INDUSTRIAL EAST,6160,0,0,4,0,2012,Ward 11
313,11,DAVIES INDUSTRIAL EAST,6160,0,0,4,0,2012,Ward 11
313,12,DAVIES INDUSTRIAL EAST,6160,0,0,4,0,2012,Ward 11
314,1,DAVIES INDUSTRIAL WEST,6170,0,0,1,0,2012,Ward 11
314,2,DAVIES INDUSTRIAL WEST,6170,0,0,1,0,2012,Ward 11
314,3,DAVIES INDUSTRIAL WEST,6170,0,0,1,0,2012,Ward 11
314,4,DAVIES INDUSTRIAL WEST,6170,0,0,2,0,2012,Ward 11
314,5,DAVIES INDUSTRIAL WEST,6170,0,0,2,0,2012,Ward 11
314,6,DAVIES INDUSTRIAL WEST,6170,0,0,2,0,2012,Ward 11
314,7,DAVIES INDUSTRIAL WEST,6170,0,0,3,0,2012,Ward 11
314,8,DAVIES INDUSTRIAL WEST,6170,0,0,3,0,2012,Ward 11
314,9,DAVIES INDUSTRIAL WEST,6170,0,0,3,0,2012,Ward 11
314,10,DAVIES INDUSTRIAL WEST,6170,0,0,4,0,2012,Ward 11
314,11,DAVIES INDUSTRIAL WEST,6170,0,0,4,0,2012,Ward 11
314,12,DAVIES INDUSTRIAL WEST,6170,0,0,4,0,2012,Ward 11
315,1,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,0,2012,Ward 11
315,2,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,0,2012,Ward 11
315,3,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,0,2012,Ward 11
315,4,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,0,2012,Ward 11
315,5,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,0,2012,Ward 11
315,6,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,0,2012,Ward 11
315,7,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,0,2012,Ward 11
315,8,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,0,2012,Ward 11
315,9,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,0,2012,Ward 11
315,10,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,0,2012,Ward 11
315,11,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,0,2012,Ward 11
315,12,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,0,2012,Ward 11
316,1,EKOTA,6200,2,907,1,40,2012,Ward 11
316,2,EKOTA,6200,2,907,1,40,2012,Ward 11
316,3,EKOTA,6200,2,907,1,40,2012,Ward 11
316,4,EKOTA,6200,2,907,2,40,2012,Ward 11
316,5,EKOTA,6200,2,907,2,40,2012,Ward 11
316,6,EKOTA,6200,2,907,2,40,2012,Ward 11
