,Month,Neighbourhood Name,Neighbourhood Number,No Longer In Use,Occupied,Quarter,Unoccupied,Year,﻿Ward
253,12,FALCONER HEIGHTS,5190,17,870,4,14,2012,Ward 9
254,1,HADDOW,5610,13,1555,1,22,2012,Ward 9
254,2,HADDOW,5610,13,1555,1,22,2012,Ward 9
254,3,HADDOW,5610,13,1555,1,22,2012,Ward 9
254,4,HADDOW,5610,13,1555,2,22,2012,Ward 9
254,5,HADDOW,5610,13,1555,2,22,2012,Ward 9
254,6,HADDOW,5610,13,1555,2,22,2012,Ward 9
254,7,HADDOW,5610,13,1555,3,22,2012,Ward 9
254,8,HADDOW,5610,13,1555,3,22,2012,Ward 9
254,9,HADDOW,5610,13,1555,3,22,2012,Ward 9
254,10,HADDOW,5610,13,1555,4,22,2012,Ward 9
254,11,HADDOW,5610,13,1555,4,22,2012,Ward 9
254,12,HADDOW,5610,13,1555,4,22,2012,Ward 9
255,1,HENDERSON ESTATES,5230,0,617,1,5,2012,Ward 9
255,2,HENDERSON ESTATES,5230,0,617,1,5,2012,Ward 9
255,3,HENDERSON ESTATES,5230,0,617,1,5,2012,Ward 9
255,4,HENDERSON ESTATES,5230,0,617,2,5,2012,Ward 9
255,5,HENDERSON ESTATES,5230,0,617,2,5,2012,Ward 9
255,6,HENDERSON ESTATES,5230,0,617,2,5,2012,Ward 9
255,7,HENDERSON ESTATES,5230,0,617,3,5,2012,Ward 9
255,8,HENDERSON ESTATES,5230,0,617,3,5,2012,Ward 9
255,9,HENDERSON ESTATES,5230,0,617,3,5,2012,Ward 9
255,10,HENDERSON ESTATES,5230,0,617,4,5,2012,Ward 9
255,11,HENDERSON ESTATES,5230,0,617,4,5,2012,Ward 9
255,12,HENDERSON ESTATES,5230,0,617,4,5,2012,Ward 9
256,1,HERITAGE VALLEY AREA,5456,0,0,1,0,2012,Ward 9
256,2,HERITAGE VALLEY AREA,5456,0,0,1,0,2012,Ward 9
256,3,HERITAGE VALLEY AREA,5456,0,0,1,0,2012,Ward 9
256,4,HERITAGE VALLEY AREA,5456,0,0,2,0,2012,Ward 9
256,5,HERITAGE VALLEY AREA,5456,0,0,2,0,2012,Ward 9
256,6,HERITAGE VALLEY AREA,5456,0,0,2,0,2012,Ward 9
256,7,HERITAGE VALLEY AREA,5456,0,0,3,0,2012,Ward 9
256,8,HERITAGE VALLEY AREA,5456,0,0,3,0,2012,Ward 9
256,9,HERITAGE VALLEY AREA,5456,0,0,3,0,2012,Ward 9
256,10,HERITAGE VALLEY AREA,5456,0,0,4,0,2012,Ward 9
256,11,HERITAGE VALLEY AREA,5456,0,0,4,0,2012,Ward 9
256,12,HERITAGE VALLEY AREA,5456,0,0,4,0,2012,Ward 9
257,1,HERITAGE VALLEY AREA EAST,5461,0,0,1,0,2012,Ward 9
257,2,HERITAGE VALLEY AREA EAST,5461,0,0,1,0,2012,Ward 9
257,3,HERITAGE VALLEY AREA EAST,5461,0,0,1,0,2012,Ward 9
257,4,HERITAGE VALLEY AREA EAST,5461,0,0,2,0,2012,Ward 9
257,5,HERITAGE VALLEY AREA EAST,5461,0,0,2,0,2012,Ward 9
257,6,HERITAGE VALLEY AREA EAST,5461,0,0,2,0,2012,Ward 9
257,7,HERITAGE VALLEY AREA EAST,5461,0,0,3,0,2012,Ward 9
257,8,HERITAGE VALLEY AREA EAST,5461,0,0,3,0,2012,Ward 9
257,9,HERITAGE VALLEY AREA EAST,5461,0,0,3,0,2012,Ward 9
257,10,HERITAGE VALLEY AREA EAST,5461,0,0,4,0,2012,Ward 9
257,11,HERITAGE VALLEY AREA EAST,5461,0,0,4,0,2012,Ward 9
257,12,HERITAGE VALLEY AREA EAST,5461,0,0,4,0,2012,Ward 9
258,1,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,0,2012,Ward 9
258,2,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,0,2012,Ward 9
258,3,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,0,2012,Ward 9
258,4,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,0,2012,Ward 9
258,5,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,0,2012,Ward 9
258,6,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,0,2012,Ward 9
258,7,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,0,2012,Ward 9
258,8,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,0,2012,Ward 9
258,9,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,0,2012,Ward 9
258,10,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,0,2012,Ward 9
258,11,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,0,2012,Ward 9
258,12,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,0,2012,Ward 9
259,1,HODGSON,5620,3,954,1,21,2012,Ward 9
259,2,HODGSON,5620,3,954,1,21,2012,Ward 9
259,3,HODGSON,5620,3,954,1,21,2012,Ward 9
259,4,HODGSON,5620,3,954,2,21,2012,Ward 9
259,5,HODGSON,5620,3,954,2,21,2012,Ward 9
259,6,HODGSON,5620,3,954,2,21,2012,Ward 9
259,7,HODGSON,5620,3,954,3,21,2012,Ward 9
259,8,HODGSON,5620,3,954,3,21,2012,Ward 9
259,9,HODGSON,5620,3,954,3,21,2012,Ward 9
259,10,HODGSON,5620,3,954,4,21,2012,Ward 9
259,11,HODGSON,5620,3,954,4,21,2012,Ward 9
259,12,HODGSON,5620,3,954,4,21,2012,Ward 9
260,1,LEGER,5630,1,794,1,10,2012,Ward 9
260,2,LEGER,5630,1,794,1,10,2012,Ward 9
260,3,LEGER,5630,1,794,1,10,2012,Ward 9
260,4,LEGER,5630,1,794,2,10,2012,Ward 9
260,5,LEGER,5630,1,794,2,10,2012,Ward 9
260,6,LEGER,5630,1,794,2,10,2012,Ward 9
260,7,LEGER,5630,1,794,3,10,2012,Ward 9
260,8,LEGER,5630,1,794,3,10,2012,Ward 9
260,9,LEGER,5630,1,794,3,10,2012,Ward 9
260,10,LEGER,5630,1,794,4,10,2012,Ward 9
260,11,LEGER,5630,1,794,4,10,2012,Ward 9
260,12,LEGER,5630,1,794,4,10,2012,Ward 9
261,1,MACEWAN,5452,46,2342,1,45,2012,Ward 9
261,2,MACEWAN,5452,46,2342,1,45,2012,Ward 9
261,3,MACEWAN,5452,46,2342,1,45,2012,Ward 9
261,4,MACEWAN,5452,46,2342,2,45,2012,Ward 9
261,5,MACEWAN,5452,46,2342,2,45,2012,Ward 9
261,6,MACEWAN,5452,46,2342,2,45,2012,Ward 9
261,7,MACEWAN,5452,46,2342,3,45,2012,Ward 9
261,8,MACEWAN,5452,46,2342,3,45,2012,Ward 9
261,9,MACEWAN,5452,46,2342,3,45,2012,Ward 9
261,10,MACEWAN,5452,46,2342,4,45,2012,Ward 9
261,11,MACEWAN,5452,46,2342,4,45,2012,Ward 9
261,12,MACEWAN,5452,46,2342,4,45,2012,Ward 9
262,1,MACTAGGART,5477,6,741,1,65,2012,Ward 9
262,2,MACTAGGART,5477,6,741,1,65,2012,Ward 9
262,3,MACTAGGART,5477,6,741,1,65,2012,Ward 9
262,4,MACTAGGART,5477,6,741,2,65,2012,Ward 9
262,5,MACTAGGART,5477,6,741,2,65,2012,Ward 9
262,6,MACTAGGART,5477,6,741,2,65,2012,Ward 9
262,7,MACTAGGART,5477,6,741,3,65,2012,Ward 9
262,8,MACTAGGART,5477,6,741,3,65,2012,Ward 9
262,9,MACTAGGART,5477,6,741,3,65,2012,Ward 9
262,10,MACTAGGART,5477,6,741,4,65,2012,Ward 9
262,11,MACTAGGART,5477,6,741,4,65,2012,Ward 9
262,12,MACTAGGART,5477,6,741,4,65,2012,Ward 9
263,1,MAGRATH HEIGHTS,5476,1,973,1,19,2012,Ward 9
263,2,MAGRATH HEIGHTS,5476,1,973,1,19,2012,Ward 9
263,3,MAGRATH HEIGHTS,5476,1,973,1,19,2012,Ward 9
263,4,MAGRATH HEIGHTS,5476,1,973,2,19,2012,Ward 9
263,5,MAGRATH HEIGHTS,5476,1,973,2,19,2012,Ward 9
263,6,MAGRATH HEIGHTS,5476,1,973,2,19,2012,Ward 9
263,7,MAGRATH HEIGHTS,5476,1,973,3,19,2012,Ward 9
263,8,MAGRATH HEIGHTS,5476,1,973,3,19,2012,Ward 9
263,9,MAGRATH HEIGHTS,5476,1,973,3,19,2012,Ward 9
263,10,MAGRATH HEIGHTS,5476,1,973,4,19,2012,Ward 9
263,11,MAGRATH HEIGHTS,5476,1,973,4,19,2012,Ward 9
263,12,MAGRATH HEIGHTS,5476,1,973,4,19,2012,Ward 9
264,1,OGILVIE RIDGE,5300,0,347,1,14,2012,Ward 9
264,2,OGILVIE RIDGE,5300,0,347,1,14,2012,Ward 9
264,3,OGILVIE RIDGE,5300,0,347,1,14,2012,Ward 9
264,4,OGILVIE RIDGE,5300,0,347,2,14,2012,Ward 9
264,5,OGILVIE RIDGE,5300,0,347,2,14,2012,Ward 9
264,6,OGILVIE RIDGE,5300,0,347,2,14,2012,Ward 9
264,7,OGILVIE RIDGE,5300,0,347,3,14,2012,Ward 9
264,8,OGILVIE RIDGE,5300,0,347,3,14,2012,Ward 9
264,9,OGILVIE RIDGE,5300,0,347,3,14,2012,Ward 9
264,10,OGILVIE RIDGE,5300,0,347,4,14,2012,Ward 9
264,11,OGILVIE RIDGE,5300,0,347,4,14,2012,Ward 9
264,12,OGILVIE RIDGE,5300,0,347,4,14,2012,Ward 9
265,1,RAMSAY HEIGHTS,5340,20,1371,1,37,2012,Ward 9
265,2,RAMSAY HEIGHTS,5340,20,1371,1,37,2012,Ward 9
265,3,RAMSAY HEIGHTS,5340,20,1371,1,37,2012,Ward 9
265,4,RAMSAY HEIGHTS,5340,20,1371,2,37,2012,Ward 9
265,5,RAMSAY HEIGHTS,5340,20,1371,2,37,2012,Ward 9
265,6,RAMSAY HEIGHTS,5340,20,1371,2,37,2012,Ward 9
265,7,RAMSAY HEIGHTS,5340,20,1371,3,37,2012,Ward 9
265,8,RAMSAY HEIGHTS,5340,20,1371,3,37,2012,Ward 9
265,9,RAMSAY HEIGHTS,5340,20,1371,3,37,2012,Ward 9
265,10,RAMSAY HEIGHTS,5340,20,1371,4,37,2012,Ward 9
265,11,RAMSAY HEIGHTS,5340,20,1371,4,37,2012,Ward 9
265,12,RAMSAY HEIGHTS,5340,20,1371,4,37,2012,Ward 9
266,1,RHATIGAN RIDGE,5350,1,1115,1,14,2012,Ward 9
266,2,RHATIGAN RIDGE,5350,1,1115,1,14,2012,Ward 9
266,3,RHATIGAN RIDGE,5350,1,1115,1,14,2012,Ward 9
266,4,RHATIGAN RIDGE,5350,1,1115,2,14,2012,Ward 9
266,5,RHATIGAN RIDGE,5350,1,1115,2,14,2012,Ward 9
266,6,RHATIGAN RIDGE,5350,1,1115,2,14,2012,Ward 9
266,7,RHATIGAN RIDGE,5350,1,1115,3,14,2012,Ward 9
266,8,RHATIGAN RIDGE,5350,1,1115,3,14,2012,Ward 9
266,9,RHATIGAN RIDGE,5350,1,1115,3,14,2012,Ward 9
266,10,RHATIGAN RIDGE,5350,1,1115,4,14,2012,Ward 9
266,11,RHATIGAN RIDGE,5350,1,1115,4,14,2012,Ward 9
266,12,RHATIGAN RIDGE,5350,1,1115,4,14,2012,Ward 9
267,1,RICHFORD,5451,1,193,1,15,2012,Ward 9
267,2,RICHFORD,5451,1,193,1,15,2012,Ward 9
267,3,RICHFORD,5451,1,193,1,15,2012,Ward 9
267,4,RICHFORD,5451,1,193,2,15,2012,Ward 9
267,5,RICHFORD,5451,1,193,2,15,2012,Ward 9
267,6,RICHFORD,5451,1,193,2,15,2012,Ward 9
267,7,RICHFORD,5451,1,193,3,15,2012,Ward 9
267,8,RICHFORD,5451,1,193,3,15,2012,Ward 9
267,9,RICHFORD,5451,1,193,3,15,2012,Ward 9
267,10,RICHFORD,5451,1,193,4,15,2012,Ward 9
267,11,RICHFORD,5451,1,193,4,15,2012,Ward 9
267,12,RICHFORD,5451,1,193,4,15,2012,Ward 9
268,1,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,2012,Ward 9
268,2,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,2012,Ward 9
268,3,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,2012,Ward 9
268,4,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,2012,Ward 9
268,5,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,2012,Ward 9
268,6,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,2012,Ward 9
268,7,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,2012,Ward 9
268,8,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,2012,Ward 9
268,9,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,2012,Ward 9
268,10,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,2012,Ward 9
268,11,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,2012,Ward 9
268,12,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,2012,Ward 9
269,1,RIVER VALLEY TERWILLEGAR,5380,0,0,1,0,2012,Ward 9
269,2,RIVER VALLEY TERWILLEGAR,5380,0,0,1,0,2012,Ward 9
269,3,RIVER VALLEY TERWILLEGAR,5380,0,0,1,0,2012,Ward 9
269,4,RIVER VALLEY TERWILLEGAR,5380,0,0,2,0,2012,Ward 9
269,5,RIVER VALLEY TERWILLEGAR,5380,0,0,2,0,2012,Ward 9
269,6,RIVER VALLEY TERWILLEGAR,5380,0,0,2,0,2012,Ward 9
269,7,RIVER VALLEY TERWILLEGAR,5380,0,0,3,0,2012,Ward 9
269,8,RIVER VALLEY TERWILLEGAR,5380,0,0,3,0,2012,Ward 9
269,9,RIVER VALLEY TERWILLEGAR,5380,0,0,3,0,2012,Ward 9
269,10,RIVER VALLEY TERWILLEGAR,5380,0,0,4,0,2012,Ward 9
269,11,RIVER VALLEY TERWILLEGAR,5380,0,0,4,0,2012,Ward 9
269,12,RIVER VALLEY TERWILLEGAR,5380,0,0,4,0,2012,Ward 9
270,1,RIVER VALLEY WINDERMERE,5405,0,0,1,0,2012,Ward 9
270,2,RIVER VALLEY WINDERMERE,5405,0,0,1,0,2012,Ward 9
270,3,RIVER VALLEY WINDERMERE,5405,0,0,1,0,2012,Ward 9
270,4,RIVER VALLEY WINDERMERE,5405,0,0,2,0,2012,Ward 9
270,5,RIVER VALLEY WINDERMERE,5405,0,0,2,0,2012,Ward 9
270,6,RIVER VALLEY WINDERMERE,5405,0,0,2,0,2012,Ward 9
270,7,RIVER VALLEY WINDERMERE,5405,0,0,3,0,2012,Ward 9
270,8,RIVER VALLEY WINDERMERE,5405,0,0,3,0,2012,Ward 9
270,9,RIVER VALLEY WINDERMERE,5405,0,0,3,0,2012,Ward 9
270,10,RIVER VALLEY WINDERMERE,5405,0,0,4,0,2012,Ward 9
270,11,RIVER VALLEY WINDERMERE,5405,0,0,4,0,2012,Ward 9
270,12,RIVER VALLEY WINDERMERE,5405,0,0,4,0,2012,Ward 9
271,1,RUTHERFORD,5454,88,3215,1,262,2012,Ward 9
271,2,RUTHERFORD,5454,88,3215,1,262,2012,Ward 9
271,3,RUTHERFORD,5454,88,3215,1,262,2012,Ward 9
271,4,RUTHERFORD,5454,88,3215,2,262,2012,Ward 9
271,5,RUTHERFORD,5454,88,3215,2,262,2012,Ward 9
271,6,RUTHERFORD,5454,88,3215,2,262,2012,Ward 9
271,7,RUTHERFORD,5454,88,3215,3,262,2012,Ward 9
271,8,RUTHERFORD,5454,88,3215,3,262,2012,Ward 9
271,9,RUTHERFORD,5454,88,3215,3,262,2012,Ward 9
271,10,RUTHERFORD,5454,88,3215,4,262,2012,Ward 9
271,11,RUTHERFORD,5454,88,3215,4,262,2012,Ward 9
271,12,RUTHERFORD,5454,88,3215,4,262,2012,Ward 9
272,1,SOUTH TERWILLEGAR,5641,14,3368,1,145,2012,Ward 9
272,2,SOUTH TERWILLEGAR,5641,14,3368,1,145,2012,Ward 9
272,3,SOUTH TERWILLEGAR,5641,14,3368,1,145,2012,Ward 9
272,4,SOUTH TERWILLEGAR,5641,14,3368,2,145,2012,Ward 9
272,5,SOUTH TERWILLEGAR,5641,14,3368,2,145,2012,Ward 9
272,6,SOUTH TERWILLEGAR,5641,14,3368,2,145,2012,Ward 9
272,7,SOUTH TERWILLEGAR,5641,14,3368,3,145,2012,Ward 9
272,8,SOUTH TERWILLEGAR,5641,14,3368,3,145,2012,Ward 9
272,9,SOUTH TERWILLEGAR,5641,14,3368,3,145,2012,Ward 9
272,10,SOUTH TERWILLEGAR,5641,14,3368,4,145,2012,Ward 9
272,11,SOUTH TERWILLEGAR,5641,14,3368,4,145,2012,Ward 9
272,12,SOUTH TERWILLEGAR,5641,14,3368,4,145,2012,Ward 9
273,1,TERWILLEGAR TOWNE,5640,29,2286,1,61,2012,Ward 9
273,2,TERWILLEGAR TOWNE,5640,29,2286,1,61,2012,Ward 9
273,3,TERWILLEGAR TOWNE,5640,29,2286,1,61,2012,Ward 9
273,4,TERWILLEGAR TOWNE,5640,29,2286,2,61,2012,Ward 9
273,5,TERWILLEGAR TOWNE,5640,29,2286,2,61,2012,Ward 9
273,6,TERWILLEGAR TOWNE,5640,29,2286,2,61,2012,Ward 9
273,7,TERWILLEGAR TOWNE,5640,29,2286,3,61,2012,Ward 9
273,8,TERWILLEGAR TOWNE,5640,29,2286,3,61,2012,Ward 9
273,9,TERWILLEGAR TOWNE,5640,29,2286,3,61,2012,Ward 9
273,10,TERWILLEGAR TOWNE,5640,29,2286,4,61,2012,Ward 9
273,11,TERWILLEGAR TOWNE,5640,29,2286,4,61,2012,Ward 9
273,12,TERWILLEGAR TOWNE,5640,29,2286,4,61,2012,Ward 9
274,1,TWIN BROOKS,5511,5,2237,1,31,2012,Ward 9
274,2,TWIN BROOKS,5511,5,2237,1,31,2012,Ward 9
274,3,TWIN BROOKS,5511,5,2237,1,31,2012,Ward 9
274,4,TWIN BROOKS,5511,5,2237,2,31,2012,Ward 9
274,5,TWIN BROOKS,5511,5,2237,2,31,2012,Ward 9
274,6,TWIN BROOKS,5511,5,2237,2,31,2012,Ward 9
274,7,TWIN BROOKS,5511,5,2237,3,31,2012,Ward 9
274,8,TWIN BROOKS,5511,5,2237,3,31,2012,Ward 9
274,9,TWIN BROOKS,5511,5,2237,3,31,2012,Ward 9
274,10,TWIN BROOKS,5511,5,2237,4,31,2012,Ward 9
274,11,TWIN BROOKS,5511,5,2237,4,31,2012,Ward 9
274,12,TWIN BROOKS,5511,5,2237,4,31,2012,Ward 9
275,1,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,1,0,2012,Ward 9
275,2,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,1,0,2012,Ward 9
275,3,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,1,0,2012,Ward 9
275,4,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,2,0,2012,Ward 9
275,5,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,2,0,2012,Ward 9
275,6,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,2,0,2012,Ward 9
275,7,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,3,0,2012,Ward 9
275,8,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,3,0,2012,Ward 9
275,9,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,3,0,2012,Ward 9
275,10,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,4,0,2012,Ward 9
275,11,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,4,0,2012,Ward 9
275,12,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,4,0,2012,Ward 9
276,1,WINDERMERE,5570,8,1303,1,380,2012,Ward 9
276,2,WINDERMERE,5570,8,1303,1,380,2012,Ward 9
276,3,WINDERMERE,5570,8,1303,1,380,2012,Ward 9
276,4,WINDERMERE,5570,8,1303,2,380,2012,Ward 9
276,5,WINDERMERE,5570,8,1303,2,380,2012,Ward 9
276,6,WINDERMERE,5570,8,1303,2,380,2012,Ward 9
276,7,WINDERMERE,5570,8,1303,3,380,2012,Ward 9
276,8,WINDERMERE,5570,8,1303,3,380,2012,Ward 9
276,9,WINDERMERE,5570,8,1303,3,380,2012,Ward 9
276,10,WINDERMERE,5570,8,1303,4,380,2012,Ward 9
276,11,WINDERMERE,5570,8,1303,4,380,2012,Ward 9
276,12,WINDERMERE,5570,8,1303,4,380,2012,Ward 9
277,1,WINDERMERE AREA,5575,0,0,1,0,2012,Ward 9
277,2,WINDERMERE AREA,5575,0,0,1,0,2012,Ward 9
277,3,WINDERMERE AREA,5575,0,0,1,0,2012,Ward 9
277,4,WINDERMERE AREA,5575,0,0,2,0,2012,Ward 9
277,5,WINDERMERE AREA,5575,0,0,2,0,2012,Ward 9
277,6,WINDERMERE AREA,5575,0,0,2,0,2012,Ward 9
277,7,WINDERMERE AREA,5575,0,0,3,0,2012,Ward 9
277,8,WINDERMERE AREA,5575,0,0,3,0,2012,Ward 9
277,9,WINDERMERE AREA,5575,0,0,3,0,2012,Ward 9
277,10,WINDERMERE AREA,5575,0,0,4,0,2012,Ward 9
277,11,WINDERMERE AREA,5575,0,0,4,0,2012,Ward 9
277,12,WINDERMERE AREA,5575,0,0,4,0,2012,Ward 9
278,1,ALLENDALE,5010,103,1289,1,151,2012,Ward 10
278,2,ALLENDALE,5010,103,1289,1,151,2012,Ward 10
278,3,ALLENDALE,5010,103,1289,1,151,2012,Ward 10
278,4,ALLENDALE,5010,103,1289,2,151,2012,Ward 10
278,5,ALLENDALE,5010,103,1289,2,151,2012,Ward 10
278,6,ALLENDALE,5010,103,1289,2,151,2012,Ward 10
278,7,ALLENDALE,5010,103,1289,3,151,2012,Ward 10
278,8,ALLENDALE,5010,103,1289,3,151,2012,Ward 10
278,9,ALLENDALE,5010,103,1289,3,151,2012,Ward 10
278,10,ALLENDALE,5010,103,1289,4,151,2012,Ward 10
278,11,ALLENDALE,5010,103,1289,4,151,2012,Ward 10
278,12,ALLENDALE,5010,103,1289,4,151,2012,Ward 10
279,1,ASPEN GARDENS,5020,1,634,1,15,2012,Ward 10
279,2,ASPEN GARDENS,5020,1,634,1,15,2012,Ward 10
279,3,ASPEN GARDENS,5020,1,634,1,15,2012,Ward 10
279,4,ASPEN GARDENS,5020,1,634,2,15,2012,Ward 10
279,5,ASPEN GARDENS,5020,1,634,2,15,2012,Ward 10
279,6,ASPEN GARDENS,5020,1,634,2,15,2012,Ward 10
279,7,ASPEN GARDENS,5020,1,634,3,15,2012,Ward 10
279,8,ASPEN GARDENS,5020,1,634,3,15,2012,Ward 10
279,9,ASPEN GARDENS,5020,1,634,3,15,2012,Ward 10
279,10,ASPEN GARDENS,5020,1,634,4,15,2012,Ward 10
279,11,ASPEN GARDENS,5020,1,634,4,15,2012,Ward 10
279,12,ASPEN GARDENS,5020,1,634,4,15,2012,Ward 10
280,1,BEARSPAW,5030,2,817,1,10,2012,Ward 10
280,2,BEARSPAW,5030,2,817,1,10,2012,Ward 10
280,3,BEARSPAW,5030,2,817,1,10,2012,Ward 10
280,4,BEARSPAW,5030,2,817,2,10,2012,Ward 10
280,5,BEARSPAW,5030,2,817,2,10,2012,Ward 10
280,6,BEARSPAW,5030,2,817,2,10,2012,Ward 10
280,7,BEARSPAW,5030,2,817,3,10,2012,Ward 10
280,8,BEARSPAW,5030,2,817,3,10,2012,Ward 10
280,9,BEARSPAW,5030,2,817,3,10,2012,Ward 10
280,10,BEARSPAW,5030,2,817,4,10,2012,Ward 10
280,11,BEARSPAW,5030,2,817,4,10,2012,Ward 10
280,12,BEARSPAW,5030,2,817,4,10,2012,Ward 10
281,1,BLACKMUD CREEK RAVINE,5050,0,0,1,0,2012,Ward 10
281,2,BLACKMUD CREEK RAVINE,5050,0,0,1,0,2012,Ward 10
281,3,BLACKMUD CREEK RAVINE,5050,0,0,1,0,2012,Ward 10
281,4,BLACKMUD CREEK RAVINE,5050,0,0,2,0,2012,Ward 10
281,5,BLACKMUD CREEK RAVINE,5050,0,0,2,0,2012,Ward 10
281,6,BLACKMUD CREEK RAVINE,5050,0,0,2,0,2012,Ward 10
281,7,BLACKMUD CREEK RAVINE,5050,0,0,3,0,2012,Ward 10
281,8,BLACKMUD CREEK RAVINE,5050,0,0,3,0,2012,Ward 10
281,9,BLACKMUD CREEK RAVINE,5050,0,0,3,0,2012,Ward 10
281,10,BLACKMUD CREEK RAVINE,5050,0,0,4,0,2012,Ward 10
281,11,BLACKMUD CREEK RAVINE,5050,0,0,4,0,2012,Ward 10
281,12,BLACKMUD CREEK RAVINE,5050,0,0,4,0,2012,Ward 10
282,1,BLUE QUILL,5060,25,1978,1,39,2012,Ward 10
282,2,BLUE QUILL,5060,25,1978,1,39,2012,Ward 10
282,3,BLUE QUILL,5060,25,1978,1,39,2012,Ward 10
282,4,BLUE QUILL,5060,25,1978,2,39,2012,Ward 10
282,5,BLUE QUILL,5060,25,1978,2,39,2012,Ward 10
282,6,BLUE QUILL,5060,25,1978,2,39,2012,Ward 10
282,7,BLUE QUILL,5060,25,1978,3,39,2012,Ward 10
282,8,BLUE QUILL,5060,25,1978,3,39,2012,Ward 10
282,9,BLUE QUILL,5060,25,1978,3,39,2012,Ward 10
282,10,BLUE QUILL,5060,25,1978,4,39,2012,Ward 10
282,11,BLUE QUILL,5060,25,1978,4,39,2012,Ward 10
282,12,BLUE QUILL,5060,25,1978,4,39,2012,Ward 10
283,1,BLUE QUILL ESTATES,5070,2,547,1,16,2012,Ward 10
283,2,BLUE QUILL ESTATES,5070,2,547,1,16,2012,Ward 10
283,3,BLUE QUILL ESTATES,5070,2,547,1,16,2012,Ward 10
283,4,BLUE QUILL ESTATES,5070,2,547,2,16,2012,Ward 10
283,5,BLUE QUILL ESTATES,5070,2,547,2,16,2012,Ward 10
283,6,BLUE QUILL ESTATES,5070,2,547,2,16,2012,Ward 10
283,7,BLUE QUILL ESTATES,5070,2,547,3,16,2012,Ward 10
283,8,BLUE QUILL ESTATES,5070,2,547,3,16,2012,Ward 10
283,9,BLUE QUILL ESTATES,5070,2,547,3,16,2012,Ward 10
283,10,BLUE QUILL ESTATES,5070,2,547,4,16,2012,Ward 10
283,11,BLUE QUILL ESTATES,5070,2,547,4,16,2012,Ward 10
283,12,BLUE QUILL ESTATES,5070,2,547,4,16,2012,Ward 10
284,1,CALGARY TRAIL NORTH,5110,0,0,1,0,2012,Ward 10
284,2,CALGARY TRAIL NORTH,5110,0,0,1,0,2012,Ward 10
284,3,CALGARY TRAIL NORTH,5110,0,0,1,0,2012,Ward 10
284,4,CALGARY TRAIL NORTH,5110,0,0,2,0,2012,Ward 10
284,5,CALGARY TRAIL NORTH,5110,0,0,2,0,2012,Ward 10
284,6,CALGARY TRAIL NORTH,5110,0,0,2,0,2012,Ward 10
284,7,CALGARY TRAIL NORTH,5110,0,0,3,0,2012,Ward 10
284,8,CALGARY TRAIL NORTH,5110,0,0,3,0,2012,Ward 10
284,9,CALGARY TRAIL NORTH,5110,0,0,3,0,2012,Ward 10
284,10,CALGARY TRAIL NORTH,5110,0,0,4,0,2012,Ward 10
284,11,CALGARY TRAIL NORTH,5110,0,0,4,0,2012,Ward 10
284,12,CALGARY TRAIL NORTH,5110,0,0,4,0,2012,Ward 10
285,1,CALGARY TRAIL SOUTH,5120,0,0,1,0,2012,Ward 10
285,2,CALGARY TRAIL SOUTH,5120,0,0,1,0,2012,Ward 10
285,3,CALGARY TRAIL SOUTH,5120,0,0,1,0,2012,Ward 10
