,Common Law,Married,Month,Neighbourhood Name,Neighbourhood Number,Never Married,No Response(Marital),Quarter,Separated/Divorced,Ward,Widowed,Year
279,29,1117,5,BEARSPAW,5030,447,363,2,78,Ward 10,92,2012
279,29,1117,6,BEARSPAW,5030,447,363,2,78,Ward 10,92,2012
279,29,1117,7,BEARSPAW,5030,447,363,3,78,Ward 10,92,2012
279,29,1117,8,BEARSPAW,5030,447,363,3,78,Ward 10,92,2012
279,29,1117,9,BEARSPAW,5030,447,363,3,78,Ward 10,92,2012
279,29,1117,10,BEARSPAW,5030,447,363,4,78,Ward 10,92,2012
279,29,1117,11,BEARSPAW,5030,447,363,4,78,Ward 10,92,2012
279,29,1117,12,BEARSPAW,5030,447,363,4,78,Ward 10,92,2012
280,0,0,1,BLACKMUD CREEK RAVINE,5050,0,0,1,0,Ward 10,0,2012
280,0,0,2,BLACKMUD CREEK RAVINE,5050,0,0,1,0,Ward 10,0,2012
280,0,0,3,BLACKMUD CREEK RAVINE,5050,0,0,1,0,Ward 10,0,2012
280,0,0,4,BLACKMUD CREEK RAVINE,5050,0,0,2,0,Ward 10,0,2012
280,0,0,5,BLACKMUD CREEK RAVINE,5050,0,0,2,0,Ward 10,0,2012
280,0,0,6,BLACKMUD CREEK RAVINE,5050,0,0,2,0,Ward 10,0,2012
280,0,0,7,BLACKMUD CREEK RAVINE,5050,0,0,3,0,Ward 10,0,2012
280,0,0,8,BLACKMUD CREEK RAVINE,5050,0,0,3,0,Ward 10,0,2012
280,0,0,9,BLACKMUD CREEK RAVINE,5050,0,0,3,0,Ward 10,0,2012
280,0,0,10,BLACKMUD CREEK RAVINE,5050,0,0,4,0,Ward 10,0,2012
280,0,0,11,BLACKMUD CREEK RAVINE,5050,0,0,4,0,Ward 10,0,2012
280,0,0,12,BLACKMUD CREEK RAVINE,5050,0,0,4,0,Ward 10,0,2012
281,200,1566,1,BLUE QUILL,5060,1908,490,1,316,Ward 10,88,2012
281,200,1566,2,BLUE QUILL,5060,1908,490,1,316,Ward 10,88,2012
281,200,1566,3,BLUE QUILL,5060,1908,490,1,316,Ward 10,88,2012
281,200,1566,4,BLUE QUILL,5060,1908,490,2,316,Ward 10,88,2012
281,200,1566,5,BLUE QUILL,5060,1908,490,2,316,Ward 10,88,2012
281,200,1566,6,BLUE QUILL,5060,1908,490,2,316,Ward 10,88,2012
281,200,1566,7,BLUE QUILL,5060,1908,490,3,316,Ward 10,88,2012
281,200,1566,8,BLUE QUILL,5060,1908,490,3,316,Ward 10,88,2012
281,200,1566,9,BLUE QUILL,5060,1908,490,3,316,Ward 10,88,2012
281,200,1566,10,BLUE QUILL,5060,1908,490,4,316,Ward 10,88,2012
281,200,1566,11,BLUE QUILL,5060,1908,490,4,316,Ward 10,88,2012
281,200,1566,12,BLUE QUILL,5060,1908,490,4,316,Ward 10,88,2012
282,42,551,1,BLUE QUILL ESTATES,5070,442,171,1,71,Ward 10,19,2012
282,42,551,2,BLUE QUILL ESTATES,5070,442,171,1,71,Ward 10,19,2012
282,42,551,3,BLUE QUILL ESTATES,5070,442,171,1,71,Ward 10,19,2012
282,42,551,4,BLUE QUILL ESTATES,5070,442,171,2,71,Ward 10,19,2012
282,42,551,5,BLUE QUILL ESTATES,5070,442,171,2,71,Ward 10,19,2012
282,42,551,6,BLUE QUILL ESTATES,5070,442,171,2,71,Ward 10,19,2012
282,42,551,7,BLUE QUILL ESTATES,5070,442,171,3,71,Ward 10,19,2012
282,42,551,8,BLUE QUILL ESTATES,5070,442,171,3,71,Ward 10,19,2012
282,42,551,9,BLUE QUILL ESTATES,5070,442,171,3,71,Ward 10,19,2012
282,42,551,10,BLUE QUILL ESTATES,5070,442,171,4,71,Ward 10,19,2012
282,42,551,11,BLUE QUILL ESTATES,5070,442,171,4,71,Ward 10,19,2012
282,42,551,12,BLUE QUILL ESTATES,5070,442,171,4,71,Ward 10,19,2012
283,0,0,1,CALGARY TRAIL NORTH,5110,0,0,1,0,Ward 10,0,2012
283,0,0,2,CALGARY TRAIL NORTH,5110,0,0,1,0,Ward 10,0,2012
283,0,0,3,CALGARY TRAIL NORTH,5110,0,0,1,0,Ward 10,0,2012
283,0,0,4,CALGARY TRAIL NORTH,5110,0,0,2,0,Ward 10,0,2012
283,0,0,5,CALGARY TRAIL NORTH,5110,0,0,2,0,Ward 10,0,2012
283,0,0,6,CALGARY TRAIL NORTH,5110,0,0,2,0,Ward 10,0,2012
283,0,0,7,CALGARY TRAIL NORTH,5110,0,0,3,0,Ward 10,0,2012
283,0,0,8,CALGARY TRAIL NORTH,5110,0,0,3,0,Ward 10,0,2012
283,0,0,9,CALGARY TRAIL NORTH,5110,0,0,3,0,Ward 10,0,2012
283,0,0,10,CALGARY TRAIL NORTH,5110,0,0,4,0,Ward 10,0,2012
283,0,0,11,CALGARY TRAIL NORTH,5110,0,0,4,0,Ward 10,0,2012
283,0,0,12,CALGARY TRAIL NORTH,5110,0,0,4,0,Ward 10,0,2012
284,0,0,1,CALGARY TRAIL SOUTH,5120,0,0,1,0,Ward 10,0,2012
284,0,0,2,CALGARY TRAIL SOUTH,5120,0,0,1,0,Ward 10,0,2012
284,0,0,3,CALGARY TRAIL SOUTH,5120,0,0,1,0,Ward 10,0,2012
284,0,0,4,CALGARY TRAIL SOUTH,5120,0,0,2,0,Ward 10,0,2012
284,0,0,5,CALGARY TRAIL SOUTH,5120,0,0,2,0,Ward 10,0,2012
284,0,0,6,CALGARY TRAIL SOUTH,5120,0,0,2,0,Ward 10,0,2012
284,0,0,7,CALGARY TRAIL SOUTH,5120,0,0,3,0,Ward 10,0,2012
284,0,0,8,CALGARY TRAIL SOUTH,5120,0,0,3,0,Ward 10,0,2012
284,0,0,9,CALGARY TRAIL SOUTH,5120,0,0,3,0,Ward 10,0,2012
284,0,0,10,CALGARY TRAIL SOUTH,5120,0,0,4,0,Ward 10,0,2012
284,0,0,11,CALGARY TRAIL SOUTH,5120,0,0,4,0,Ward 10,0,2012
284,0,0,12,CALGARY TRAIL SOUTH,5120,0,0,4,0,Ward 10,0,2012
285,155,1743,1,DUGGAN,5160,1793,510,1,231,Ward 10,115,2012
285,155,1743,2,DUGGAN,5160,1793,510,1,231,Ward 10,115,2012
285,155,1743,3,DUGGAN,5160,1793,510,1,231,Ward 10,115,2012
285,155,1743,4,DUGGAN,5160,1793,510,2,231,Ward 10,115,2012
285,155,1743,5,DUGGAN,5160,1793,510,2,231,Ward 10,115,2012
285,155,1743,6,DUGGAN,5160,1793,510,2,231,Ward 10,115,2012
285,155,1743,7,DUGGAN,5160,1793,510,3,231,Ward 10,115,2012
285,155,1743,8,DUGGAN,5160,1793,510,3,231,Ward 10,115,2012
285,155,1743,9,DUGGAN,5160,1793,510,3,231,Ward 10,115,2012
285,155,1743,10,DUGGAN,5160,1793,510,4,231,Ward 10,115,2012
285,155,1743,11,DUGGAN,5160,1793,510,4,231,Ward 10,115,2012
285,155,1743,12,DUGGAN,5160,1793,510,4,231,Ward 10,115,2012
286,408,1357,1,EMPIRE PARK,5170,2159,850,1,300,Ward 10,112,2012
286,408,1357,2,EMPIRE PARK,5170,2159,850,1,300,Ward 10,112,2012
286,408,1357,3,EMPIRE PARK,5170,2159,850,1,300,Ward 10,112,2012
286,408,1357,4,EMPIRE PARK,5170,2159,850,2,300,Ward 10,112,2012
286,408,1357,5,EMPIRE PARK,5170,2159,850,2,300,Ward 10,112,2012
286,408,1357,6,EMPIRE PARK,5170,2159,850,2,300,Ward 10,112,2012
286,408,1357,7,EMPIRE PARK,5170,2159,850,3,300,Ward 10,112,2012
286,408,1357,8,EMPIRE PARK,5170,2159,850,3,300,Ward 10,112,2012
286,408,1357,9,EMPIRE PARK,5170,2159,850,3,300,Ward 10,112,2012
286,408,1357,10,EMPIRE PARK,5170,2159,850,4,300,Ward 10,112,2012
286,408,1357,11,EMPIRE PARK,5170,2159,850,4,300,Ward 10,112,2012
286,408,1357,12,EMPIRE PARK,5170,2159,850,4,300,Ward 10,112,2012
287,258,1689,1,ERMINESKIN,5180,1665,900,1,397,Ward 10,338,2012
287,258,1689,2,ERMINESKIN,5180,1665,900,1,397,Ward 10,338,2012
287,258,1689,3,ERMINESKIN,5180,1665,900,1,397,Ward 10,338,2012
287,258,1689,4,ERMINESKIN,5180,1665,900,2,397,Ward 10,338,2012
287,258,1689,5,ERMINESKIN,5180,1665,900,2,397,Ward 10,338,2012
287,258,1689,6,ERMINESKIN,5180,1665,900,2,397,Ward 10,338,2012
287,258,1689,7,ERMINESKIN,5180,1665,900,3,397,Ward 10,338,2012
287,258,1689,8,ERMINESKIN,5180,1665,900,3,397,Ward 10,338,2012
287,258,1689,9,ERMINESKIN,5180,1665,900,3,397,Ward 10,338,2012
287,258,1689,10,ERMINESKIN,5180,1665,900,4,397,Ward 10,338,2012
287,258,1689,11,ERMINESKIN,5180,1665,900,4,397,Ward 10,338,2012
287,258,1689,12,ERMINESKIN,5180,1665,900,4,397,Ward 10,338,2012
288,13,515,1,GRANDVIEW HEIGHTS,5210,303,202,1,21,Ward 10,36,2012
288,13,515,2,GRANDVIEW HEIGHTS,5210,303,202,1,21,Ward 10,36,2012
288,13,515,3,GRANDVIEW HEIGHTS,5210,303,202,1,21,Ward 10,36,2012
288,13,515,4,GRANDVIEW HEIGHTS,5210,303,202,2,21,Ward 10,36,2012
288,13,515,5,GRANDVIEW HEIGHTS,5210,303,202,2,21,Ward 10,36,2012
288,13,515,6,GRANDVIEW HEIGHTS,5210,303,202,2,21,Ward 10,36,2012
288,13,515,7,GRANDVIEW HEIGHTS,5210,303,202,3,21,Ward 10,36,2012
288,13,515,8,GRANDVIEW HEIGHTS,5210,303,202,3,21,Ward 10,36,2012
288,13,515,9,GRANDVIEW HEIGHTS,5210,303,202,3,21,Ward 10,36,2012
288,13,515,10,GRANDVIEW HEIGHTS,5210,303,202,4,21,Ward 10,36,2012
288,13,515,11,GRANDVIEW HEIGHTS,5210,303,202,4,21,Ward 10,36,2012
288,13,515,12,GRANDVIEW HEIGHTS,5210,303,202,4,21,Ward 10,36,2012
289,123,1751,1,GREENFIELD,5220,1308,162,1,157,Ward 10,139,2012
289,123,1751,2,GREENFIELD,5220,1308,162,1,157,Ward 10,139,2012
289,123,1751,3,GREENFIELD,5220,1308,162,1,157,Ward 10,139,2012
289,123,1751,4,GREENFIELD,5220,1308,162,2,157,Ward 10,139,2012
289,123,1751,5,GREENFIELD,5220,1308,162,2,157,Ward 10,139,2012
289,123,1751,6,GREENFIELD,5220,1308,162,2,157,Ward 10,139,2012
289,123,1751,7,GREENFIELD,5220,1308,162,3,157,Ward 10,139,2012
289,123,1751,8,GREENFIELD,5220,1308,162,3,157,Ward 10,139,2012
289,123,1751,9,GREENFIELD,5220,1308,162,3,157,Ward 10,139,2012
289,123,1751,10,GREENFIELD,5220,1308,162,4,157,Ward 10,139,2012
289,123,1751,11,GREENFIELD,5220,1308,162,4,157,Ward 10,139,2012
289,123,1751,12,GREENFIELD,5220,1308,162,4,157,Ward 10,139,2012
290,102,1245,1,KEHEEWIN,5250,1063,194,1,160,Ward 10,158,2012
290,102,1245,2,KEHEEWIN,5250,1063,194,1,160,Ward 10,158,2012
290,102,1245,3,KEHEEWIN,5250,1063,194,1,160,Ward 10,158,2012
290,102,1245,4,KEHEEWIN,5250,1063,194,2,160,Ward 10,158,2012
290,102,1245,5,KEHEEWIN,5250,1063,194,2,160,Ward 10,158,2012
290,102,1245,6,KEHEEWIN,5250,1063,194,2,160,Ward 10,158,2012
290,102,1245,7,KEHEEWIN,5250,1063,194,3,160,Ward 10,158,2012
290,102,1245,8,KEHEEWIN,5250,1063,194,3,160,Ward 10,158,2012
290,102,1245,9,KEHEEWIN,5250,1063,194,3,160,Ward 10,158,2012
290,102,1245,10,KEHEEWIN,5250,1063,194,4,160,Ward 10,158,2012
290,102,1245,11,KEHEEWIN,5250,1063,194,4,160,Ward 10,158,2012
290,102,1245,12,KEHEEWIN,5250,1063,194,4,160,Ward 10,158,2012
291,15,509,1,LANSDOWNE,5260,464,125,1,61,Ward 10,40,2012
291,15,509,2,LANSDOWNE,5260,464,125,1,61,Ward 10,40,2012
291,15,509,3,LANSDOWNE,5260,464,125,1,61,Ward 10,40,2012
291,15,509,4,LANSDOWNE,5260,464,125,2,61,Ward 10,40,2012
291,15,509,5,LANSDOWNE,5260,464,125,2,61,Ward 10,40,2012
291,15,509,6,LANSDOWNE,5260,464,125,2,61,Ward 10,40,2012
291,15,509,7,LANSDOWNE,5260,464,125,3,61,Ward 10,40,2012
291,15,509,8,LANSDOWNE,5260,464,125,3,61,Ward 10,40,2012
291,15,509,9,LANSDOWNE,5260,464,125,3,61,Ward 10,40,2012
291,15,509,10,LANSDOWNE,5260,464,125,4,61,Ward 10,40,2012
291,15,509,11,LANSDOWNE,5260,464,125,4,61,Ward 10,40,2012
291,15,509,12,LANSDOWNE,5260,464,125,4,61,Ward 10,40,2012
292,85,723,1,LENDRUM PLACE,5270,650,252,1,105,Ward 10,73,2012
292,85,723,2,LENDRUM PLACE,5270,650,252,1,105,Ward 10,73,2012
292,85,723,3,LENDRUM PLACE,5270,650,252,1,105,Ward 10,73,2012
292,85,723,4,LENDRUM PLACE,5270,650,252,2,105,Ward 10,73,2012
292,85,723,5,LENDRUM PLACE,5270,650,252,2,105,Ward 10,73,2012
292,85,723,6,LENDRUM PLACE,5270,650,252,2,105,Ward 10,73,2012
292,85,723,7,LENDRUM PLACE,5270,650,252,3,105,Ward 10,73,2012
292,85,723,8,LENDRUM PLACE,5270,650,252,3,105,Ward 10,73,2012
292,85,723,9,LENDRUM PLACE,5270,650,252,3,105,Ward 10,73,2012
292,85,723,10,LENDRUM PLACE,5270,650,252,4,105,Ward 10,73,2012
292,85,723,11,LENDRUM PLACE,5270,650,252,4,105,Ward 10,73,2012
292,85,723,12,LENDRUM PLACE,5270,650,252,4,105,Ward 10,73,2012
293,108,1483,1,MALMO PLAINS,5280,1175,312,1,129,Ward 10,98,2012
293,108,1483,2,MALMO PLAINS,5280,1175,312,1,129,Ward 10,98,2012
293,108,1483,3,MALMO PLAINS,5280,1175,312,1,129,Ward 10,98,2012
293,108,1483,4,MALMO PLAINS,5280,1175,312,2,129,Ward 10,98,2012
293,108,1483,5,MALMO PLAINS,5280,1175,312,2,129,Ward 10,98,2012
293,108,1483,6,MALMO PLAINS,5280,1175,312,2,129,Ward 10,98,2012
293,108,1483,7,MALMO PLAINS,5280,1175,312,3,129,Ward 10,98,2012
293,108,1483,8,MALMO PLAINS,5280,1175,312,3,129,Ward 10,98,2012
293,108,1483,9,MALMO PLAINS,5280,1175,312,3,129,Ward 10,98,2012
293,108,1483,10,MALMO PLAINS,5280,1175,312,4,129,Ward 10,98,2012
293,108,1483,11,MALMO PLAINS,5280,1175,312,4,129,Ward 10,98,2012
293,108,1483,12,MALMO PLAINS,5280,1175,312,4,129,Ward 10,98,2012
294,134,726,1,PARKALLEN,5310,1021,141,1,144,Ward 10,49,2012
294,134,726,2,PARKALLEN,5310,1021,141,1,144,Ward 10,49,2012
294,134,726,3,PARKALLEN,5310,1021,141,1,144,Ward 10,49,2012
294,134,726,4,PARKALLEN,5310,1021,141,2,144,Ward 10,49,2012
294,134,726,5,PARKALLEN,5310,1021,141,2,144,Ward 10,49,2012
294,134,726,6,PARKALLEN,5310,1021,141,2,144,Ward 10,49,2012
294,134,726,7,PARKALLEN,5310,1021,141,3,144,Ward 10,49,2012
294,134,726,8,PARKALLEN,5310,1021,141,3,144,Ward 10,49,2012
294,134,726,9,PARKALLEN,5310,1021,141,3,144,Ward 10,49,2012
294,134,726,10,PARKALLEN,5310,1021,141,4,144,Ward 10,49,2012
294,134,726,11,PARKALLEN,5310,1021,141,4,144,Ward 10,49,2012
294,134,726,12,PARKALLEN,5310,1021,141,4,144,Ward 10,49,2012
295,214,1224,1,PLEASANTVIEW,5320,1288,507,1,267,Ward 10,255,2012
295,214,1224,2,PLEASANTVIEW,5320,1288,507,1,267,Ward 10,255,2012
295,214,1224,3,PLEASANTVIEW,5320,1288,507,1,267,Ward 10,255,2012
295,214,1224,4,PLEASANTVIEW,5320,1288,507,2,267,Ward 10,255,2012
295,214,1224,5,PLEASANTVIEW,5320,1288,507,2,267,Ward 10,255,2012
295,214,1224,6,PLEASANTVIEW,5320,1288,507,2,267,Ward 10,255,2012
295,214,1224,7,PLEASANTVIEW,5320,1288,507,3,267,Ward 10,255,2012
295,214,1224,8,PLEASANTVIEW,5320,1288,507,3,267,Ward 10,255,2012
295,214,1224,9,PLEASANTVIEW,5320,1288,507,3,267,Ward 10,255,2012
295,214,1224,10,PLEASANTVIEW,5320,1288,507,4,267,Ward 10,255,2012
295,214,1224,11,PLEASANTVIEW,5320,1288,507,4,267,Ward 10,255,2012
295,214,1224,12,PLEASANTVIEW,5320,1288,507,4,267,Ward 10,255,2012
296,73,627,1,RIDEAU PARK,5360,557,436,1,111,Ward 10,79,2012
296,73,627,2,RIDEAU PARK,5360,557,436,1,111,Ward 10,79,2012
296,73,627,3,RIDEAU PARK,5360,557,436,1,111,Ward 10,79,2012
296,73,627,4,RIDEAU PARK,5360,557,436,2,111,Ward 10,79,2012
296,73,627,5,RIDEAU PARK,5360,557,436,2,111,Ward 10,79,2012
296,73,627,6,RIDEAU PARK,5360,557,436,2,111,Ward 10,79,2012
296,73,627,7,RIDEAU PARK,5360,557,436,3,111,Ward 10,79,2012
296,73,627,8,RIDEAU PARK,5360,557,436,3,111,Ward 10,79,2012
296,73,627,9,RIDEAU PARK,5360,557,436,3,111,Ward 10,79,2012
296,73,627,10,RIDEAU PARK,5360,557,436,4,111,Ward 10,79,2012
296,73,627,11,RIDEAU PARK,5360,557,436,4,111,Ward 10,79,2012
296,73,627,12,RIDEAU PARK,5360,557,436,4,111,Ward 10,79,2012
297,0,0,1,RIVER VALLEY WHITEMUD,5400,0,0,1,0,Ward 10,0,2012
297,0,0,2,RIVER VALLEY WHITEMUD,5400,0,0,1,0,Ward 10,0,2012
297,0,0,3,RIVER VALLEY WHITEMUD,5400,0,0,1,0,Ward 10,0,2012
297,0,0,4,RIVER VALLEY WHITEMUD,5400,0,0,2,0,Ward 10,0,2012
297,0,0,5,RIVER VALLEY WHITEMUD,5400,0,0,2,0,Ward 10,0,2012
297,0,0,6,RIVER VALLEY WHITEMUD,5400,0,0,2,0,Ward 10,0,2012
297,0,0,7,RIVER VALLEY WHITEMUD,5400,0,0,3,0,Ward 10,0,2012
297,0,0,8,RIVER VALLEY WHITEMUD,5400,0,0,3,0,Ward 10,0,2012
297,0,0,9,RIVER VALLEY WHITEMUD,5400,0,0,3,0,Ward 10,0,2012
297,0,0,10,RIVER VALLEY WHITEMUD,5400,0,0,4,0,Ward 10,0,2012
297,0,0,11,RIVER VALLEY WHITEMUD,5400,0,0,4,0,Ward 10,0,2012
297,0,0,12,RIVER VALLEY WHITEMUD,5400,0,0,4,0,Ward 10,0,2012
298,0,0,1,ROSEDALE INDUSTRIAL,6650,0,0,1,0,Ward 10,0,2012
298,0,0,2,ROSEDALE INDUSTRIAL,6650,0,0,1,0,Ward 10,0,2012
298,0,0,3,ROSEDALE INDUSTRIAL,6650,0,0,1,0,Ward 10,0,2012
298,0,0,4,ROSEDALE INDUSTRIAL,6650,0,0,2,0,Ward 10,0,2012
298,0,0,5,ROSEDALE INDUSTRIAL,6650,0,0,2,0,Ward 10,0,2012
298,0,0,6,ROSEDALE INDUSTRIAL,6650,0,0,2,0,Ward 10,0,2012
298,0,0,7,ROSEDALE INDUSTRIAL,6650,0,0,3,0,Ward 10,0,2012
298,0,0,8,ROSEDALE INDUSTRIAL,6650,0,0,3,0,Ward 10,0,2012
298,0,0,9,ROSEDALE INDUSTRIAL,6650,0,0,3,0,Ward 10,0,2012
298,0,0,10,ROSEDALE INDUSTRIAL,6650,0,0,4,0,Ward 10,0,2012
298,0,0,11,ROSEDALE INDUSTRIAL,6650,0,0,4,0,Ward 10,0,2012
298,0,0,12,ROSEDALE INDUSTRIAL,6650,0,0,4,0,Ward 10,0,2012
299,161,1214,1,ROYAL GARDENS,5430,1384,372,1,238,Ward 10,112,2012
299,161,1214,2,ROYAL GARDENS,5430,1384,372,1,238,Ward 10,112,2012
299,161,1214,3,ROYAL GARDENS,5430,1384,372,1,238,Ward 10,112,2012
299,161,1214,4,ROYAL GARDENS,5430,1384,372,2,238,Ward 10,112,2012
299,161,1214,5,ROYAL GARDENS,5430,1384,372,2,238,Ward 10,112,2012
299,161,1214,6,ROYAL GARDENS,5430,1384,372,2,238,Ward 10,112,2012
299,161,1214,7,ROYAL GARDENS,5430,1384,372,3,238,Ward 10,112,2012
299,161,1214,8,ROYAL GARDENS,5430,1384,372,3,238,Ward 10,112,2012
299,161,1214,9,ROYAL GARDENS,5430,1384,372,3,238,Ward 10,112,2012
299,161,1214,10,ROYAL GARDENS,5430,1384,372,4,238,Ward 10,112,2012
299,161,1214,11,ROYAL GARDENS,5430,1384,372,4,238,Ward 10,112,2012
299,161,1214,12,ROYAL GARDENS,5430,1384,372,4,238,Ward 10,112,2012
300,137,580,1,SKYRATTLER,5460,608,392,1,189,Ward 10,41,2012
300,137,580,2,SKYRATTLER,5460,608,392,1,189,Ward 10,41,2012
300,137,580,3,SKYRATTLER,5460,608,392,1,189,Ward 10,41,2012
300,137,580,4,SKYRATTLER,5460,608,392,2,189,Ward 10,41,2012
300,137,580,5,SKYRATTLER,5460,608,392,2,189,Ward 10,41,2012
300,137,580,6,SKYRATTLER,5460,608,392,2,189,Ward 10,41,2012
300,137,580,7,SKYRATTLER,5460,608,392,3,189,Ward 10,41,2012
300,137,580,8,SKYRATTLER,5460,608,392,3,189,Ward 10,41,2012
300,137,580,9,SKYRATTLER,5460,608,392,3,189,Ward 10,41,2012
300,137,580,10,SKYRATTLER,5460,608,392,4,189,Ward 10,41,2012
300,137,580,11,SKYRATTLER,5460,608,392,4,189,Ward 10,41,2012
300,137,580,12,SKYRATTLER,5460,608,392,4,189,Ward 10,41,2012
301,51,769,1,STEINHAUER,5470,616,310,1,69,Ward 10,52,2012
301,51,769,2,STEINHAUER,5470,616,310,1,69,Ward 10,52,2012
301,51,769,3,STEINHAUER,5470,616,310,1,69,Ward 10,52,2012
301,51,769,4,STEINHAUER,5470,616,310,2,69,Ward 10,52,2012
301,51,769,5,STEINHAUER,5470,616,310,2,69,Ward 10,52,2012
301,51,769,6,STEINHAUER,5470,616,310,2,69,Ward 10,52,2012
301,51,769,7,STEINHAUER,5470,616,310,3,69,Ward 10,52,2012
301,51,769,8,STEINHAUER,5470,616,310,3,69,Ward 10,52,2012
301,51,769,9,STEINHAUER,5470,616,310,3,69,Ward 10,52,2012
301,51,769,10,STEINHAUER,5470,616,310,4,69,Ward 10,52,2012
301,51,769,11,STEINHAUER,5470,616,310,4,69,Ward 10,52,2012
301,51,769,12,STEINHAUER,5470,616,310,4,69,Ward 10,52,2012
302,71,1028,1,SWEET GRASS,5490,1062,306,1,123,Ward 10,46,2012
302,71,1028,2,SWEET GRASS,5490,1062,306,1,123,Ward 10,46,2012
302,71,1028,3,SWEET GRASS,5490,1062,306,1,123,Ward 10,46,2012
302,71,1028,4,SWEET GRASS,5490,1062,306,2,123,Ward 10,46,2012
302,71,1028,5,SWEET GRASS,5490,1062,306,2,123,Ward 10,46,2012
302,71,1028,6,SWEET GRASS,5490,1062,306,2,123,Ward 10,46,2012
302,71,1028,7,SWEET GRASS,5490,1062,306,3,123,Ward 10,46,2012
302,71,1028,8,SWEET GRASS,5490,1062,306,3,123,Ward 10,46,2012
302,71,1028,9,SWEET GRASS,5490,1062,306,3,123,Ward 10,46,2012
302,71,1028,10,SWEET GRASS,5490,1062,306,4,123,Ward 10,46,2012
302,71,1028,11,SWEET GRASS,5490,1062,306,4,123,Ward 10,46,2012
302,71,1028,12,SWEET GRASS,5490,1062,306,4,123,Ward 10,46,2012
303,0,0,1,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,Ward 10,0,2012
303,0,0,2,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,Ward 10,0,2012
303,0,0,3,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,Ward 10,0,2012
303,0,0,4,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,Ward 10,0,2012
303,0,0,5,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,Ward 10,0,2012
303,0,0,6,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,Ward 10,0,2012
303,0,0,7,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,Ward 10,0,2012
303,0,0,8,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,Ward 10,0,2012
303,0,0,9,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,Ward 10,0,2012
303,0,0,10,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,Ward 10,0,2012
303,0,0,11,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,Ward 10,0,2012
303,0,0,12,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,Ward 10,0,2012
304,26,590,1,WESTBROOK ESTATES,5540,428,91,1,51,Ward 10,39,2012
304,26,590,2,WESTBROOK ESTATES,5540,428,91,1,51,Ward 10,39,2012
304,26,590,3,WESTBROOK ESTATES,5540,428,91,1,51,Ward 10,39,2012
304,26,590,4,WESTBROOK ESTATES,5540,428,91,2,51,Ward 10,39,2012
304,26,590,5,WESTBROOK ESTATES,5540,428,91,2,51,Ward 10,39,2012
304,26,590,6,WESTBROOK ESTATES,5540,428,91,2,51,Ward 10,39,2012
304,26,590,7,WESTBROOK ESTATES,5540,428,91,3,51,Ward 10,39,2012
304,26,590,8,WESTBROOK ESTATES,5540,428,91,3,51,Ward 10,39,2012
304,26,590,9,WESTBROOK ESTATES,5540,428,91,3,51,Ward 10,39,2012
304,26,590,10,WESTBROOK ESTATES,5540,428,91,4,51,Ward 10,39,2012
304,26,590,11,WESTBROOK ESTATES,5540,428,91,4,51,Ward 10,39,2012
304,26,590,12,WESTBROOK ESTATES,5540,428,91,4,51,Ward 10,39,2012
305,0,0,1,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,Ward 10,0,2012
305,0,0,2,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,Ward 10,0,2012
305,0,0,3,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,Ward 10,0,2012
305,0,0,4,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,Ward 10,0,2012
305,0,0,5,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,Ward 10,0,2012
305,0,0,6,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,Ward 10,0,2012
305,0,0,7,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,Ward 10,0,2012
305,0,0,8,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,Ward 10,0,2012
305,0,0,9,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,Ward 10,0,2012
305,0,0,10,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,Ward 10,0,2012
305,0,0,11,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,Ward 10,0,2012
305,0,0,12,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,Ward 10,0,2012
306,0,0,1,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,Ward 10,0,2012
306,0,0,2,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,Ward 10,0,2012
306,0,0,3,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,Ward 10,0,2012
306,0,0,4,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,0,Ward 10,0,2012
