,Employed 0-30 Hours,Employed 30+ Hours,Gr.10 - Gr.12,Gr.7 - Gr.9,Homemaker,Kindergarten - Gr.6,Month,Neighbourhood Name,Neighbourhood Number,No Response(Employment),Permanently Unable to Work,Post Secondary Student,Preschool,Quarter,Retired,Unemployed,Year,﻿Ward
61,224,1577,124,128,154,300,5,CAERNARVON,3060,672,59,128,236,2,504,147,2014,Ward 2
61,224,1577,124,128,154,300,6,CAERNARVON,3060,672,59,128,236,2,504,147,2014,Ward 2
61,224,1577,124,128,154,300,7,CAERNARVON,3060,672,59,128,236,3,504,147,2014,Ward 2
61,224,1577,124,128,154,300,8,CAERNARVON,3060,672,59,128,236,3,504,147,2014,Ward 2
61,224,1577,124,128,154,300,9,CAERNARVON,3060,672,59,128,236,3,504,147,2014,Ward 2
61,224,1577,124,128,154,300,10,CAERNARVON,3060,672,59,128,236,4,504,147,2014,Ward 2
61,224,1577,124,128,154,300,11,CAERNARVON,3060,672,59,128,236,4,504,147,2014,Ward 2
61,224,1577,124,128,154,300,12,CAERNARVON,3060,672,59,128,236,4,504,147,2014,Ward 2
62,263,1660,71,92,123,226,1,CALDER,3070,753,116,93,183,1,479,165,2014,Ward 2
62,263,1660,71,92,123,226,2,CALDER,3070,753,116,93,183,1,479,165,2014,Ward 2
62,263,1660,71,92,123,226,3,CALDER,3070,753,116,93,183,1,479,165,2014,Ward 2
62,263,1660,71,92,123,226,4,CALDER,3070,753,116,93,183,2,479,165,2014,Ward 2
62,263,1660,71,92,123,226,5,CALDER,3070,753,116,93,183,2,479,165,2014,Ward 2
62,263,1660,71,92,123,226,6,CALDER,3070,753,116,93,183,2,479,165,2014,Ward 2
62,263,1660,71,92,123,226,7,CALDER,3070,753,116,93,183,3,479,165,2014,Ward 2
62,263,1660,71,92,123,226,8,CALDER,3070,753,116,93,183,3,479,165,2014,Ward 2
62,263,1660,71,92,123,226,9,CALDER,3070,753,116,93,183,3,479,165,2014,Ward 2
62,263,1660,71,92,123,226,10,CALDER,3070,753,116,93,183,4,479,165,2014,Ward 2
62,263,1660,71,92,123,226,11,CALDER,3070,753,116,93,183,4,479,165,2014,Ward 2
62,263,1660,71,92,123,226,12,CALDER,3070,753,116,93,183,4,479,165,2014,Ward 2
63,249,1527,134,151,161,361,1,CARLISLE,3090,329,63,139,283,1,367,148,2014,Ward 2
63,249,1527,134,151,161,361,2,CARLISLE,3090,329,63,139,283,1,367,148,2014,Ward 2
63,249,1527,134,151,161,361,3,CARLISLE,3090,329,63,139,283,1,367,148,2014,Ward 2
63,249,1527,134,151,161,361,4,CARLISLE,3090,329,63,139,283,2,367,148,2014,Ward 2
63,249,1527,134,151,161,361,5,CARLISLE,3090,329,63,139,283,2,367,148,2014,Ward 2
63,249,1527,134,151,161,361,6,CARLISLE,3090,329,63,139,283,2,367,148,2014,Ward 2
63,249,1527,134,151,161,361,7,CARLISLE,3090,329,63,139,283,3,367,148,2014,Ward 2
63,249,1527,134,151,161,361,8,CARLISLE,3090,329,63,139,283,3,367,148,2014,Ward 2
63,249,1527,134,151,161,361,9,CARLISLE,3090,329,63,139,283,3,367,148,2014,Ward 2
63,249,1527,134,151,161,361,10,CARLISLE,3090,329,63,139,283,4,367,148,2014,Ward 2
63,249,1527,134,151,161,361,11,CARLISLE,3090,329,63,139,283,4,367,148,2014,Ward 2
63,249,1527,134,151,161,361,12,CARLISLE,3090,329,63,139,283,4,367,148,2014,Ward 2
64,99,1025,77,61,71,178,1,GRIESBACH,3111,1711,12,72,176,1,204,66,2014,Ward 2
64,99,1025,77,61,71,178,2,GRIESBACH,3111,1711,12,72,176,1,204,66,2014,Ward 2
64,99,1025,77,61,71,178,3,GRIESBACH,3111,1711,12,72,176,1,204,66,2014,Ward 2
64,99,1025,77,61,71,178,4,GRIESBACH,3111,1711,12,72,176,2,204,66,2014,Ward 2
64,99,1025,77,61,71,178,5,GRIESBACH,3111,1711,12,72,176,2,204,66,2014,Ward 2
64,99,1025,77,61,71,178,6,GRIESBACH,3111,1711,12,72,176,2,204,66,2014,Ward 2
64,99,1025,77,61,71,178,7,GRIESBACH,3111,1711,12,72,176,3,204,66,2014,Ward 2
64,99,1025,77,61,71,178,8,GRIESBACH,3111,1711,12,72,176,3,204,66,2014,Ward 2
64,99,1025,77,61,71,178,9,GRIESBACH,3111,1711,12,72,176,3,204,66,2014,Ward 2
64,99,1025,77,61,71,178,10,GRIESBACH,3111,1711,12,72,176,4,204,66,2014,Ward 2
64,99,1025,77,61,71,178,11,GRIESBACH,3111,1711,12,72,176,4,204,66,2014,Ward 2
64,99,1025,77,61,71,178,12,GRIESBACH,3111,1711,12,72,176,4,204,66,2014,Ward 2
65,323,2870,211,220,224,658,1,CUMBERLAND,3150,868,32,235,359,1,327,112,2014,Ward 2
65,323,2870,211,220,224,658,2,CUMBERLAND,3150,868,32,235,359,1,327,112,2014,Ward 2
65,323,2870,211,220,224,658,3,CUMBERLAND,3150,868,32,235,359,1,327,112,2014,Ward 2
65,323,2870,211,220,224,658,4,CUMBERLAND,3150,868,32,235,359,2,327,112,2014,Ward 2
65,323,2870,211,220,224,658,5,CUMBERLAND,3150,868,32,235,359,2,327,112,2014,Ward 2
65,323,2870,211,220,224,658,6,CUMBERLAND,3150,868,32,235,359,2,327,112,2014,Ward 2
65,323,2870,211,220,224,658,7,CUMBERLAND,3150,868,32,235,359,3,327,112,2014,Ward 2
65,323,2870,211,220,224,658,8,CUMBERLAND,3150,868,32,235,359,3,327,112,2014,Ward 2
65,323,2870,211,220,224,658,9,CUMBERLAND,3150,868,32,235,359,3,327,112,2014,Ward 2
65,323,2870,211,220,224,658,10,CUMBERLAND,3150,868,32,235,359,4,327,112,2014,Ward 2
65,323,2870,211,220,224,658,11,CUMBERLAND,3150,868,32,235,359,4,327,112,2014,Ward 2
65,323,2870,211,220,224,658,12,CUMBERLAND,3150,868,32,235,359,4,327,112,2014,Ward 2
66,0,0,0,0,0,0,1,DOMINION INDUSTRIAL,3160,0,0,0,0,1,0,0,2014,Ward 2
66,0,0,0,0,0,0,2,DOMINION INDUSTRIAL,3160,0,0,0,0,1,0,0,2014,Ward 2
66,0,0,0,0,0,0,3,DOMINION INDUSTRIAL,3160,0,0,0,0,1,0,0,2014,Ward 2
66,0,0,0,0,0,0,4,DOMINION INDUSTRIAL,3160,0,0,0,0,2,0,0,2014,Ward 2
66,0,0,0,0,0,0,5,DOMINION INDUSTRIAL,3160,0,0,0,0,2,0,0,2014,Ward 2
66,0,0,0,0,0,0,6,DOMINION INDUSTRIAL,3160,0,0,0,0,2,0,0,2014,Ward 2
66,0,0,0,0,0,0,7,DOMINION INDUSTRIAL,3160,0,0,0,0,3,0,0,2014,Ward 2
66,0,0,0,0,0,0,8,DOMINION INDUSTRIAL,3160,0,0,0,0,3,0,0,2014,Ward 2
66,0,0,0,0,0,0,9,DOMINION INDUSTRIAL,3160,0,0,0,0,3,0,0,2014,Ward 2
66,0,0,0,0,0,0,10,DOMINION INDUSTRIAL,3160,0,0,0,0,4,0,0,2014,Ward 2
66,0,0,0,0,0,0,11,DOMINION INDUSTRIAL,3160,0,0,0,0,4,0,0,2014,Ward 2
66,0,0,0,0,0,0,12,DOMINION INDUSTRIAL,3160,0,0,0,0,4,0,0,2014,Ward 2
67,137,972,45,53,64,150,1,DOVERCOURT,3170,186,24,42,107,1,263,75,2014,Ward 2
67,137,972,45,53,64,150,2,DOVERCOURT,3170,186,24,42,107,1,263,75,2014,Ward 2
67,137,972,45,53,64,150,3,DOVERCOURT,3170,186,24,42,107,1,263,75,2014,Ward 2
67,137,972,45,53,64,150,4,DOVERCOURT,3170,186,24,42,107,2,263,75,2014,Ward 2
67,137,972,45,53,64,150,5,DOVERCOURT,3170,186,24,42,107,2,263,75,2014,Ward 2
67,137,972,45,53,64,150,6,DOVERCOURT,3170,186,24,42,107,2,263,75,2014,Ward 2
67,137,972,45,53,64,150,7,DOVERCOURT,3170,186,24,42,107,3,263,75,2014,Ward 2
67,137,972,45,53,64,150,8,DOVERCOURT,3170,186,24,42,107,3,263,75,2014,Ward 2
67,137,972,45,53,64,150,9,DOVERCOURT,3170,186,24,42,107,3,263,75,2014,Ward 2
67,137,972,45,53,64,150,10,DOVERCOURT,3170,186,24,42,107,4,263,75,2014,Ward 2
67,137,972,45,53,64,150,11,DOVERCOURT,3170,186,24,42,107,4,263,75,2014,Ward 2
67,137,972,45,53,64,150,12,DOVERCOURT,3170,186,24,42,107,4,263,75,2014,Ward 2
68,0,0,0,0,0,0,1,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,1,0,0,2014,Ward 2
68,0,0,0,0,0,0,2,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,1,0,0,2014,Ward 2
68,0,0,0,0,0,0,3,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,1,0,0,2014,Ward 2
68,0,0,0,0,0,0,4,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,2,0,0,2014,Ward 2
68,0,0,0,0,0,0,5,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,2,0,0,2014,Ward 2
68,0,0,0,0,0,0,6,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,2,0,0,2014,Ward 2
68,0,0,0,0,0,0,7,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,3,0,0,2014,Ward 2
68,0,0,0,0,0,0,8,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,3,0,0,2014,Ward 2
68,0,0,0,0,0,0,9,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,3,0,0,2014,Ward 2
68,0,0,0,0,0,0,10,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,4,0,0,2014,Ward 2
68,0,0,0,0,0,0,11,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,4,0,0,2014,Ward 2
68,0,0,0,0,0,0,12,HAGMANN ESTATE INDUSTRIAL,3220,0,0,0,0,4,0,0,2014,Ward 2
69,0,0,0,0,0,0,1,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,1,0,0,2014,Ward 2
69,0,0,0,0,0,0,2,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,1,0,0,2014,Ward 2
69,0,0,0,0,0,0,3,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,1,0,0,2014,Ward 2
69,0,0,0,0,0,0,4,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,2,0,0,2014,Ward 2
69,0,0,0,0,0,0,5,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,2,0,0,2014,Ward 2
69,0,0,0,0,0,0,6,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,2,0,0,2014,Ward 2
69,0,0,0,0,0,0,7,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,3,0,0,2014,Ward 2
69,0,0,0,0,0,0,8,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,3,0,0,2014,Ward 2
69,0,0,0,0,0,0,9,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,3,0,0,2014,Ward 2
69,0,0,0,0,0,0,10,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,4,0,0,2014,Ward 2
69,0,0,0,0,0,0,11,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,4,0,0,2014,Ward 2
69,0,0,0,0,0,0,12,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,0,0,4,0,0,2014,Ward 2
70,355,2143,88,88,111,214,1,INGLEWOOD,3240,2246,152,143,206,1,756,269,2014,Ward 2
70,355,2143,88,88,111,214,2,INGLEWOOD,3240,2246,152,143,206,1,756,269,2014,Ward 2
70,355,2143,88,88,111,214,3,INGLEWOOD,3240,2246,152,143,206,1,756,269,2014,Ward 2
70,355,2143,88,88,111,214,4,INGLEWOOD,3240,2246,152,143,206,2,756,269,2014,Ward 2
70,355,2143,88,88,111,214,5,INGLEWOOD,3240,2246,152,143,206,2,756,269,2014,Ward 2
70,355,2143,88,88,111,214,6,INGLEWOOD,3240,2246,152,143,206,2,756,269,2014,Ward 2
70,355,2143,88,88,111,214,7,INGLEWOOD,3240,2246,152,143,206,3,756,269,2014,Ward 2
70,355,2143,88,88,111,214,8,INGLEWOOD,3240,2246,152,143,206,3,756,269,2014,Ward 2
70,355,2143,88,88,111,214,9,INGLEWOOD,3240,2246,152,143,206,3,756,269,2014,Ward 2
70,355,2143,88,88,111,214,10,INGLEWOOD,3240,2246,152,143,206,4,756,269,2014,Ward 2
70,355,2143,88,88,111,214,11,INGLEWOOD,3240,2246,152,143,206,4,756,269,2014,Ward 2
70,355,2143,88,88,111,214,12,INGLEWOOD,3240,2246,152,143,206,4,756,269,2014,Ward 2
71,151,1266,113,99,114,209,1,KENSINGTON,3250,397,58,82,121,1,936,114,2014,Ward 2
71,151,1266,113,99,114,209,2,KENSINGTON,3250,397,58,82,121,1,936,114,2014,Ward 2
71,151,1266,113,99,114,209,3,KENSINGTON,3250,397,58,82,121,1,936,114,2014,Ward 2
71,151,1266,113,99,114,209,4,KENSINGTON,3250,397,58,82,121,2,936,114,2014,Ward 2
71,151,1266,113,99,114,209,5,KENSINGTON,3250,397,58,82,121,2,936,114,2014,Ward 2
71,151,1266,113,99,114,209,6,KENSINGTON,3250,397,58,82,121,2,936,114,2014,Ward 2
71,151,1266,113,99,114,209,7,KENSINGTON,3250,397,58,82,121,3,936,114,2014,Ward 2
71,151,1266,113,99,114,209,8,KENSINGTON,3250,397,58,82,121,3,936,114,2014,Ward 2
71,151,1266,113,99,114,209,9,KENSINGTON,3250,397,58,82,121,3,936,114,2014,Ward 2
71,151,1266,113,99,114,209,10,KENSINGTON,3250,397,58,82,121,4,936,114,2014,Ward 2
71,151,1266,113,99,114,209,11,KENSINGTON,3250,397,58,82,121,4,936,114,2014,Ward 2
71,151,1266,113,99,114,209,12,KENSINGTON,3250,397,58,82,121,4,936,114,2014,Ward 2
72,202,1155,74,70,113,162,1,LAUDERDALE,3260,293,60,83,162,1,372,111,2014,Ward 2
72,202,1155,74,70,113,162,2,LAUDERDALE,3260,293,60,83,162,1,372,111,2014,Ward 2
72,202,1155,74,70,113,162,3,LAUDERDALE,3260,293,60,83,162,1,372,111,2014,Ward 2
72,202,1155,74,70,113,162,4,LAUDERDALE,3260,293,60,83,162,2,372,111,2014,Ward 2
72,202,1155,74,70,113,162,5,LAUDERDALE,3260,293,60,83,162,2,372,111,2014,Ward 2
72,202,1155,74,70,113,162,6,LAUDERDALE,3260,293,60,83,162,2,372,111,2014,Ward 2
72,202,1155,74,70,113,162,7,LAUDERDALE,3260,293,60,83,162,3,372,111,2014,Ward 2
72,202,1155,74,70,113,162,8,LAUDERDALE,3260,293,60,83,162,3,372,111,2014,Ward 2
72,202,1155,74,70,113,162,9,LAUDERDALE,3260,293,60,83,162,3,372,111,2014,Ward 2
72,202,1155,74,70,113,162,10,LAUDERDALE,3260,293,60,83,162,4,372,111,2014,Ward 2
72,202,1155,74,70,113,162,11,LAUDERDALE,3260,293,60,83,162,4,372,111,2014,Ward 2
72,202,1155,74,70,113,162,12,LAUDERDALE,3260,293,60,83,162,4,372,111,2014,Ward 2
73,0,0,0,0,0,0,1,MCARTHUR INDUSTRIAL,3290,0,0,0,0,1,0,0,2014,Ward 2
73,0,0,0,0,0,0,2,MCARTHUR INDUSTRIAL,3290,0,0,0,0,1,0,0,2014,Ward 2
73,0,0,0,0,0,0,3,MCARTHUR INDUSTRIAL,3290,0,0,0,0,1,0,0,2014,Ward 2
73,0,0,0,0,0,0,4,MCARTHUR INDUSTRIAL,3290,0,0,0,0,2,0,0,2014,Ward 2
73,0,0,0,0,0,0,5,MCARTHUR INDUSTRIAL,3290,0,0,0,0,2,0,0,2014,Ward 2
73,0,0,0,0,0,0,6,MCARTHUR INDUSTRIAL,3290,0,0,0,0,2,0,0,2014,Ward 2
73,0,0,0,0,0,0,7,MCARTHUR INDUSTRIAL,3290,0,0,0,0,3,0,0,2014,Ward 2
73,0,0,0,0,0,0,8,MCARTHUR INDUSTRIAL,3290,0,0,0,0,3,0,0,2014,Ward 2
73,0,0,0,0,0,0,9,MCARTHUR INDUSTRIAL,3290,0,0,0,0,3,0,0,2014,Ward 2
73,0,0,0,0,0,0,10,MCARTHUR INDUSTRIAL,3290,0,0,0,0,4,0,0,2014,Ward 2
73,0,0,0,0,0,0,11,MCARTHUR INDUSTRIAL,3290,0,0,0,0,4,0,0,2014,Ward 2
73,0,0,0,0,0,0,12,MCARTHUR INDUSTRIAL,3290,0,0,0,0,4,0,0,2014,Ward 2
74,149,1441,135,145,137,259,1,OXFORD,3320,403,29,189,134,1,363,69,2014,Ward 2
74,149,1441,135,145,137,259,2,OXFORD,3320,403,29,189,134,1,363,69,2014,Ward 2
74,149,1441,135,145,137,259,3,OXFORD,3320,403,29,189,134,1,363,69,2014,Ward 2
74,149,1441,135,145,137,259,4,OXFORD,3320,403,29,189,134,2,363,69,2014,Ward 2
74,149,1441,135,145,137,259,5,OXFORD,3320,403,29,189,134,2,363,69,2014,Ward 2
74,149,1441,135,145,137,259,6,OXFORD,3320,403,29,189,134,2,363,69,2014,Ward 2
74,149,1441,135,145,137,259,7,OXFORD,3320,403,29,189,134,3,363,69,2014,Ward 2
74,149,1441,135,145,137,259,8,OXFORD,3320,403,29,189,134,3,363,69,2014,Ward 2
74,149,1441,135,145,137,259,9,OXFORD,3320,403,29,189,134,3,363,69,2014,Ward 2
74,149,1441,135,145,137,259,10,OXFORD,3320,403,29,189,134,4,363,69,2014,Ward 2
74,149,1441,135,145,137,259,11,OXFORD,3320,403,29,189,134,4,363,69,2014,Ward 2
74,149,1441,135,145,137,259,12,OXFORD,3320,403,29,189,134,4,363,69,2014,Ward 2
75,40,242,3,5,16,16,1,PEMBINA,3340,93,2,12,21,1,79,13,2014,Ward 2
75,40,242,3,5,16,16,2,PEMBINA,3340,93,2,12,21,1,79,13,2014,Ward 2
75,40,242,3,5,16,16,3,PEMBINA,3340,93,2,12,21,1,79,13,2014,Ward 2
75,40,242,3,5,16,16,4,PEMBINA,3340,93,2,12,21,2,79,13,2014,Ward 2
75,40,242,3,5,16,16,5,PEMBINA,3340,93,2,12,21,2,79,13,2014,Ward 2
75,40,242,3,5,16,16,6,PEMBINA,3340,93,2,12,21,2,79,13,2014,Ward 2
75,40,242,3,5,16,16,7,PEMBINA,3340,93,2,12,21,3,79,13,2014,Ward 2
75,40,242,3,5,16,16,8,PEMBINA,3340,93,2,12,21,3,79,13,2014,Ward 2
75,40,242,3,5,16,16,9,PEMBINA,3340,93,2,12,21,3,79,13,2014,Ward 2
75,40,242,3,5,16,16,10,PEMBINA,3340,93,2,12,21,4,79,13,2014,Ward 2
75,40,242,3,5,16,16,11,PEMBINA,3340,93,2,12,21,4,79,13,2014,Ward 2
75,40,242,3,5,16,16,12,PEMBINA,3340,93,2,12,21,4,79,13,2014,Ward 2
76,53,713,26,51,51,101,1,PRINCE CHARLES,3350,303,29,45,63,1,108,51,2014,Ward 2
76,53,713,26,51,51,101,2,PRINCE CHARLES,3350,303,29,45,63,1,108,51,2014,Ward 2
76,53,713,26,51,51,101,3,PRINCE CHARLES,3350,303,29,45,63,1,108,51,2014,Ward 2
76,53,713,26,51,51,101,4,PRINCE CHARLES,3350,303,29,45,63,2,108,51,2014,Ward 2
76,53,713,26,51,51,101,5,PRINCE CHARLES,3350,303,29,45,63,2,108,51,2014,Ward 2
76,53,713,26,51,51,101,6,PRINCE CHARLES,3350,303,29,45,63,2,108,51,2014,Ward 2
76,53,713,26,51,51,101,7,PRINCE CHARLES,3350,303,29,45,63,3,108,51,2014,Ward 2
76,53,713,26,51,51,101,8,PRINCE CHARLES,3350,303,29,45,63,3,108,51,2014,Ward 2
76,53,713,26,51,51,101,9,PRINCE CHARLES,3350,303,29,45,63,3,108,51,2014,Ward 2
76,53,713,26,51,51,101,10,PRINCE CHARLES,3350,303,29,45,63,4,108,51,2014,Ward 2
76,53,713,26,51,51,101,11,PRINCE CHARLES,3350,303,29,45,63,4,108,51,2014,Ward 2
76,53,713,26,51,51,101,12,PRINCE CHARLES,3350,303,29,45,63,4,108,51,2014,Ward 2
77,0,0,0,0,0,0,1,RAMPART INDUSTRIAL,3360,0,0,0,0,1,0,0,2014,Ward 2
77,0,0,0,0,0,0,2,RAMPART INDUSTRIAL,3360,0,0,0,0,1,0,0,2014,Ward 2
77,0,0,0,0,0,0,3,RAMPART INDUSTRIAL,3360,0,0,0,0,1,0,0,2014,Ward 2
77,0,0,0,0,0,0,4,RAMPART INDUSTRIAL,3360,0,0,0,0,2,0,0,2014,Ward 2
77,0,0,0,0,0,0,5,RAMPART INDUSTRIAL,3360,0,0,0,0,2,0,0,2014,Ward 2
77,0,0,0,0,0,0,6,RAMPART INDUSTRIAL,3360,0,0,0,0,2,0,0,2014,Ward 2
77,0,0,0,0,0,0,7,RAMPART INDUSTRIAL,3360,0,0,0,0,3,0,0,2014,Ward 2
77,0,0,0,0,0,0,8,RAMPART INDUSTRIAL,3360,0,0,0,0,3,0,0,2014,Ward 2
77,0,0,0,0,0,0,9,RAMPART INDUSTRIAL,3360,0,0,0,0,3,0,0,2014,Ward 2
77,0,0,0,0,0,0,10,RAMPART INDUSTRIAL,3360,0,0,0,0,4,0,0,2014,Ward 2
77,0,0,0,0,0,0,11,RAMPART INDUSTRIAL,3360,0,0,0,0,4,0,0,2014,Ward 2
77,0,0,0,0,0,0,12,RAMPART INDUSTRIAL,3360,0,0,0,0,4,0,0,2014,Ward 2
78,182,1135,73,67,113,164,1,ROSSLYN,3390,243,31,76,106,1,719,67,2014,Ward 2
78,182,1135,73,67,113,164,2,ROSSLYN,3390,243,31,76,106,1,719,67,2014,Ward 2
78,182,1135,73,67,113,164,3,ROSSLYN,3390,243,31,76,106,1,719,67,2014,Ward 2
78,182,1135,73,67,113,164,4,ROSSLYN,3390,243,31,76,106,2,719,67,2014,Ward 2
78,182,1135,73,67,113,164,5,ROSSLYN,3390,243,31,76,106,2,719,67,2014,Ward 2
78,182,1135,73,67,113,164,6,ROSSLYN,3390,243,31,76,106,2,719,67,2014,Ward 2
78,182,1135,73,67,113,164,7,ROSSLYN,3390,243,31,76,106,3,719,67,2014,Ward 2
78,182,1135,73,67,113,164,8,ROSSLYN,3390,243,31,76,106,3,719,67,2014,Ward 2
78,182,1135,73,67,113,164,9,ROSSLYN,3390,243,31,76,106,3,719,67,2014,Ward 2
78,182,1135,73,67,113,164,10,ROSSLYN,3390,243,31,76,106,4,719,67,2014,Ward 2
78,182,1135,73,67,113,164,11,ROSSLYN,3390,243,31,76,106,4,719,67,2014,Ward 2
78,182,1135,73,67,113,164,12,ROSSLYN,3390,243,31,76,106,4,719,67,2014,Ward 2
79,146,1129,54,64,64,162,1,SHERBROOKE,3410,285,46,66,137,1,259,77,2014,Ward 2
79,146,1129,54,64,64,162,2,SHERBROOKE,3410,285,46,66,137,1,259,77,2014,Ward 2
79,146,1129,54,64,64,162,3,SHERBROOKE,3410,285,46,66,137,1,259,77,2014,Ward 2
79,146,1129,54,64,64,162,4,SHERBROOKE,3410,285,46,66,137,2,259,77,2014,Ward 2
79,146,1129,54,64,64,162,5,SHERBROOKE,3410,285,46,66,137,2,259,77,2014,Ward 2
79,146,1129,54,64,64,162,6,SHERBROOKE,3410,285,46,66,137,2,259,77,2014,Ward 2
79,146,1129,54,64,64,162,7,SHERBROOKE,3410,285,46,66,137,3,259,77,2014,Ward 2
79,146,1129,54,64,64,162,8,SHERBROOKE,3410,285,46,66,137,3,259,77,2014,Ward 2
79,146,1129,54,64,64,162,9,SHERBROOKE,3410,285,46,66,137,3,259,77,2014,Ward 2
79,146,1129,54,64,64,162,10,SHERBROOKE,3410,285,46,66,137,4,259,77,2014,Ward 2
79,146,1129,54,64,64,162,11,SHERBROOKE,3410,285,46,66,137,4,259,77,2014,Ward 2
79,146,1129,54,64,64,162,12,SHERBROOKE,3410,285,46,66,137,4,259,77,2014,Ward 2
80,168,1298,96,91,126,260,1,WELLINGTON,3430,264,53,80,168,1,439,116,2014,Ward 2
80,168,1298,96,91,126,260,2,WELLINGTON,3430,264,53,80,168,1,439,116,2014,Ward 2
80,168,1298,96,91,126,260,3,WELLINGTON,3430,264,53,80,168,1,439,116,2014,Ward 2
80,168,1298,96,91,126,260,4,WELLINGTON,3430,264,53,80,168,2,439,116,2014,Ward 2
80,168,1298,96,91,126,260,5,WELLINGTON,3430,264,53,80,168,2,439,116,2014,Ward 2
80,168,1298,96,91,126,260,6,WELLINGTON,3430,264,53,80,168,2,439,116,2014,Ward 2
80,168,1298,96,91,126,260,7,WELLINGTON,3430,264,53,80,168,3,439,116,2014,Ward 2
80,168,1298,96,91,126,260,8,WELLINGTON,3430,264,53,80,168,3,439,116,2014,Ward 2
80,168,1298,96,91,126,260,9,WELLINGTON,3430,264,53,80,168,3,439,116,2014,Ward 2
80,168,1298,96,91,126,260,10,WELLINGTON,3430,264,53,80,168,4,439,116,2014,Ward 2
80,168,1298,96,91,126,260,11,WELLINGTON,3430,264,53,80,168,4,439,116,2014,Ward 2
80,168,1298,96,91,126,260,12,WELLINGTON,3430,264,53,80,168,4,439,116,2014,Ward 2
81,138,879,68,84,62,150,1,WOODCROFT,3450,364,58,79,114,1,613,83,2014,Ward 2
81,138,879,68,84,62,150,2,WOODCROFT,3450,364,58,79,114,1,613,83,2014,Ward 2
81,138,879,68,84,62,150,3,WOODCROFT,3450,364,58,79,114,1,613,83,2014,Ward 2
81,138,879,68,84,62,150,4,WOODCROFT,3450,364,58,79,114,2,613,83,2014,Ward 2
81,138,879,68,84,62,150,5,WOODCROFT,3450,364,58,79,114,2,613,83,2014,Ward 2
81,138,879,68,84,62,150,6,WOODCROFT,3450,364,58,79,114,2,613,83,2014,Ward 2
81,138,879,68,84,62,150,7,WOODCROFT,3450,364,58,79,114,3,613,83,2014,Ward 2
81,138,879,68,84,62,150,8,WOODCROFT,3450,364,58,79,114,3,613,83,2014,Ward 2
81,138,879,68,84,62,150,9,WOODCROFT,3450,364,58,79,114,3,613,83,2014,Ward 2
81,138,879,68,84,62,150,10,WOODCROFT,3450,364,58,79,114,4,613,83,2014,Ward 2
81,138,879,68,84,62,150,11,WOODCROFT,3450,364,58,79,114,4,613,83,2014,Ward 2
81,138,879,68,84,62,150,12,WOODCROFT,3450,364,58,79,114,4,613,83,2014,Ward 2
82,10,325,11,10,32,46,1,ALBANY,3460,109,3,8,52,1,10,9,2014,Ward 2
82,10,325,11,10,32,46,2,ALBANY,3460,109,3,8,52,1,10,9,2014,Ward 2
82,10,325,11,10,32,46,3,ALBANY,3460,109,3,8,52,1,10,9,2014,Ward 2
82,10,325,11,10,32,46,4,ALBANY,3460,109,3,8,52,2,10,9,2014,Ward 2
82,10,325,11,10,32,46,5,ALBANY,3460,109,3,8,52,2,10,9,2014,Ward 2
82,10,325,11,10,32,46,6,ALBANY,3460,109,3,8,52,2,10,9,2014,Ward 2
82,10,325,11,10,32,46,7,ALBANY,3460,109,3,8,52,3,10,9,2014,Ward 2
82,10,325,11,10,32,46,8,ALBANY,3460,109,3,8,52,3,10,9,2014,Ward 2
82,10,325,11,10,32,46,9,ALBANY,3460,109,3,8,52,3,10,9,2014,Ward 2
82,10,325,11,10,32,46,10,ALBANY,3460,109,3,8,52,4,10,9,2014,Ward 2
82,10,325,11,10,32,46,11,ALBANY,3460,109,3,8,52,4,10,9,2014,Ward 2
82,10,325,11,10,32,46,12,ALBANY,3460,109,3,8,52,4,10,9,2014,Ward 2
83,185,1725,120,166,166,417,1,CARLTON,3470,336,17,135,322,1,198,61,2014,Ward 2
