NEIGHBOURHOOD,AGE,FEMALE,MALE
CLAREVIEW BUSINESS PARK,0,4,7
CLAREVIEW BUSINESS PARK,1,5,5
CLAREVIEW BUSINESS PARK,2,4,5
CLAREVIEW BUSINESS PARK,3,3,2
CLAREVIEW BUSINESS PARK,4,2,3
CLAREVIEW BUSINESS PARK,5,1,2
CLAREVIEW BUSINESS PARK,6,0,2
CLAREVIEW BUSINESS PARK,7,1,2
CLAREVIEW BUSINESS PARK,8,1,1
CLAREVIEW BUSINESS PARK,9,2,1
CLAREVIEW BUSINESS PARK,10,2,1
CLAREVIEW BUSINESS PARK,11,2,0
CLAREVIEW BUSINESS PARK,12,0,2
CLAREVIEW BUSINESS PARK,13,0,2
CLAREVIEW BUSINESS PARK,14,2,1
CLAREVIEW BUSINESS PARK,15,1,0
CLAREVIEW BUSINESS PARK,16,1,0
CLAREVIEW BUSINESS PARK,17,1,1
CLAREVIEW BUSINESS PARK,18,8,5
CLAREVIEW BUSINESS PARK,19,7,6
CLAREVIEW BUSINESS PARK,20,17,16
CLAREVIEW BUSINESS PARK,21,20,13
CLAREVIEW BUSINESS PARK,22,16,11
CLAREVIEW BUSINESS PARK,23,20,15
CLAREVIEW BUSINESS PARK,24,16,30
CLAREVIEW BUSINESS PARK,25,20,12
CLAREVIEW BUSINESS PARK,26,11,8
CLAREVIEW BUSINESS PARK,27,14,15
CLAREVIEW BUSINESS PARK,28,15,17
CLAREVIEW BUSINESS PARK,29,11,5
CLAREVIEW BUSINESS PARK,30,8,14
CLAREVIEW BUSINESS PARK,31,6,10
CLAREVIEW BUSINESS PARK,32,4,3
CLAREVIEW BUSINESS PARK,33,5,3
CLAREVIEW BUSINESS PARK,34,3,9
CLAREVIEW BUSINESS PARK,35,7,4
CLAREVIEW BUSINESS PARK,36,3,5
CLAREVIEW BUSINESS PARK,37,1,4
CLAREVIEW BUSINESS PARK,38,2,4
CLAREVIEW BUSINESS PARK,39,1,3
CLAREVIEW BUSINESS PARK,40,2,2
CLAREVIEW BUSINESS PARK,41,0,1
CLAREVIEW BUSINESS PARK,42,3,0
CLAREVIEW BUSINESS PARK,43,1,0
CLAREVIEW BUSINESS PARK,44,2,1
CLAREVIEW BUSINESS PARK,45,3,1
CLAREVIEW BUSINESS PARK,46,4,4
CLAREVIEW BUSINESS PARK,47,2,2
CLAREVIEW BUSINESS PARK,48,2,1
CLAREVIEW BUSINESS PARK,49,1,0
CLAREVIEW BUSINESS PARK,50,0,2
CLAREVIEW BUSINESS PARK,51,0,0
CLAREVIEW BUSINESS PARK,52,0,2
CLAREVIEW BUSINESS PARK,53,2,1
CLAREVIEW BUSINESS PARK,54,0,0
CLAREVIEW BUSINESS PARK,55,2,1
CLAREVIEW BUSINESS PARK,56,1,0
CLAREVIEW BUSINESS PARK,57,1,0
CLAREVIEW BUSINESS PARK,58,2,3
CLAREVIEW BUSINESS PARK,59,2,0
CLAREVIEW BUSINESS PARK,60,2,0
CLAREVIEW BUSINESS PARK,61,0,1
CLAREVIEW BUSINESS PARK,62,0,0
CLAREVIEW BUSINESS PARK,63,0,1
CLAREVIEW BUSINESS PARK,64,0,1
CLAREVIEW BUSINESS PARK,65,0,2
CLAREVIEW BUSINESS PARK,66,1,0
CLAREVIEW BUSINESS PARK,67,0,0
CLAREVIEW BUSINESS PARK,68,0,0
CLAREVIEW BUSINESS PARK,69,0,1
CLAREVIEW BUSINESS PARK,70,1,0
CLAREVIEW BUSINESS PARK,71,0,0
CLAREVIEW BUSINESS PARK,72,1,1
CLAREVIEW BUSINESS PARK,73,2,1
CLAREVIEW BUSINESS PARK,74,0,0
CLAREVIEW BUSINESS PARK,75,0,0
CLAREVIEW BUSINESS PARK,76,1,1
CLAREVIEW BUSINESS PARK,77,1,0
CLAREVIEW BUSINESS PARK,78,0,0
CLAREVIEW BUSINESS PARK,79,0,1
CLAREVIEW BUSINESS PARK,80,0,0
CLAREVIEW BUSINESS PARK,81,0,0
CLAREVIEW BUSINESS PARK,82,0,0
CLAREVIEW BUSINESS PARK,83,0,0
CLAREVIEW BUSINESS PARK,84,0,0
CLAREVIEW BUSINESS PARK,85+,0,2
CLAREVIEW BUSINESS PARK,No Response,71,84
CLAREVIEW CAMPUS,0,18,15
CLAREVIEW CAMPUS,1,10,16
CLAREVIEW CAMPUS,2,9,13
CLAREVIEW CAMPUS,3,7,13
CLAREVIEW CAMPUS,4,10,8
CLAREVIEW CAMPUS,5,6,4
CLAREVIEW CAMPUS,6,9,6
CLAREVIEW CAMPUS,7,9,7
CLAREVIEW CAMPUS,8,14,8
CLAREVIEW CAMPUS,9,10,5
CLAREVIEW CAMPUS,10,5,6
CLAREVIEW CAMPUS,11,3,6
CLAREVIEW CAMPUS,12,8,7
CLAREVIEW CAMPUS,13,4,9
CLAREVIEW CAMPUS,14,3,7
CLAREVIEW CAMPUS,15,4,3
CLAREVIEW CAMPUS,16,9,5
CLAREVIEW CAMPUS,17,3,4
CLAREVIEW CAMPUS,18,13,15
CLAREVIEW CAMPUS,19,23,11
CLAREVIEW CAMPUS,20,30,21
CLAREVIEW CAMPUS,21,24,22
CLAREVIEW CAMPUS,22,31,24
CLAREVIEW CAMPUS,23,42,36
CLAREVIEW CAMPUS,24,37,25
CLAREVIEW CAMPUS,25,28,32
CLAREVIEW CAMPUS,26,26,25
CLAREVIEW CAMPUS,27,29,38
CLAREVIEW CAMPUS,28,37,30
CLAREVIEW CAMPUS,29,24,29
CLAREVIEW CAMPUS,30,31,27
CLAREVIEW CAMPUS,31,24,26
CLAREVIEW CAMPUS,32,24,31
CLAREVIEW CAMPUS,33,16,18
CLAREVIEW CAMPUS,34,12,29
CLAREVIEW CAMPUS,35,17,26
CLAREVIEW CAMPUS,36,22,21
CLAREVIEW CAMPUS,37,12,12
CLAREVIEW CAMPUS,38,12,14
CLAREVIEW CAMPUS,39,17,17
CLAREVIEW CAMPUS,40,15,13
CLAREVIEW CAMPUS,41,13,11
CLAREVIEW CAMPUS,42,12,11
CLAREVIEW CAMPUS,43,6,13
CLAREVIEW CAMPUS,44,15,17
CLAREVIEW CAMPUS,45,9,13
CLAREVIEW CAMPUS,46,12,11
CLAREVIEW CAMPUS,47,9,9
CLAREVIEW CAMPUS,48,15,5
CLAREVIEW CAMPUS,49,15,8
CLAREVIEW CAMPUS,50,8,10
CLAREVIEW CAMPUS,51,5,13
CLAREVIEW CAMPUS,52,2,12
CLAREVIEW CAMPUS,53,5,11
CLAREVIEW CAMPUS,54,6,3
CLAREVIEW CAMPUS,55,5,5
CLAREVIEW CAMPUS,56,7,3
CLAREVIEW CAMPUS,57,11,5
CLAREVIEW CAMPUS,58,11,2
CLAREVIEW CAMPUS,59,2,5
CLAREVIEW CAMPUS,60,4,9
CLAREVIEW CAMPUS,61,5,8
CLAREVIEW CAMPUS,62,8,8
CLAREVIEW CAMPUS,63,7,1
CLAREVIEW CAMPUS,64,1,3
CLAREVIEW CAMPUS,65,3,0
CLAREVIEW CAMPUS,66,5,2
CLAREVIEW CAMPUS,67,2,4
CLAREVIEW CAMPUS,68,2,2
CLAREVIEW CAMPUS,69,5,3
CLAREVIEW CAMPUS,70,2,1
CLAREVIEW CAMPUS,71,3,5
CLAREVIEW CAMPUS,72,0,1
CLAREVIEW CAMPUS,73,3,3
CLAREVIEW CAMPUS,74,1,2
CLAREVIEW CAMPUS,75,5,4
CLAREVIEW CAMPUS,76,6,1
CLAREVIEW CAMPUS,77,4,1
CLAREVIEW CAMPUS,78,4,4
CLAREVIEW CAMPUS,79,4,2
CLAREVIEW CAMPUS,80,0,1
CLAREVIEW CAMPUS,81,3,1
CLAREVIEW CAMPUS,82,1,1
CLAREVIEW CAMPUS,83,1,0
CLAREVIEW CAMPUS,84,0,1
CLAREVIEW CAMPUS,85+,5,1
CLAREVIEW CAMPUS,No Response,91,122
CLOVERDALE,0,3,5
CLOVERDALE,1,3,6
CLOVERDALE,2,1,1
CLOVERDALE,3,0,3
CLOVERDALE,4,3,3
CLOVERDALE,5,1,3
CLOVERDALE,6,4,7
CLOVERDALE,7,2,2
CLOVERDALE,8,6,5
CLOVERDALE,9,6,2
CLOVERDALE,10,2,2
CLOVERDALE,11,2,5
CLOVERDALE,12,3,5
CLOVERDALE,13,7,1
CLOVERDALE,14,2,4
CLOVERDALE,15,6,3
CLOVERDALE,16,2,3
CLOVERDALE,17,2,1
CLOVERDALE,18,3,5
CLOVERDALE,19,3,3
CLOVERDALE,20,2,6
CLOVERDALE,21,3,3
CLOVERDALE,22,7,3
CLOVERDALE,23,2,4
CLOVERDALE,24,8,4
CLOVERDALE,25,4,5
CLOVERDALE,26,14,6
CLOVERDALE,27,8,13
CLOVERDALE,28,9,6
CLOVERDALE,29,18,15
CLOVERDALE,30,12,12
CLOVERDALE,31,6,8
CLOVERDALE,32,4,4
CLOVERDALE,33,1,5
CLOVERDALE,34,6,9
CLOVERDALE,35,4,3
CLOVERDALE,36,3,5
CLOVERDALE,37,6,3
CLOVERDALE,38,6,5
CLOVERDALE,39,4,7
CLOVERDALE,40,8,4
CLOVERDALE,41,8,3
CLOVERDALE,42,1,5
CLOVERDALE,43,7,3
CLOVERDALE,44,5,6
CLOVERDALE,45,6,5
CLOVERDALE,46,6,8
CLOVERDALE,47,2,4
CLOVERDALE,48,4,4
CLOVERDALE,49,8,6
CLOVERDALE,50,5,6
CLOVERDALE,51,9,9
CLOVERDALE,52,11,9
CLOVERDALE,53,10,7
CLOVERDALE,54,9,8
CLOVERDALE,55,7,8
CLOVERDALE,56,3,8
CLOVERDALE,57,7,5
CLOVERDALE,58,6,7
CLOVERDALE,59,1,8
CLOVERDALE,60,8,5
CLOVERDALE,61,7,6
CLOVERDALE,62,5,3
CLOVERDALE,63,3,4
CLOVERDALE,64,1,2
CLOVERDALE,65,0,3
CLOVERDALE,66,4,4
CLOVERDALE,67,5,1
CLOVERDALE,68,2,6
CLOVERDALE,69,3,1
CLOVERDALE,70,4,2
CLOVERDALE,71,4,1
CLOVERDALE,72,3,2
CLOVERDALE,73,1,1
CLOVERDALE,74,0,2
CLOVERDALE,75,4,2
CLOVERDALE,76,1,0
CLOVERDALE,77,2,1
CLOVERDALE,78,0,0
CLOVERDALE,79,1,1
CLOVERDALE,80,0,1
CLOVERDALE,81,0,3
CLOVERDALE,82,0,0
CLOVERDALE,83,4,3
CLOVERDALE,84,0,0
CLOVERDALE,85+,3,1
CLOVERDALE,No Response,31,34
CORONET ADDITION INDUSTRIAL,0,0,0
CORONET ADDITION INDUSTRIAL,1,0,0
CORONET ADDITION INDUSTRIAL,2,0,0
CORONET ADDITION INDUSTRIAL,3,0,0
CORONET ADDITION INDUSTRIAL,4,0,0
CORONET ADDITION INDUSTRIAL,5,0,0
CORONET ADDITION INDUSTRIAL,6,0,0
CORONET ADDITION INDUSTRIAL,7,0,0
CORONET ADDITION INDUSTRIAL,8,0,0
CORONET ADDITION INDUSTRIAL,9,0,0
CORONET ADDITION INDUSTRIAL,10,0,0
CORONET ADDITION INDUSTRIAL,11,0,0
CORONET ADDITION INDUSTRIAL,12,0,0
CORONET ADDITION INDUSTRIAL,13,0,0
CORONET ADDITION INDUSTRIAL,14,0,0
CORONET ADDITION INDUSTRIAL,15,0,0
CORONET ADDITION INDUSTRIAL,16,0,0
CORONET ADDITION INDUSTRIAL,17,0,0
CORONET ADDITION INDUSTRIAL,18,0,0
CORONET ADDITION INDUSTRIAL,19,0,0
CORONET ADDITION INDUSTRIAL,20,0,0
CORONET ADDITION INDUSTRIAL,21,0,0
CORONET ADDITION INDUSTRIAL,22,0,0
CORONET ADDITION INDUSTRIAL,23,0,0
CORONET ADDITION INDUSTRIAL,24,0,0
CORONET ADDITION INDUSTRIAL,25,0,0
CORONET ADDITION INDUSTRIAL,26,0,0
CORONET ADDITION INDUSTRIAL,27,0,0
CORONET ADDITION INDUSTRIAL,28,0,0
CORONET ADDITION INDUSTRIAL,29,0,0
CORONET ADDITION INDUSTRIAL,30,0,0
CORONET ADDITION INDUSTRIAL,31,0,0
CORONET ADDITION INDUSTRIAL,32,0,0
CORONET ADDITION INDUSTRIAL,33,0,0
CORONET ADDITION INDUSTRIAL,34,0,0
CORONET ADDITION INDUSTRIAL,35,0,0
CORONET ADDITION INDUSTRIAL,36,0,0
CORONET ADDITION INDUSTRIAL,37,0,0
CORONET ADDITION INDUSTRIAL,38,0,0
CORONET ADDITION INDUSTRIAL,39,0,0
CORONET ADDITION INDUSTRIAL,40,0,0
CORONET ADDITION INDUSTRIAL,41,0,0
CORONET ADDITION INDUSTRIAL,42,0,0
CORONET ADDITION INDUSTRIAL,43,0,0
CORONET ADDITION INDUSTRIAL,44,0,0
CORONET ADDITION INDUSTRIAL,45,0,0
CORONET ADDITION INDUSTRIAL,46,0,0
CORONET ADDITION INDUSTRIAL,47,0,0
CORONET ADDITION INDUSTRIAL,48,0,0
CORONET ADDITION INDUSTRIAL,49,0,0
CORONET ADDITION INDUSTRIAL,50,0,0
CORONET ADDITION INDUSTRIAL,51,0,0
CORONET ADDITION INDUSTRIAL,52,0,0
CORONET ADDITION INDUSTRIAL,53,0,0
CORONET ADDITION INDUSTRIAL,54,0,0
CORONET ADDITION INDUSTRIAL,55,0,0
CORONET ADDITION INDUSTRIAL,56,0,0
CORONET ADDITION INDUSTRIAL,57,0,0
CORONET ADDITION INDUSTRIAL,58,0,0
CORONET ADDITION INDUSTRIAL,59,0,0
CORONET ADDITION INDUSTRIAL,60,0,0
CORONET ADDITION INDUSTRIAL,61,0,0
CORONET ADDITION INDUSTRIAL,62,0,0
CORONET ADDITION INDUSTRIAL,63,0,0
CORONET ADDITION INDUSTRIAL,64,0,0
CORONET ADDITION INDUSTRIAL,65,0,0
CORONET ADDITION INDUSTRIAL,66,0,0
CORONET ADDITION INDUSTRIAL,67,0,0
CORONET ADDITION INDUSTRIAL,68,0,0
CORONET ADDITION INDUSTRIAL,69,0,0
CORONET ADDITION INDUSTRIAL,70,0,0
CORONET ADDITION INDUSTRIAL,71,0,0
CORONET ADDITION INDUSTRIAL,72,0,0
CORONET ADDITION INDUSTRIAL,73,0,0
CORONET ADDITION INDUSTRIAL,74,0,0
CORONET ADDITION INDUSTRIAL,75,0,0
CORONET ADDITION INDUSTRIAL,76,0,0
CORONET ADDITION INDUSTRIAL,77,0,0
CORONET ADDITION INDUSTRIAL,78,0,0
CORONET ADDITION INDUSTRIAL,79,0,0
CORONET ADDITION INDUSTRIAL,80,0,0
CORONET ADDITION INDUSTRIAL,81,0,0
CORONET ADDITION INDUSTRIAL,82,0,0
CORONET ADDITION INDUSTRIAL,83,0,0
CORONET ADDITION INDUSTRIAL,84,0,0
CORONET ADDITION INDUSTRIAL,85+,0,0
CORONET ADDITION INDUSTRIAL,No Response,0,0
CORONET INDUSTRIAL,0,0,0
CORONET INDUSTRIAL,1,0,0
CORONET INDUSTRIAL,2,0,0
CORONET INDUSTRIAL,3,0,0
CORONET INDUSTRIAL,4,0,0
CORONET INDUSTRIAL,5,0,0
CORONET INDUSTRIAL,6,0,0
CORONET INDUSTRIAL,7,0,0
CORONET INDUSTRIAL,8,0,0
CORONET INDUSTRIAL,9,0,0
CORONET INDUSTRIAL,10,0,0
CORONET INDUSTRIAL,11,0,0
CORONET INDUSTRIAL,12,0,0
CORONET INDUSTRIAL,13,0,0
CORONET INDUSTRIAL,14,0,0
CORONET INDUSTRIAL,15,0,0
CORONET INDUSTRIAL,16,0,0
CORONET INDUSTRIAL,17,0,0
CORONET INDUSTRIAL,18,0,0
CORONET INDUSTRIAL,19,0,0
CORONET INDUSTRIAL,20,0,0
CORONET INDUSTRIAL,21,0,0
CORONET INDUSTRIAL,22,0,0
CORONET INDUSTRIAL,23,0,0
CORONET INDUSTRIAL,24,0,0
CORONET INDUSTRIAL,25,0,0
CORONET INDUSTRIAL,26,0,0
CORONET INDUSTRIAL,27,0,0
CORONET INDUSTRIAL,28,0,0
CORONET INDUSTRIAL,29,0,0
CORONET INDUSTRIAL,30,0,0
CORONET INDUSTRIAL,31,0,0
CORONET INDUSTRIAL,32,0,0
CORONET INDUSTRIAL,33,0,0
CORONET INDUSTRIAL,34,0,0
CORONET INDUSTRIAL,35,0,0
CORONET INDUSTRIAL,36,0,0
CORONET INDUSTRIAL,37,0,0
CORONET INDUSTRIAL,38,0,0
CORONET INDUSTRIAL,39,0,0
CORONET INDUSTRIAL,40,0,0
CORONET INDUSTRIAL,41,0,0
CORONET INDUSTRIAL,42,0,0
CORONET INDUSTRIAL,43,0,0
CORONET INDUSTRIAL,44,0,0
CORONET INDUSTRIAL,45,0,0
CORONET INDUSTRIAL,46,0,0
CORONET INDUSTRIAL,47,0,0
CORONET INDUSTRIAL,48,0,0
CORONET INDUSTRIAL,49,0,0
CORONET INDUSTRIAL,50,0,0
CORONET INDUSTRIAL,51,0,0
CORONET INDUSTRIAL,52,0,0
CORONET INDUSTRIAL,53,0,0
CORONET INDUSTRIAL,54,0,0
CORONET INDUSTRIAL,55,0,0
CORONET INDUSTRIAL,56,0,0
CORONET INDUSTRIAL,57,0,0
CORONET INDUSTRIAL,58,0,0
CORONET INDUSTRIAL,59,0,0
CORONET INDUSTRIAL,60,0,0
CORONET INDUSTRIAL,61,0,0
CORONET INDUSTRIAL,62,0,0
CORONET INDUSTRIAL,63,0,0
CORONET INDUSTRIAL,64,0,0
CORONET INDUSTRIAL,65,0,0
CORONET INDUSTRIAL,66,0,0
CORONET INDUSTRIAL,67,0,0
CORONET INDUSTRIAL,68,0,0
CORONET INDUSTRIAL,69,0,0
CORONET INDUSTRIAL,70,0,0
CORONET INDUSTRIAL,71,0,0
CORONET INDUSTRIAL,72,0,0
CORONET INDUSTRIAL,73,0,0
CORONET INDUSTRIAL,74,0,0
CORONET INDUSTRIAL,75,0,0
CORONET INDUSTRIAL,76,0,0
CORONET INDUSTRIAL,77,0,0
CORONET INDUSTRIAL,78,0,0
CORONET INDUSTRIAL,79,0,0
CORONET INDUSTRIAL,80,0,0
CORONET INDUSTRIAL,81,0,0
CORONET INDUSTRIAL,82,0,0
CORONET INDUSTRIAL,83,0,0
CORONET INDUSTRIAL,84,0,0
CORONET INDUSTRIAL,85+,0,0
CORONET INDUSTRIAL,No Response,0,0
CPR IRVINE,0,1,2
CPR IRVINE,1,1,0
CPR IRVINE,2,0,0
CPR IRVINE,3,0,0
CPR IRVINE,4,0,0
CPR IRVINE,5,0,0
CPR IRVINE,6,1,0
CPR IRVINE,7,0,0
CPR IRVINE,8,0,0
CPR IRVINE,9,0,0
CPR IRVINE,10,0,0
CPR IRVINE,11,0,0
CPR IRVINE,12,0,0
CPR IRVINE,13,1,0
CPR IRVINE,14,0,0
CPR IRVINE,15,0,0
CPR IRVINE,16,0,0
CPR IRVINE,17,0,0
CPR IRVINE,18,2,0
CPR IRVINE,19,0,0
CPR IRVINE,20,2,1
CPR IRVINE,21,8,6
CPR IRVINE,22,12,4
CPR IRVINE,23,5,5
CPR IRVINE,24,9,10
CPR IRVINE,25,4,6
CPR IRVINE,26,9,1
CPR IRVINE,27,3,6
CPR IRVINE,28,3,4
CPR IRVINE,29,4,7
CPR IRVINE,30,3,5
CPR IRVINE,31,4,3
CPR IRVINE,32,1,5
CPR IRVINE,33,2,2
CPR IRVINE,34,0,2
CPR IRVINE,35,0,0
CPR IRVINE,36,0,1
CPR IRVINE,37,3,0
CPR IRVINE,38,1,1
CPR IRVINE,39,0,1
CPR IRVINE,40,0,1
CPR IRVINE,41,1,1
CPR IRVINE,42,0,1
CPR IRVINE,43,1,0
CPR IRVINE,44,0,0
CPR IRVINE,45,0,0
CPR IRVINE,46,0,0
CPR IRVINE,47,0,0
CPR IRVINE,48,1,0
CPR IRVINE,49,1,1
CPR IRVINE,50,1,1
CPR IRVINE,51,0,0
CPR IRVINE,52,0,0
CPR IRVINE,53,0,1
CPR IRVINE,54,0,1
CPR IRVINE,55,1,1
CPR IRVINE,56,0,1
CPR IRVINE,57,1,1
CPR IRVINE,58,0,0
CPR IRVINE,59,1,0
CPR IRVINE,60,0,0
CPR IRVINE,61,0,0
CPR IRVINE,62,0,0
CPR IRVINE,63,0,0
CPR IRVINE,64,0,0
CPR IRVINE,65,1,0
CPR IRVINE,66,0,0
CPR IRVINE,67,0,0
CPR IRVINE,68,0,0
CPR IRVINE,69,0,1
CPR IRVINE,70,0,0
CPR IRVINE,71,0,0
CPR IRVINE,72,0,0
CPR IRVINE,73,0,0
CPR IRVINE,74,0,0
CPR IRVINE,75,0,0
CPR IRVINE,76,0,0
CPR IRVINE,77,0,0
CPR IRVINE,78,0,0
CPR IRVINE,79,0,0
CPR IRVINE,80,0,0
CPR IRVINE,81,0,0
CPR IRVINE,82,0,0
CPR IRVINE,83,0,0
CPR IRVINE,84,0,0
CPR IRVINE,85+,0,0
CPR IRVINE,No Response,9,7
CRAWFORD PLAINS,0,24,15
CRAWFORD PLAINS,1,26,24
CRAWFORD PLAINS,2,31,29
CRAWFORD PLAINS,3,18,28
CRAWFORD PLAINS,4,27,22
CRAWFORD PLAINS,5,26,24
CRAWFORD PLAINS,6,24,27
CRAWFORD PLAINS,7,27,20
CRAWFORD PLAINS,8,29,28
CRAWFORD PLAINS,9,24,34
CRAWFORD PLAINS,10,34,34
CRAWFORD PLAINS,11,26,25
CRAWFORD PLAINS,12,21,26
CRAWFORD PLAINS,13,41,40
CRAWFORD PLAINS,14,34,34
CRAWFORD PLAINS,15,38,35
CRAWFORD PLAINS,16,25,47
CRAWFORD PLAINS,17,35,27
CRAWFORD PLAINS,18,31,40
CRAWFORD PLAINS,19,31,40
CRAWFORD PLAINS,20,36,31
CRAWFORD PLAINS,21,24,32
CRAWFORD PLAINS,22,39,39
CRAWFORD PLAINS,23,27,35
CRAWFORD PLAINS,24,26,50
CRAWFORD PLAINS,25,32,32
CRAWFORD PLAINS,26,43,33
CRAWFORD PLAINS,27,28,35
CRAWFORD PLAINS,28,25,30
CRAWFORD PLAINS,29,31,32
CRAWFORD PLAINS,30,35,43
CRAWFORD PLAINS,31,26,38
CRAWFORD PLAINS,32,20,27
CRAWFORD PLAINS,33,37,35
CRAWFORD PLAINS,34,26,19
CRAWFORD PLAINS,35,34,33
CRAWFORD PLAINS,36,31,28
CRAWFORD PLAINS,37,35,34
CRAWFORD PLAINS,38,44,26
CRAWFORD PLAINS,39,30,35
CRAWFORD PLAINS,40,29,30
CRAWFORD PLAINS,41,35,26
CRAWFORD PLAINS,42,24,30
CRAWFORD PLAINS,43,41,25
CRAWFORD PLAINS,44,30,37
CRAWFORD PLAINS,45,45,39
CRAWFORD PLAINS,46,31,37
CRAWFORD PLAINS,47,39,48
CRAWFORD PLAINS,48,37,54
CRAWFORD PLAINS,49,35,37
CRAWFORD PLAINS,50,37,37
CRAWFORD PLAINS,51,45,39
CRAWFORD PLAINS,52,40,30
CRAWFORD PLAINS,53,39,30
CRAWFORD PLAINS,54,30,34
CRAWFORD PLAINS,55,26,31
CRAWFORD PLAINS,56,31,19
CRAWFORD PLAINS,57,23,32
CRAWFORD PLAINS,58,28,20
CRAWFORD PLAINS,59,19,20
CRAWFORD PLAINS,60,22,19
CRAWFORD PLAINS,61,18,20
CRAWFORD PLAINS,62,17,25
CRAWFORD PLAINS,63,11,20
CRAWFORD PLAINS,64,6,12
CRAWFORD PLAINS,65,5,9
CRAWFORD PLAINS,66,10,5
CRAWFORD PLAINS,67,7,12
CRAWFORD PLAINS,68,6,6
CRAWFORD PLAINS,69,6,4
CRAWFORD PLAINS,70,7,5
CRAWFORD PLAINS,71,2,1
CRAWFORD PLAINS,72,3,7
CRAWFORD PLAINS,73,4,5
CRAWFORD PLAINS,74,9,3
CRAWFORD PLAINS,75,4,5
CRAWFORD PLAINS,76,3,5
CRAWFORD PLAINS,77,7,5
CRAWFORD PLAINS,78,3,2
CRAWFORD PLAINS,79,5,2
CRAWFORD PLAINS,80,4,2
CRAWFORD PLAINS,81,0,1
CRAWFORD PLAINS,82,4,4
CRAWFORD PLAINS,83,0,2
CRAWFORD PLAINS,84,0,1
CRAWFORD PLAINS,85+,8,10
CRAWFORD PLAINS,No Response,107,144
CRESTWOOD,0,7,5
CRESTWOOD,1,11,8
CRESTWOOD,2,4,3
CRESTWOOD,3,6,9
CRESTWOOD,4,13,7
CRESTWOOD,5,10,12
CRESTWOOD,6,9,4
CRESTWOOD,7,4,12
CRESTWOOD,8,6,10
CRESTWOOD,9,12,9
CRESTWOOD,10,11,12
CRESTWOOD,11,7,13
CRESTWOOD,12,15,10
CRESTWOOD,13,3,13
CRESTWOOD,14,7,16
CRESTWOOD,15,9,11
CRESTWOOD,16,15,9
CRESTWOOD,17,15,14
CRESTWOOD,18,14,15
CRESTWOOD,19,20,17
CRESTWOOD,20,13,14
CRESTWOOD,21,12,15
CRESTWOOD,22,15,11
CRESTWOOD,23,15,9
CRESTWOOD,24,8,10
CRESTWOOD,25,6,11
CRESTWOOD,26,7,7
CRESTWOOD,27,8,4
CRESTWOOD,28,3,8
CRESTWOOD,29,8,4
CRESTWOOD,30,6,4
CRESTWOOD,31,4,4
CRESTWOOD,32,7,8
CRESTWOOD,33,7,5
CRESTWOOD,34,6,5
CRESTWOOD,35,6,5
CRESTWOOD,36,9,7
CRESTWOOD,37,12,11
CRESTWOOD,38,10,12
CRESTWOOD,39,15,10
CRESTWOOD,40,15,12
CRESTWOOD,41,16,10
CRESTWOOD,42,12,13
CRESTWOOD,43,9,18
CRESTWOOD,44,14,11
CRESTWOOD,45,7,11
CRESTWOOD,46,22,15
CRESTWOOD,47,21,11
CRESTWOOD,48,12,21
CRESTWOOD,49,20,10
CRESTWOOD,50,29,18
CRESTWOOD,51,17,22
CRESTWOOD,52,18,16
CRESTWOOD,53,15,14
CRESTWOOD,54,15,8
CRESTWOOD,55,14,15
CRESTWOOD,56,16,15
CRESTWOOD,57,15,10
CRESTWOOD,58,16,20
CRESTWOOD,59,5,10
CRESTWOOD,60,9,12
CRESTWOOD,61,8,15
CRESTWOOD,62,8,12
CRESTWOOD,63,5,7
CRESTWOOD,64,11,8
CRESTWOOD,65,10,9
CRESTWOOD,66,13,8
CRESTWOOD,67,10,8
CRESTWOOD,68,10,12
CRESTWOOD,69,11,9
CRESTWOOD,70,7,4
CRESTWOOD,71,12,9
CRESTWOOD,72,10,6
CRESTWOOD,73,13,7
CRESTWOOD,74,14,11
CRESTWOOD,75,8,11
CRESTWOOD,76,13,8
CRESTWOOD,77,9,6
CRESTWOOD,78,10,7
CRESTWOOD,79,16,6
CRESTWOOD,80,9,15
CRESTWOOD,81,12,7
CRESTWOOD,82,14,3
CRESTWOOD,83,7,7
CRESTWOOD,84,5,6
CRESTWOOD,85+,29,25
CRESTWOOD,No Response,215,205
CROMDALE,0,6,7
CROMDALE,1,11,4
CROMDALE,2,4,6
CROMDALE,3,3,7
CROMDALE,4,3,4
CROMDALE,5,6,8
CROMDALE,6,3,5
CROMDALE,7,4,8
CROMDALE,8,5,6
CROMDALE,9,7,6
CROMDALE,10,4,4
CROMDALE,11,3,4
CROMDALE,12,2,6
CROMDALE,13,7,10
CROMDALE,14,8,5
CROMDALE,15,3,7
CROMDALE,16,9,2
CROMDALE,17,4,4
CROMDALE,18,8,7
CROMDALE,19,14,14
CROMDALE,20,22,16
CROMDALE,21,22,24
CROMDALE,22,28,21
CROMDALE,23,22,26
CROMDALE,24,20,19
CROMDALE,25,24,24
CROMDALE,26,13,20
CROMDALE,27,18,16
CROMDALE,28,16,20
CROMDALE,29,17,31
CROMDALE,30,27,17
CROMDALE,31,16,21
CROMDALE,32,17,24
CROMDALE,33,25,18
CROMDALE,34,20,27
CROMDALE,35,14,18
CROMDALE,36,9,16
CROMDALE,37,11,10
CROMDALE,38,14,16
CROMDALE,39,13,27
CROMDALE,40,20,23
CROMDALE,41,11,28
